# 49374 + 3735936685*(x^y)
18446744066237678246*~(x|z) + 18446744069973614931*(z^~(~x&(~y&z))) + 14943697366*~(x|~y) + 18446744069973614931*~(x^(y^z)) + 18446744069973614931*~(~x|(y^z)) + 18446744069973614931*((x|~y)&(x^(y^z))) + 14943697366*(x|~y) + 18446744066237678246*(z|(x&y)), 49374 + 3735936685*(x^y)
3735936685*(y^(~x|(~y|z))) + 18446744073709502242*(y^~(~x&(y&z))) + 3735887311*(y&(x|~z)) + 18446744069973614931*(y^~(x|~z)) + 18446744069973614931*~(~x&(y|z)) + 3735936685*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744066237579498*~y + 3735936685*(y^(x|z)) + 18446744062501544065*(~(x|~y)|~(x^(y^z))) + 11207958177*(~z|(x^y)) + 3735986059*((y&~z)^(~x|(y^z))) + 18446744069973516183*((x|y)&~(y^z)) + 3735986059*(z^~(x|y)), 49374 + 3735936685*(x^y)
3735887311*~(x|(~y|z)) + 3735936685*((x^y)&~(x^z)) + 18446744069973614931*(z^(~x|(y&z))) + 3735887311*(y^(x|~z)) + 18446744073709502242*(y^(~x&(y|z))), 49374 + 3735936685*(x^y)
18446744066237678246*(z^(~x|(y|z))) + 18446744066237776994*~(x|(~y&z)) + 11207760681*((x&y)^(y|~z)) + 3735887311*(~x|(~y&z)) + 18446744069973664305*~(~x|(y^z)) + 7471823996*(y&(x|~z)) + 18446744073709502242*~(y^z) + 18446744069973614931*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
3735936685*~(y|z) + 18446744069973664305*(y^(~x|(y&z))) + 18446744073709502242*(y^~(x&(y^z))) + 49374*(z^~(~x|(~y&z))) + 3735887311*(~(x|~y)|(y^z)) + 18446744073709502242*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744073709502242*(x&(y^z)) + 18446744069973713679*~(y|~z) + 3735887311*~(x^(~y&z)) + 18446744069973614931*(~(x^y)&~(x^z)) + 98748*~(x^(~y|z)) + 3735887311*((y&~z)^(x|(y^z))) + 18446744073709452868*((x&~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
3735887311*(y^(x|(y|z))) + 18446744069973664305*(z&~(x^y)) + 18446744073709502242*~(x^y) + 3735887311*(y^(~x&(~y|z))) + 18446744069973664305*(~(x^y)|~(x^z)) + 3735887311*(y^(x&(y^z))), 49374 + 3735936685*(x^y)
14757395261209193429*((x&y)^(y|~z)) + 14757395261209193429*(y&~(x&z)) + 11068046444972898557*((x^y)|(x^z)) + 14757395257473256744*(y^~(x&(y|z))) + 14757395261209193429*((y&~z)^(x|(y^z))) + 11068046444972898557*(z^~(x|(~y&z))) + 11068046444972898557*(y^~(x|z)) + 3689348812500358187*~(x&~y), 49374 + 3735936685*(x^y)
12297829372510520126*(z^(x|y)) + 12297829394926140236*~(y&z) + 7471873370*(x^z) + 12297829376246456811*((x&~y)|~(x^(y^z))) + 18446744069973614931*(~(x|~y)|(y^z)) + 12297829376246456811*(y^~(x&(~y|z))) + 12297829387454266866*(y&~(x&~z)) + 12297829383718330181*(z&(x|y)), 49374 + 3735936685*(x^y)
18446744073709535158*(z^~(~x&(~y&z))) + 18446744062501807393*~(x|(y^z)) + 7471823996*((x&y)^(y|z)) + 18446744069973631389*(~(x&~y)&(x^(y^z))) + 3735903769*(y^~(x&(y&z))) + 18446744066237711162*((x&y)|~(y|~z)) + 7471807538*(y^~(x|z)), 49374 + 3735936685*(x^y)
3735887311*~(x&(y&z)) + 18446744073709502242*(x&(y&z)) + 3735936685*(y^(x&~z)) + 18446744069973614931*~(x&(~y&z)), 49374 + 3735936685*(x^y)
18073665407165910344*(z^(~x|(y&z))) + 3735936685*((x&z)^~(x^(y&z))) + 18073665414637734340*(y^~(~x|(~y&z))) + 373078662807704587*(~z|(x^y)) + 373078662807704587*(z^~(x|(~y&z))) + 18073665410901797655*(y^(~x|(~y&z))) + 18446744069973614931*(z^(x&~y)) + 3735936685*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
11889475295313674533*(y^z) + 5332206516917797450*(y^~(~x|(~y&z))) + 6557268782131813768*(x^y) + 17221681812231521357*(z^(~x&(~y|z))) + 13114537556791704792*~(x^z) + 6557268778395827709*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744069973614931*(y^~(x&~z)) + 11207760681*((x&z)^(x^(~y&z))) + 18446744069973614931*(~z|~(x^y)) + 7471823996*((x&z)^~(x^(~y&z))) + 18446744069973614931*(x|z), 49374 + 3735936685*(x^y)
18446744073709502242*~(~x|(y|z)) + 18446744069973664305*(~y&(x^z)) + 18446744066237628872*(~(x^y)&(x^z)) + 3735936685*(z^(x&(~y|z))) + 7471873370*~(x&y) + 3735936685*(y^~(x|~z)) + 3735936685*(x|(~y&z)) + 18446744066237628872*(~x|(~y|z)), 49374 + 3735936685*(x^y)
3735837937*~y + 49374*(z^(x&(~y|z))) + 6148914689991188519*(x^(~y|z)) + 6148914693727125204*(y^(x&z)) + 3735837937*(~(x&~y)&(x^(y^z))) + 12297829376246588475*(z^~(x|(~y&z))) + 6148914689991188519*(y&(x|z)) + 3735887311*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
3735887311*(z^~(~x&(y|z))) + 18446744069973614931*~(x^y) + 3735887311*(z^(~x&(y|z))), 49374 + 3735936685*(x^y)
10540996622087606114*(~(x&y)&(y^z)) + 5270498299835968315*(~(x|y)|(y^z)) + 15811494921923574429*(~x&(y|z)) + 7905747466565692242*((x&~y)|~(x^(y^z))) + 3735936685*(~(x^y)&~(x^z)) + 5270498307307841685*((y&~z)|~(~x|(~y&z))) + 7905747459093818872*(z&(x|y)) + 5270498303571905000*~(y&~z), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|y)) + 49374*~(x|~z) + 3735887311*~(x&z) + 49374*(y^(~x&(~y|z))) + 18446744073709502242*((x&y)|(y^z)) + 18446744069973565557*((x&y)^(x^(~y|z))) + 3735936685*(z|(x^y)), 49374 + 3735936685*(x^y)
17091211820652354549*(~x&(~y&z)) + 18446744069973664305*((x&z)^~(x^(y&z))) + 3735936685*(y^(x|z)) + 17091211824388291234*~(x^(~y&z)) + 1355532253057147693*(~x|(~y&z)) + 18446744073709502242*~(~x&(y&z)), 49374 + 3735936685*(x^y)
18446744069973549099*(~(x^y)&(x^z)) + 3735953143*(y^(x|(y&z))) + 3735969601*(z^(x&(y|z))) + 18446744073709502242*(y^(x&(y|z))) + 16458*(x^(y^z)) + 18446744073709518700*(x|(~y&z)) + 18446744073709502242*(~(x|~y)|~(y^z)) + 16458*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744069973614931*(y^~(~x|(~y&z))) + 18446744073709502242*(y^~(x&(~y|z))) + 18446744069973664305*(y^~(x&z)) + 18446744069973614931*((x&y)|(y^z)) + 18446744069973664305*(y^(x&(y^z))) + 18446744062501790935*~(~x&(y^z)) + 14943647992*~(~x&(~y&z)) + 7471823996*(z|(x&~y)), 49374 + 3735936685*(x^y)
7471873370*(z^~(x&(~y&z))) + 18446744062501642813*(y^(~x|(y|z))) + 18446744069973565557*(y^(x&z)) + 18446744066237579498*((x|y)&(x^(y^z))) + 49374*(x|~z) + 18446744069973565557*((x&z)^(x^(y&z))) + 3735936685*(z|~(x|y)) + 7471922744*(z|(x^y)), 49374 + 3735936685*(x^y)
18446744066237678246*(~y&(x^z)) + 18446744066237678246*((x&y)^~(x^(~y|z))) + 3735936685*(y^(x|(~y|z))) + 18446744069973614931*(z^~(~x&(~y|z))) + 22415620110*((x^y)|(x^z)) + 11207810055*((x|~y)&~(y^z)) + 3735936685*(y&(x|~z)) + 14943796114, 49374 + 3735936685*(x^y)
18446744073709502242*(y^(~x|(y|z))) + 18446744069973614931*((x&y)|(x^(y^z))) + 18446744073709502242*(y|(x&~z)) + 18446744062501741561*(z|(x&y)) + 7471873370*(x|z) + 7471873370*(y|z), 49374 + 3735936685*(x^y)
2486403092486193691*~(x|z) + 17203542525598461741*(z^(~x|(y|z))) + 3735936685*(y^(x|(y&z))) + 18446744069973614931*((y&~z)^(x|(y^z))) + 17203542529334398426*(~x|(~y|z)) + 1243201548111040501*(x|z), 49374 + 3735936685*(x^y)
3735936685*(y^(x|(y&z))) + 1603397825460020890*((x&z)|~(y|z)) + 16843346244513594041*(x|(~y&z)) + 16843346248249530726*((x&~y)|~(y^z)) + 1603397829195957575*(x|z) + 49374, 49374 + 3735936685*(x^y)
11207711307*(z^(~x|(y|z))) + 18446744066237727620*(z^~(~x&(~y&z))) + 3735887311*((x&y)^~(x^(~y|z))) + 18446744069973664305*(y^(x|(~y|z))) + 11207711307*(y^~(~x&(~y|z))) + 18446744069973664305*(~(x^y)&~(x^z)) + 11207661933*(y^~(x&(~y|z))) + 18446744066237727620*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
18446744069973565557*(y^~(x&(y^z))) + 49374*(y^(~x|(y|z))) + 98748*(y&(x^z)) + 18446744073709452868*(x^(y&z)) + 3735936685*(~x|(y^z)) + 18446744066237530124*(~x|(y&z)) + 7471972118*~(x&(y^z)), 49374 + 3735936685*(x^y)
12297829379982426412*(y^~(x&(~y&z))) + 18446744073709502242*(z^(x&(y|z))) + 12297829376246440353*(z^(~x|(~y&z))) + 6148914693727125204*(z^~(x&(y&z))) + 6148914693727174578*((x&z)^~(x^(~y&z))) + 12297829379982426412*(y^(~x&(y^z))) + 6148914689991188519*((x&~y)|~(y^z)) + 12297829387454250408*(~x|(~y|z)), 49374 + 3735936685*(x^y)
7378697626495041674*~(~x|(y|z)) + 3689348813247545524*(z^(x|(y|z))) + 11068046450950397253*(y^(x|(y&z))) + 11068046443478573257*((x&z)^(x^(~y&z))) + 3689348813247496150*(~(x|y)|(y^z)) + 14757395260462006092*~(x^(y^z)) + 14757395256726069407*(x&z) + 3689348816983432835*(z^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744069973614931*(y^~(~x&(y^z))) + 11207810055*(y^~(~x|(~y&z))) + 18446744066237628872*~(x^(~y&z)) + 11207810055*((x&y)|~(y|z)) + 18446744062501741561*(y&(x|~z)) + 18446744058765755502*((x|~y)&(x^(y^z))) + 14943796114*(z^~(x|~y)) + 18446744073709502242*((x&y)|(y^z)), 49374 + 3735936685*(x^y)
8731364120888570455*(~(x|y)|~(x^(y^z))) + 16478712402372955582*(~(x|y)|(x^(y^z))) + 9715379949085044476*~(x^y) + 9715379956556868472*(~z|~(x^y)) + 14081062015133210044*~(x^(y|z)) + 14081062015133210044*((x&~y)|(x^(y^z))) + 13097046179464912027*(y&(x|z)) + 15065077850801508061*~(x&(y^z)), 49374 + 3735936685*(x^y)
3735936685*(~z&(x^y)) + 18446744062501741561*(~y&(x^z)) + 11207810055*((x&z)^(x^(~y&z))) + 18446744069973565557*(x^(y|z)) + 18446744062501692187*~(x^(y|z)) + 3735936685*(~y|~(x^z)) + 7471873370*(~(x&~y)&~(y^z)), 49374 + 3735936685*(x^y)
16223501708568593796*(y^~(x&(y^z))) + 6148914693727125204*((x&y)^~(x^(~y|z))) + 12297829379982426412*((x|y)&(x^(y^z))) + 12297829379982426412*~(~x|(~y&z)) + 12297829383718313723*(x&z) + 7851344649700560146*(y&~(x&~z)) + 8372157062603970335*(y^(x&~z)) + 2223242365140908446*~(x&~y), 49374 + 3735936685*(x^y)
18446744066237530124*~(x|(~y&z)) + 3735887311*(y^~(~x&(y|z))) + 3736035433*(~x|(~y&z)) + 49374*~(x^(y|z)) + 18446744069973466809*((x&y)|~(y|~z)) + 3735986059*y, 49374 + 3735936685*(x^y)
7471873370*(y^(x|(~y|z))) + 18446744062501741561*~(x|(y^z)) + 18446744069973565557*(~(x&y)&~(y^z)) + 3735936685*((x&~y)|~(x^(y^z))) + 7471873370*(~(x^y)&~(x^z)) + 18446744055029868191*(y^~(x&(y&z))) + 18446744069973565557*((x&y)|(y^z)) + 14943746740*~(y&~z), 49374 + 3735936685*(x^y)
7439574232502042809*(y^~(x&(y^z))) + 18446744069973614931*((x|~y)&(y^z)) + 14726956959326473867*(y^(~x|(~y|z))) + 14726956955590537182*(z^~(~x&(y|z))) + 3719787118118965060*(z&(x^y)) + 3735936685*((x^y)|(x^z)) + 18446744073709502242*(y&~(x^z)), 49374 + 3735936685*(x^y)
18446744069973614931*~(x&z) + 22415570736*(z&(x^y)) + 14943697366*(z^~(x&(y&z))) + 49374*((x&z)^~(x^(~y&z))) + 18446744066237678246*(~(x^y)|(x^z)) + 11207760681*(y|~(x|~z)) + 18446744069973565557*(z^~(x|(y&z))) + 18446744058765854250*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744069973614931*((y&z)^~(~x&(y^z))) + 12297829379982393496*~(x|~y) + 12297829391190203551*((x|y)&~(x^(y^z))) + 3735936685*(y&(x|~z)) + 18446744069973614931*~(x^(y|z)) + 6148914693727108746*~(~x&(y&z)) + 12297829387454266866*(~(x|y)|~(y^z)) + 18446744066237678246*(y^(~x&(y^z))), 49374 + 3735936685*(x^y)
18446744051294129002*(~(x^y)&(x^z)) + 14943598618*(z^(x&(y|z))) + 7471774622*(~z|~(x^y)) + 3735887311*(x&z) + 18446744062501840309*(y^(x&~z)) + 18446744066237727620*(z|~(x|y)) + 7471823996*(z|(x^y)), 49374 + 3735936685*(x^y)
12297829383718330181*((x|y)&(y^z)) + 10046418235474558978*~(x|(y^z)) + 12297829383718330181*(z^(x|(~y&z))) + 7274620265981050692*(~x|(~y&z)) + 12297829379982393496*~(x^y) + 17321038501455609670*((x&~y)|(x^(y^z))) + 7274620265981050692*~(y^z), 49374 + 3735936685*(x^y)
49374*(z^(~x|(~y|z))) + 3735887311*((x&~y)|(y^z)) + 18446744069973664305*(y&(x^z)) + 18446744069973664305*(z^~(x&(y&z))) + 18446744069973614931*((x&y)|(x^(y^z))) + 3735986059*(y|(x&~z)) + 3735788563*(y|~z), 49374 + 3735936685*(x^y)
12297829379982393496*~(x|(y|z)) + 12297829383718330181*(y^z) + 6148914686255284750*((x&~y)|~(x^(y^z))) + 12297829387454266866*~(x&y) + 18446744069973614931*(x^(y^z)) + 12297829383718330181*(y|(x^z)) + 6148914697463045431*~(~x&(y^z)) + 18446744069973614931*(z|~(x^y)), 49374 + 3735936685*(x^y)
3735936685*(~(x&~y)&~(x^(y^z))) + 18446744069973664305*(~(x&y)&~(x^(y^z))) + 3735887311*~(x&(y&z)) + 3735936685*(z^~(x|~y)) + 18446744069973614931*(y^(~x|(~y&z))) + 18446744069973614931*~(x&~y) + 3735887311*(z^~(x|y)), 49374 + 3735936685*(x^y)
18446744073709535158*~(y&z) + 16458*~(x|(~y&z)) + 3735903769*(x^y) + 16458*(y^(x|(y^z))) + 16458*(y^~(~x&(y&z))) + 16458*(y&~(x^z)) + 18446744073709518700*~(x&(y^z)) + 18446744073709518700*(z|~(x^y)), 49374 + 3735936685*(x^y)
5655013700676307553*(~z&(x^y)) + 15619237225239366182*(y^(x|(y&z))) + 2827506852206122119*(y^(x&(y|z))) + 15619237225239316808*(~x|(y^z)) + 15619237225239316808*((x|y)&(x^(y^z))) + 2827506852206072745*(y^(~x|(~y&z))) + 18446744069973664305*(~(x^y)|~(x^z)), 49374 + 3735936685*(x^y)
12297829379982409954*(z^(x|(y|z))) + 12297829379982409954*((x|~y)&~(x^(y^z))) + 6148914701198965658*~x + 6148914704934902343*((x&z)|~(y|z)) + 7471823996*~(x^(~y|z)) + 18446744058765854250*(y^~(x&(y&z))) + 18446744062501790935*((x&z)^~(x^(~y&z))) + 12297829387454233950*(y^~(x|(y&z))), 49374 + 3735936685*(x^y)
49374*(~z&(x^y)) + 18446744073709535158*~z + 3735887311*(y^(x|z)) + 18446744069973631389*(y^(x|(~y|z))) + 3735920227*(y^~(~x&(y|z))) + 16458*(~x|(y^z)) + 18446744073709518700*~(x&(~y&z)) + 18446744073709535158*(y|~(x^z)), 49374 + 3735936685*(x^y)
3735887311*(y^(~x|(y|z))) + 12297829387454283324*(~x&(y&z)) + 12297829379982409954*(~(x&~y)&~(x^(y^z))) + 6148914689991204977*((x&y)|(y^z)) + 6148914686255268292*((x&z)^(x^(y&z))) + 7471823996*(y|(x&~z)) + 12297829379982409954*(~x|(y&z)) + 12297829383718346639*~(~x&(y^z)), 49374 + 3735936685*(x^y)
12297829387454266866*(~(x&y)&(y^z)) + 12297829379982442870*(z&(x^y)) + 3735887311*(y^(x|~z)) + 18446744069973565557*(x&(y|z)) + 12297829383718379555*(z^~(x&(~y|z))) + 6148914693727108746*y + 12297829387454316240*(z&(x|y)) + 6148914686255235376*~(x&~z), 49374 + 3735936685*(x^y)
18446744069973614931*(y^(x|(y|z))) + 18446744073709502242*(~(x&~y)&~(x^(y^z))) + 18446744066237727620*((y&~z)|~(x|(~y&z))) + 11207760681*(~x&(y|z)) + 18446744066237678246*(~(x&~y)&(x^(y^z))) + 7471823996*(x|~z), 49374 + 3735936685*(x^y)
3735936685*(~(x&y)&(y^z)) + 18446744073709502242*((x&z)^~(x^(y&z))) + 11207760681*(z^(x&(~y|z))) + 18446744066237727620*(~x&(y|z)) + 7471823996*y + 18446744066237678246*(z^~(~x|(y&z))), 49374 + 3735936685*(x^y)
3735936685*(x^y) + 49374*(y&~(x^z)) + 18446744073709502242*~(x^z) + 18446744073709502242*(y|(x^z)), 49374 + 3735936685*(x^y)
2053879608108029333*(~z&~(x^y)) + 16392864465601522283*~(x|(~y&z)) + 2053879608108078707*(y&~(x&z)) + 4107759216216108040*(~x|(~y&z)) + 14338984861229330887*(~x|(y^z)) + 3735887311*(y^(x&~z)) + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
49374*(y^~(~x&(~y|z))) + 3735887311*((x&y)^(y|z)) + 3735887311*((y&~z)|~(~x|(~y&z))) + 18446744069973664305*(y^~(x|~z)) + 18446744073709502242*(x|(~y|z)), 49374 + 3735936685*(x^y)
3735887311*(y^~(~x&(~y|z))) + 18446744069973614931*~(x^y) + 3735887311*(y^(~x&(~y|z))), 49374 + 3735936685*(x^y)
18446744069973565557*(y^(x|z)) + 7471922744*(y^~(~x|(~y&z))) + 7471873370*(z^(x|(~y&z))) + 18446744069973614931*~(~x|(y^z)) + 14943796114*(y^(~x|(y^z))) + 18446744069973565557*(~(x|~y)|~(y^z)) + 3735936685*(y|(x&z)) + 18446744062501692187*(z|~(x^y)), 49374 + 3735936685*(x^y)
3735887311*(y^(~x|(y&z))) + 18446744066237727620*((x|~y)&~(y^z)) + 7471823996*(z^~(x&y)) + 18446744069973614931*(y^(~x&(~y|z))) + 3735887311*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
18446744069973565557*(y^(~x|(y|z))) + 18446744062501544065*(z^(x|~y)) + 7471922744*((x|y)&~(x^(y^z))) + 18446744051293635262*(z^(~x&(y|z))) + 14943894862*~(x^(~y|z)) + 3736035433*((x&y)|~(x^(y^z))) + 18446744066237579498*z + 11207908803*~(x&~z), 49374 + 3735936685*(x^y)
18446744069973565557*(~x&(y^z)) + 18446744069973614931*(y^~(x&~z)) + 18446744069973614931*(z^~(~x&(y|z))) + 7471873370*~(x&(y&z)) + 49374*((x|~y)&(x^(y^z))) + 18446744069973565557*x + 3735936685*(x|(~y&z)) + 18446744073709502242*(~(x|y)|~(y^z)), 49374 + 3735936685*(x^y)
3735887311*(y^(x|(y&z))) + 3735936685*(~x&(y&z)) + 18446744073709502242*(y^~(x|(y&z))), 49374 + 3735936685*(x^y)
16381688263292333096*(z^(x|(y&z))) + 14316632449139227265*((x|~y)&~(x^(y^z))) + 8260223249140648702*((y&~z)|~(x|(~y&z))) + 4130111620834387666*~(x^y) + 4130111624570324351*(x&(~y|z)) + 10186520824568902914*(y|~(x|z)) + 2065055814153105831*(y|~(x^z)) + 16381688263292333096*(~x|(~y|z)), 49374 + 3735936685*(x^y)
3735936685*(y^(x|(y|z))) + 12297829383718313723*(~(x|y)|(y^z)) + 7471823996*(~(x&y)&~(x^(y^z))) + 18446744066237727620*(~(x|y)|~(x^(y^z))) + 6148914686255301208*((x|~y)&~(y^z)) + 6148914693727125204*((y&~z)|~(~x|(~y&z))) + 6148914689991188519*((y&~z)^(x|(y^z))) + 3735887311*(~(x^y)|(x^z)), 49374 + 3735936685*(x^y)
49374*~(~x|(~y|z)) + 18446744073709535158*(z^(x|(~y|z))) + 18446744073709518700*(y^~(~x|(y^z))) + 3735936685*((x&y)^(y|z)) + 3735953143*(x|~z) + 18446744073709535158*((x&y)|~(y|~z)) + 18446744069973582015*(~(x^y)|~(x^z)) + 18446744073709535158*~(~x&(y^z)), 49374 + 3735936685*(x^y)
10886847157918584427*~(~x|(y|z)) + 10886847157918584427*(y^(x&z)) + 6653900476783459854*(x&(y&z)) + 15119793835317821689*((x|y)&(x^(y^z))) + 7559896915790917815*~(x^y) + 15119793835317821689*(z&(x|y)) + 10886847157918584427*(~x|(~y|z)), 49374 + 3735936685*(x^y)
11207760681*(~x&(y^z)) + 18446744062501790935*(~(x&~y)&(y^z)) + 7471823996*((x|~y)&~(x^(y^z))) + 18446744066237678246*((y&z)^~(~x&(y^z))) + 7471873370*((x&y)^~(x^(~y|z))) + 49374*(z&(x|~y)) + 18446744069973565557*(z^~(x|~y)) + 3735887311*(z^~(~x|(y&z))), 49374 + 3735936685*(x^y)
15126610871322479826*~(~x|(y&z)) + 17872720602404458078*(z^~(~x&(~y|z))) + 13404540449935375216*(y^(x&z)) + 13404540449935375216*(y^~(x|(~y&z))) + 13978563921240468754*(y^(~x&(y|z))) + 3894156677428052639*(y^~(x&(y&z))) + 1148046946346074387*(~x|(y&z)) + 4468180152469082862*(y^(x&(y^z))), 49374 + 3735936685*(x^y)
3735887311*(~y&~(x^z)) + 3735887311*((x&y)^(y|~z)) + 7471774622*(y^(~x&(y|z))) + 18446744066237727620*~(x^y), 49374 + 3735936685*(x^y)
18446744069973614931*(~(x|y)|(y^z)) + 3735920227*~(y&z) + 18446744073709535158*~(x|(y^z)) + 18446744069973614931*(y^~(x&(~y|z))) + 18446744073709535158*(x^(~y&z)) + 18446744073709535158*(x|y) + 3735920227*~(x&~z), 49374 + 3735936685*(x^y)
3838499019703910772*(~x&(y^z)) + 18446744073709535158*((y&z)^~(~x&(y^z))) + 3838499019703943688*(z^(x|~y)) + 14608245054005607928*(z^(x&(~y|z))) + 3735936685*~(x&(~y|z)) + 18446744069973598473*(y^~(x|(y&z))) + 3838499023439863915*((x&y)^(x^(y&z))) + 14608245054005591470*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
15421573446159346347*~(x|(y|z)) + 15421573446159395721*~(x|~y) + 3025170627550155895*~(x|(~y&z)) + 18446744069973614931*(y^(~x&(y|z))) + 3735887311*(x|(y|z)), 49374 + 3735936685*(x^y)
49374*~(x|(y|z)) + 7471922744*(~z&(x^y)) + 18446744073709502242*(z^(~x|(y|z))) + 18446744069973565557*(~x&(y|z)) + 7471922744*(z&~(x&y)) + 3735986059*(~(x^y)&~(x^z)) + 18446744069973565557*(y^~(x&(y&z))) + 18446744073709502242*((x&~y)|~(y^z)), 49374 + 3735936685*(x^y)
26151556795*(x&(~y&z)) + 18446744058765804876*(~y&~(x^z)) + 7471873370*~(x|(~y&z)) + 18446744062501790935*((x&y)^(y|z)) + 3735887311*(~(x|~y)|(y^z)) + 18446744069973614931*(z^(~x&(y|z))) + 18446744069973614931*(x|(y&z)) + 7471823996*(~x|(~y|z)), 49374 + 3735936685*(x^y)
18446744069973664305*~(y|z) + 3735887311*(y^~(~x&(y|z))) + 18446744069973614931*~(x^y) + 3735887311*(y^~(x&(y|z))), 49374 + 3735936685*(x^y)
12297829383718346639*(z^(~x|(~y|z))) + 6148914693727141662*~y + 6148914693727092288*(~x|(~y&z)) + 12297829387454233950*~(~x|(~y&z)) + 6148914686255268292*(y^~(x&(y|z))) + 6148914689991204977*(z^~(x&(y|z))) + 12297829383718346639*(y^(x&~z)), 49374 + 3735936685*(x^y)
18446744073709502242*(z^(~x|(y|z))) + 11207661933*(x&(y^z)) + 18446744069973713679*((x|y)&(y^z)) + 18446744069973614931*((y&~z)^(x|(y^z))) + 11207711307*(~(x|~y)|(x^(y^z))) + 18446744069973664305*(z^~(~x|(y&z))) + 18446744069973614931*(y|~(x|~z)), 49374 + 3735936685*(x^y)
18446744066237628872*(z^(x&(~y|z))) + 3735936685*(y^(x|~z)) + 3735936685*(z^~(~x|(~y&z))) + 18446744069973565557*~(x^(y|z)) + 49374*(z^(x&~y)) + 3735887311*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
3735887311*(y^~(x&(~y&z))) + 18446744058765903624*(~(x^y)&(x^z)) + 7471823996*((y&~z)|~(x|(~y&z))) + 18446744066237727620*(x&(y|z)) + 18446744066237727620*(y^(~x|(y^z))) + 18679535303*((x&y)|~(y|~z)) + 18446744069973614931*(y|~(x|z)), 49374 + 3735936685*(x^y)
3735936685*(x^y) + 18446744073709502242*((x|y)&~(x^(y^z))) + 18446744073709502242*(~(x|y)|(x^(y^z))), 49374 + 3735936685*(x^y)
14943697366*(y^(~x|(y&z))) + 18446744055029917565*(z^(x|(y&z))) + 14943697366*(y^(x|(y^z))) + 22415570736*((y&~z)|~(~x|(~y&z))) + 18446744069973614931*((x&z)|~(y|z)) + 18446744066237678246*((x&z)|(y&~z)) + 18446744062501741561*~(x&(~y&z)), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|(y|z)) + 3735936685*(~x&(~y|z)) + 3735936685*(~(x|~y)|~(x^(y^z))) + 3735936685*((y&~z)^(x|(y^z))) + 3735936685*(y|~z) + 18446744069973614931*(y^~(x|(y&z))) + 3735986059, 49374 + 3735936685*(x^y)
10738414803508638635*(z^~(x&(~y&z))) + 10738414803508638635*((x&z)^(x^(~y&z))) + 18446744069973614931*(y^(~x|(~y|z))) + 15416658544137713273*~(y&z) + 3735936685*~(x&y) + 7708329273936800292*(y&z) + 10738414799772701950*(~x|(y&z)), 49374 + 3735936685*(x^y)
11068046444225711220*~(y&z) + 3689348811005983513*(~(x&~y)&~(x^(y^z))) + 7378697633219727707*(y^~(~x&(y&z))) + 3689348814741920198*((x&y)^(y|z)) + 14757395255231694733*(z&~(x^y)) + 7378697633219727707*y + 14757395258967631418*(y|~(x^z)), 49374 + 3735936685*(x^y)
18446744058765854250*~(~x|(y|z)) + 7471823996*(~(x^y)&(x^z)) + 18446744062501790935*(x&y) + 7471823996*~(~x&(y|z)) + 11207760681*(y^(x&~z)) + 18446744069973614931*~(x&~y) + 18446744069973614931*~(x&~z), 49374 + 3735936685*(x^y)
12297829387454233950*(~y&(x^z)) + 6148914689991204977*((x|~y)&(y^z)) + 6148914689991204977*~(y&z) + 12297829383718346639*(x^(y&z)) + 6148914689991204977*(~z|~(x^y)) + 6148914689991204977*(z&(x|~y)) + 18446744069973614931*(y^~(x|z)) + 6148914697463028973*(y|~(x^z)), 49374 + 3735936685*(x^y)
18446744073709502242*~z + 18446744073709502242*(y^(x|z)) + 3735986059*(x^y) + 49374*(y&(x|~z)) + 18446744073709502242*(y&(x|z)) + 18446744073709502242*(y^(x&(y^z))), 49374 + 3735936685*(x^y)
7471922744*~(~x|(y|z)) + 12297829383718330181*(~x&(y^z)) + 18446744069973614931*((x|~y)&~(x^(y^z))) + 18446744069973565557*(z^(x|~y)) + 12297829383718330181*~(x^(~y&z)) + 6148914697463094805*~(x^(y^z)) + 12297829383718330181*~(~x&(~y|z)) + 6148914689991172061*((y&~z)^(x|(y^z))), 49374 + 3735936685*(x^y)
18446744058765903624*~(~x|(y|z)) + 7471823996*~(y|z) + 18446744073709502242*~(~x|(y&z)) + 3735936685*(x^z) + 3735887311*(~(x|~y)|(x^(y^z))) + 18446744066237678246*(y^~(x|(y&z))) + 3735936685*(x|(y&z)), 49374 + 3735936685*(x^y)
