# 49374 + 3735936685*(x^y)
11045209123311650142*~y + 3735936685*(x^y) + 11045209123311650142*y + 11045209123311699516, 49374 + 3735936685*(x^y)
3735887311*~y + 3735887311*(x&y) + 18446744066237727620*~(x^y) + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
18446744073709502242*(x&~y) + 3735936685*~(x&y) + 3735936685*y + 18446744069973565557*~(x&~y), 49374 + 3735936685*(x^y)
18446744073709535158*~y + 3735920227*(x^y) + 18446744073709535158*x + 18446744073709518700*~(x&~y), 49374 + 3735936685*(x^y)
49374*~(x|y) + 18446744073709502242*~y + 3735936685*(x^y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
7888090937598373323*(x&~y) + 10558653139847114978*(x^y) + 10558653136111178293*(x|~y) + 10558653136111227667, 49374 + 3735936685*(x^y)
18446744073709502242*~y + 18446744069973614931*x + 18446744069973565557*y + 7471873370*(x|y), 49374 + 3735936685*(x^y)
18446744069973664305*(x&~y) + 3735887311*~y + 18446744069973614931*~(x^y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
3261961819692432521*(x&~y) + 3735936685*~(x|~y) + 3261961815956495836*~(x&~y) + 3261961815956545210, 49374 + 3735936685*(x^y)
18446744066237727620*~(x|y) + 3735887311*~x + 18446744069973614931*(x&y) + 3735887311*(x|~y), 49374 + 3735936685*(x^y)
8526030038410917864*~(x|y) + 3735887311*~(x&y) + 8526030042146805175*(x&y) + 9920714031562697067*~(x^y), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 3735936685*(x&~y) + 18446744069973614931*x + 18446744069973664305, 49374 + 3735936685*(x^y)
3735936685*~(x|~y) + 18446744069973614931*~x + 18446744069973614931*(x&y) + 18446744069973664305, 49374 + 3735936685*(x^y)
439716453433200564*~(x|~y) + 3735936685*(x^y) + 439716453433200564*(x|~y) + 439716453433249938, 49374 + 3735936685*(x^y)
18446744069973664305*(x&y) + 18446744073709502242*(x|~y) + 18446744073709502242*y + 3735936685*(x|y), 49374 + 3735936685*(x^y)
7471922744*~(x|~y) + 18446744073709502242*~(x&y) + 3735936685*x + 18446744069973565557*y, 49374 + 3735936685*(x^y)
14790746983396869626*~x + 3655997094048569301*(x^y) + 3655997090312632616*~(x^y) + 14790746983396869626*x, 49374 + 3735936685*(x^y)
18446744066237727620*x + 3735887311*(x|~y) + 18446744069973614931*~(x&~y) + 7471823996*(x|y), 49374 + 3735936685*(x^y)
3735887311*~(x|~y) + 18446744073709502242*~(x^y) + 18446744069973664305*y + 3735887311*(x|y), 49374 + 3735936685*(x^y)
9090899517815502114*~(x|~y) + 3735936685*(x^y) + 9090899517815502114*(x|~y) + 9090899517815551488, 49374 + 3735936685*(x^y)
12339930657047832255*(x&~y) + 6106813420397606672*(x^y) + 6106813416661669987*~(x^y) + 12339930657047832255*~(x&~y), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 6510175059874172115*~(x&y) + 6510175056138235430*(x&y) + 6510175056138284804, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 3735887311*~y + 3735936685*~(x|~y) + 18446744073709502242*y, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 3735936685*~x + 3735936685*(x|y) + 3735986059, 49374 + 3735936685*(x^y)
2369676306330509474*~(x|y) + 18446744069973614931*~(x^y) + 2369676306330509474*(x|y) + 2369676302594622163, 49374 + 3735936685*(x^y)
3735986059*(x&~y) + 18446744073709502242*~y + 3735887311*~(x|~y) + 18446744073709502242*x, 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 3735936685*~y + 18446744069973614931*(x|~y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
12294430555735544762*(x^y) + 12294430551999608077*~(x^y) + 12294430551999657451, 49374 + 3735936685*(x^y)
18446744069973664305*~(x|y) + 3735887311*~y + 3735887311*~(x|~y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
18446744073709502242*(x&~y) + 3735986059*(x^y) + 18446744073709502242*~(x&y) + 18446744073709502242*y, 49374 + 3735936685*(x^y)
3735887311*~(x|y) + 3735936685*~(x|~y) + 18446744069973614931*~(x&~y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
3735887311*~y + 18446744073709502242*~(x^y) + 18446744069973664305*(x|~y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18446744073709502242*~x + 18446744069973565557*x + 3735936685*(x|y), 49374 + 3735936685*(x^y)
18446744066237678246*~(x|y) + 7471823996*~y + 18446744069973614931*x + 3735887311*y, 49374 + 3735936685*(x^y)
3735986059*~y + 18446744073709502242*~(x&y) + 18446744069973565557*(x|~y) + 3735936685*(x|y), 49374 + 3735936685*(x^y)
18446744069973565557*(x&~y) + 3735936685*~(x&y) + 18446744069973565557*~(x&~y) + 3735936685*(x|y), 49374 + 3735936685*(x^y)
3735887311*(x^y) + 18446744073709502242*x + 18446744073709502242*~(x&~y) + 49374*(x|y), 49374 + 3735936685*(x^y)
7471823996*~(x|~y) + 18446744069973614931*~x + 18446744069973614931*(x&y) + 3735887311*(x|~y), 49374 + 3735936685*(x^y)
13980004714928682929*(x^y) + 13980004711192746244*~(x^y) + 13980004711192795618, 49374 + 3735936685*(x^y)
16709959674226647076*(x^y) + 16709959670490710391*~(x^y) + 16709959670490759765, 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 3735887311*~(x|~y) + 18446744069973614931*(x&y) + 3735887311*x, 49374 + 3735936685*(x^y)
3735887311*~y + 18446744069973614931*(x&y) + 7471823996*y + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
3240492937723292610*~(x|y) + 15206251135986209632*~(x&y) + 15206251132250272947*(x&y) + 3240492941459229295*(x|y), 49374 + 3735936685*(x^y)
3735887311*~y + 18446744069973664305*~x + 18446744066237727620*~(x^y) + 7471774622*~(x&~y), 49374 + 3735936685*(x^y)
6006578433194233291*(x^y) + 12440165644251255010*~(x&y) + 12440165644251255010*(x|y) + 12440165644251304384, 49374 + 3735936685*(x^y)
11562205827367853557*~(x|y) + 11562205823631966246*(x&y) + 6884538246341648685*~(x^y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
13499337480433595378*~y + 4947406597011843549*(x^y) + 4947406593275906864*~(x^y) + 13499337480433595378*y, 49374 + 3735936685*(x^y)
3038223158404232513*~(x^y) + 15408520911569382418*(x|~y) + 15408520911569382418*~(x&~y) + 15408520907833495107, 49374 + 3735936685*(x^y)
18446744069973614931*x + 3735936685*y + 18446744066237678246*~(x&~y) + 18446744066237727620, 49374 + 3735936685*(x^y)
13376331804909526710*(x&~y) + 5070412272535912217*(x^y) + 5070412268799975532*~(x^y) + 13376331804909526710*~(x&~y), 49374 + 3735936685*(x^y)
13369541491693039184*(x&~y) + 18446744069973614931*~(x^y) + 13369541491693039184*~(x&~y) + 13369541487957151873, 49374 + 3735936685*(x^y)
3735936685*(x^y) + 18429648816899515167*~(x&y) + 18429648816899515167*(x&y) + 18429648816899564541, 49374 + 3735936685*(x^y)
3735887311*~(x|y) + 3735887311*~(x|~y) + 18446744069973614931*~(x^y) + 3735887311*x, 49374 + 3735936685*(x^y)
6756867029223503035*~(x|y) + 6756867032959390346*(x^y) + 11689877044486048581*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|y) + 3735936685*(x&~y) + 3735887311*~x + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
636974191714365309*(x^y) + 636974187978428624*(x|~y) + 636974187978428624*~(x&~y) + 1273948375956906622, 49374 + 3735936685*(x^y)
5623643362675654209*~(x|~y) + 3735936685*(x^y) + 5623643362675654209*(x|~y) + 5623643362675703583, 49374 + 3735936685*(x^y)
5775521597924782201*~(x|y) + 3735887311*~(x&y) + 5775521601660669512*(x&y) + 12671222472048832730*~(x^y), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 18446744073709502242*~x + 3735936685*~(x&y) + 18446744073709502242*x, 49374 + 3735936685*(x^y)
16965620984891358584*(x^y) + 16965620981155421899*~(x^y) + 16965620981155471273, 49374 + 3735936685*(x^y)
1974774909534720695*(x&~y) + 1974774909534720695*~(x|~y) + 1974774905798784010*~(x^y) + 1974774905798833384, 49374 + 3735936685*(x^y)
8273584389202214005*(x&~y) + 18446744069973614931*~(x^y) + 8273584389202214005*~(x&~y) + 8273584385466326694, 49374 + 3735936685*(x^y)
18446744073709535158*~x + 3735920227*(x^y) + 18446744073709518700*(x|~y) + 18446744073709535158*y, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 3735936685*~(x|~y) + 18446744069973614931*y + 18446744069973664305, 49374 + 3735936685*(x^y)
7988919126878789268*~(x|~y) + 7988919123142852583*~(x^y) + 10457824946830762348*~(x&~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
5134842349168579885*(x&~y) + 18446744069973614931*(x|~y) + 5134842345432643200*~(x&~y) + 5134842341696755889, 49374 + 3735936685*(x^y)
3735936685*~(x|~y) + 3735887311*~(x&y) + 3735887311*(x&y) + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
4586825297805549417*~(x&y) + 9173650591875211523*(x&y) + 13859918775903952825*~(x^y) + 13859918779639889510*(x|y), 49374 + 3735936685*(x^y)
3735936685*~y + 3735936685*~x + 7471873370*(x|y) + 7471922744, 49374 + 3735936685*(x^y)
2031157493248352996*(x&~y) + 2031157493248303622*~(x|~y) + 16415586584197135305*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
16762673831564171741*(x^y) + 18446744073709502242*~(x&y) + 16762673827828185682*(x&y) + 1684070245881316560*(x|y), 49374 + 3735936685*(x^y)
15892600598560936888*(x^y) + 15892600594825049577*(x&y) + 18446744073709502242*~(x^y) + 2554143478884502039*(x|y), 49374 + 3735936685*(x^y)
13394204156703362111*(x^y) + 13394204152967425426*~(x^y) + 13394204152967474800, 49374 + 3735936685*(x^y)
3154262275271126811*(x^y) + 15292481802174312116*~(x&y) + 15292481802174312116*(x&y) + 3154262271535190126*~(x^y), 49374 + 3735936685*(x^y)
7471823996*(x&~y) + 18446744069973614931*~y + 18446744069973614931*(x&y) + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
941436293383264544*~(x|~y) + 18446744069973614931*~(x^y) + 941436293383264544*(x|~y) + 941436289647377233, 49374 + 3735936685*(x^y)
4847089147914951886*~(x|~y) + 13599654929530487041*(x^y) + 13599654925794550356*~(x^y) + 4847089147914951886*(x|~y), 49374 + 3735936685*(x^y)
3735936685*~y + 18446744069973565557*~x + 18446744066237628872*x + 7471873370*(x|y), 49374 + 3735936685*(x^y)
7699069110840348189*(x&~y) + 7699069110840298815*~(x|~y) + 10747674966605140112*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
5867958248726521971*(x^y) + 12578785828718966330*~(x&y) + 12578785828718966330*(x|y) + 12578785828719015704, 49374 + 3735936685*(x^y)
6023497047045850542*(x&~y) + 12423247030399637759*(x^y) + 12423247026663701074*(x|~y) + 12423247026663750448, 49374 + 3735936685*(x^y)
4033068926203899741*~(x|y) + 4033068929939836426*(x^y) + 4033068926203899741*(x&y) + 4033068926203949115, 49374 + 3735936685*(x^y)
2411359325515090876*~(x|y) + 2411359329251027561*(x^y) + 2411359325515090876*(x&y) + 2411359325515140250, 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 3735887311*(x&~y) + 18446744069973614931*(x&y) + 3735887311*y, 49374 + 3735936685*(x^y)
6446548892146883145*~(x|y) + 15223469629504053699*~(x&y) + 15223469625768117014*~(x^y) + 3223274447941385228*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 1765906149944347843*~(x|~y) + 1765906146208411158*(x|~y) + 1765906146208460532, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 18446744066237727620*(x&y) + 3735887311*x + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
7218673674505239605*~(x|y) + 11228070402940199322*(x^y) + 11228070399204262637*~(x^y) + 7218673674505239605*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18446744073709502242*~(x&y) + 18446744069973565557*(x&y) + 3735936685*y, 49374 + 3735936685*(x^y)
18446744069973664305*(x&y) + 18446744073709502242*x + 18446744073709502242*~(x&~y) + 3735936685*(x|y), 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 7471823996*(x&~y) + 18446744069973614931*x + 3735887311*y, 49374 + 3735936685*(x^y)
15072283470329027242*~(x|y) + 18446744069973614931*~(x^y) + 15072283470329027242*(x|y) + 15072283466593139931, 49374 + 3735936685*(x^y)
5672769310112673139*~(x|~y) + 12773974767332765788*(x^y) + 12773974763596829103*~(x^y) + 5672769310112673139*(x|~y), 49374 + 3735936685*(x^y)
17227661632493739186*~y + 3735936685*(x^y) + 17227661632493739186*y + 17227661632493788560, 49374 + 3735936685*(x^y)
18446744073709502242*(x&~y) + 18446744073709502242*~x + 3735936685*(x^y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
3735887311*(x&~y) + 3735887311*~x + 3735887311*(x&y) + 18446744069973614931*~(x^y), 49374 + 3735936685*(x^y)
13148080486558237151*(x&~y) + 13148080486558237151*~(x|~y) + 13148080482822300466*~(x^y) + 13148080482822349840, 49374 + 3735936685*(x^y)
18446744069973614931*~y + 18446744069973614931*x + 18446744066237678246*~(x&~y) + 18446744062501790935, 49374 + 3735936685*(x^y)
3735986059*(x&~y) + 18446744073709502242*~(x&y) + 18446744069973565557*x + 3735936685*(x|y), 49374 + 3735936685*(x^y)
11721624868752984012*(x&~y) + 11721624868753033386*~(x|~y) + 6725119208692454915*(x^y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
14006796548746768457*~(x|y) + 4439947528698670470*(x^y) + 4439947524962733785*~(x^y) + 14006796548746768457*(x|y), 49374 + 3735936685*(x^y)
15703165453142341957*~(x|y) + 15703165456878278642*(x^y) + 2743578620567209659*~(x&y) + 49374, 49374 + 3735936685*(x^y)
3735887311*~(x|y) + 18446744066237727620*~(x^y) + 3735887311*x + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
10323773475808168280*(x^y) + 10323773472072231595*~(x^y) + 10323773472072280969, 49374 + 3735936685*(x^y)
7471823996*~(x|y) + 18446744069973614931*(x|~y) + 18446744069973614931*~(x&~y) + 7471823996*(x|y), 49374 + 3735936685*(x^y)
1231943172127903187*~(x|y) + 17214800901581648429*~(x&y) + 17214800897845711744*~(x^y) + 17214800897845761118, 49374 + 3735936685*(x^y)
10293714426061799268*~x + 3735936685*(x^y) + 10293714426061799268*x + 10293714426061848642, 49374 + 3735936685*(x^y)
9067686431535878443*(x^y) + 9067686427799941758*~(x^y) + 9067686427799991132, 49374 + 3735936685*(x^y)
7471774622*(x&~y) + 18446744073709502242*~(x^y) + 18446744069973664305*x + 3735887311*y, 49374 + 3735936685*(x^y)
18446744069973614931*~y + 3735936685*~(x&y) + 18446744069973614931*~(x&~y) + 18446744069973664305, 49374 + 3735936685*(x^y)
7171484940529372963*(x^y) + 18446744073709502242*~(x&y) + 7171484936793386904*(x&y) + 11275259136916115338*(x|y), 49374 + 3735936685*(x^y)
11207760681*~(x|~y) + 18446744069973614931*~x + 3735887311*(x|~y) + 18446744069973614931*y, 49374 + 3735936685*(x^y)
18446744069973664305*(x&y) + 18446744069973614931*~(x^y) + 3735887311*(x|~y) + 3735887311*y, 49374 + 3735936685*(x^y)
9385828159154698055*(x&~y) + 9385828159154747429*~(x|~y) + 9060915918290740872*(x^y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 49374*~(x|~y) + 3735887311*~(x&y) + 18446744073709502242*y, 49374 + 3735936685*(x^y)
16413381609767396024*(x^y) + 14380019138353416436*~(x^y) + 2033362467678042903*(x|~y) + 2033362467678042903*~(x&~y), 49374 + 3735936685*(x^y)
12651448985693714504*~(x|y) + 5795295091751724423*(x^y) + 5795295088015787738*~(x^y) + 12651448985693714504*(x|y), 49374 + 3735936685*(x^y)
8610201596954597353*(x&~y) + 8610201596954597353*~(x|~y) + 8610201593218660668*~(x^y) + 8610201593218710042, 49374 + 3735936685*(x^y)
11871981244712479051*~y + 18446744069973614931*~(x^y) + 11871981244712479051*y + 11871981240976591740, 49374 + 3735936685*(x^y)
7871309108874321559*(x&~y) + 3735887311*~(x|~y) + 7871309105138384874*~(x^y) + 10575434968571117368*(x|~y), 49374 + 3735936685*(x^y)
4974354356571987468*~(x|~y) + 6736194862304694072*(x^y) + 11710549215140744855*(x|~y) + 6736194858568757387*~(x&~y), 49374 + 3735936685*(x^y)
18446744066237628872*~y + 7471873370*~(x&y) + 3735936685*x + 18446744069973565557*y, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 3735936685*(x&~y) + 3735936685*~x + 49374, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 3735936685*~y + 3735936685*~(x|~y) + 49374, 49374 + 3735936685*(x^y)
13412494004509681793*(x&~y) + 13412494004509731167*~(x|~y) + 5034250072935757134*(x^y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
18446744069973614931*~y + 3735887311*~x + 18446744066237678246*(x&y) + 7471823996*x, 49374 + 3735936685*(x^y)
3735936685*~y + 7471823996*~(x|~y) + 18446744069973614931*~x + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
18446744069973565557*~(x|~y) + 3735936685*~(x&y) + 18446744069973565557*(x|~y) + 3735936685*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 1476801199009428934*~(x|~y) + 1476801195273492249*(x|~y) + 1476801195273541623, 49374 + 3735936685*(x^y)
11207760681*~y + 18446744069973614931*~x + 18446744066237678246*(x|~y) + 7471823996*y, 49374 + 3735936685*(x^y)
15870185904171433241*(x&~y) + 2576558173274055060*(x^y) + 2576558169538118375*(x|~y) + 2576558169538167749, 49374 + 3735936685*(x^y)
9098342956182739494*~(x|y) + 18446744069973614931*(x&y) + 9098342959918676179*(x|y) + 9098342956182788868, 49374 + 3735936685*(x^y)
7471873370*(x&~y) + 18446744069973565557*~y + 3735936685*~x + 18446744073709502242*y, 49374 + 3735936685*(x^y)
18446744073709502242*~y + 3735887311*(x^y) + 49374*~(x&y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
16303848376567268515*~(x|y) + 16303848380303155826*(x^y) + 2142895697142283101*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
12133610355504380741*(x&~y) + 3735936685*(x^y) + 12133610355504380741*~(x&~y) + 12133610355504430115, 49374 + 3735936685*(x^y)
679795537260533016*(x^y) + 679795533524596331*~(x^y) + 679795533524645705, 49374 + 3735936685*(x^y)
7767221881410716270*(x^y) + 7767221877674779585*~(x^y) + 7767221877674828959, 49374 + 3735936685*(x^y)
3501788705629429721*~(x|~y) + 3501788698157605725*~(x^y) + 3735887311*(x|~y) + 14944955371816009206*~(x&~y), 49374 + 3735936685*(x^y)
11769202941845775777*(x^y) + 11769202938109839092*~(x^y) + 11769202938109888466, 49374 + 3735936685*(x^y)
7471873370*(x&~y) + 18446744073709502242*~x + 18446744069973565557*x + 3735936685*y, 49374 + 3735936685*(x^y)
18446744073709502242*~x + 18446744069973614931*(x&y) + 18446744073709502242*x + 3735936685*(x|y), 49374 + 3735936685*(x^y)
730409564864043852*~(x|y) + 730409568599980537*(x^y) + 730409564864043852*(x&y) + 730409564864093226, 49374 + 3735936685*(x^y)
18446744069973565557*~(x|y) + 3735887311*(x&~y) + 3735936685*~x + 18446744073709502242*y, 49374 + 3735936685*(x^y)
1786757329097665748*(x^y) + 1786757325361729063*~(x^y) + 1786757325361778437, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18446744073709502242*~y + 3735936685*~(x|~y) + 18446744073709502242*y, 49374 + 3735936685*(x^y)
10391233681050740220*(x&~y) + 4027755200065317696*(x^y) + 4027755196329381011*(x|~y) + 14418988877380121231*~(x&~y), 49374 + 3735936685*(x^y)
18446744069973614931*~y + 3735887311*~(x&y) + 18446744069973565557*(x&y) + 3735936685*x, 49374 + 3735936685*(x^y)
3735887311*~x + 18446744073709502242*x + 18446744069973614931*~(x&~y) + 3735936685*(x|y), 49374 + 3735936685*(x^y)
10117975282461589163*~(x|y) + 3735887311*(x^y) + 10117975282461589163*(x&y) + 8328768791247913079*~(x^y), 49374 + 3735936685*(x^y)
6649547484158228430*(x&~y) + 15121970335366349399*(x^y) + 15121970331630412714*(x|~y) + 3324773742079089528*~(x&~y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18044507495022606030*~(x|~y) + 18044507491286669345*(x|~y) + 18044507491286718719, 49374 + 3735936685*(x^y)
1319673348170818481*~y + 17127070729274620446*(x^y) + 17127070725538683761*~(x^y) + 1319673348170818481*y, 49374 + 3735936685*(x^y)
16572236137944568898*(x^y) + 1874507939500870029*~(x&y) + 1874507939500870029*(x&y) + 16572236134208632213*~(x^y), 49374 + 3735936685*(x^y)
15187679608275860000*(x^y) + 15187679604539923315*~(x^y) + 15187679604539972689, 49374 + 3735936685*(x^y)
18446744066237727620*(x&y) + 3735887311*(x|~y) + 7471823996*y + 18446744069973614931*~(x&~y), 49374 + 3735936685*(x^y)
10934381326961685266*~(x|y) + 10934381330697671325*(x^y) + 7512362746747816976*~(x&y) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
8711155655436350819*~(x|y) + 9735588418273200797*~(x&y) + 9735588414537264112*~(x^y) + 9735588414537313486, 49374 + 3735936685*(x^y)
10501370456017115393*~(x|y) + 3735936685*(x^y) + 10501370456017115393*(x|y) + 10501370456017164767, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 3735936685*~y + 3735887311*~(x|~y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
13913111709488024998*~(x|y) + 13913111705752137687*(x&y) + 4533632364221477244*~(x^y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
634209049973116611*(x&~y) + 634209049973165985*~(x|~y) + 17812535027472322316*(x^y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
7590397255082516326*~(x|~y) + 18446744069973614931*~(x^y) + 7590397255082516326*(x|~y) + 7590397251346629015, 49374 + 3735936685*(x^y)
18446744073709502242*~x + 3735986059*(x^y) + 49374*y + 18446744073709452868*(x|y), 49374 + 3735936685*(x^y)
7786978641888809441*~(x|y) + 7786978645624746126*(x^y) + 10659765431820742175*~(x&y) + 49374, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 12225168634330336155*~(x|~y) + 12225168630594399470*(x|~y) + 12225168630594448844, 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 18446744073709502242*(x&~y) + 3735936685*~(x&y) + 18446744073709502242*~(x&~y), 49374 + 3735936685*(x^y)
4742814605436830060*~(x|y) + 3735936685*~(x&y) + 4742814609172766745*(x|y) + 4742814609172816119, 49374 + 3735936685*(x^y)
13704648599136964570*~(x|y) + 13704648602872851881*(x^y) + 4742095474572587046*~(x&y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
18446744073709502242*~y + 18446744066237678246*(x&y) + 3735936685*x + 3735887311*y, 49374 + 3735936685*(x^y)
13669395907516857249*~(x|y) + 13669395907516857249*(x&y) + 4777348162456757682*~(x^y) + 18446744069973664305, 49374 + 3735936685*(x^y)
18446744069973565557*~y + 18446744069973565557*~x + 7471922744*~(x&y) + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
12499890155330009910*(x&~y) + 12499890155329960536*~(x|~y) + 5946853922115478391*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
49374*~(x|~y) + 18446744073709502242*~x + 3735887311*(x^y) + 18446744073709502242*(x&y), 49374 + 3735936685*(x^y)
49374*~(x|y) + 18446744073709502242*~x + 3735936685*(x^y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
2970257894183808960*~(x|y) + 3735887311*(x^y) + 2970257894183808960*(x&y) + 15476486179525693282*~(x^y), 49374 + 3735936685*(x^y)
7471873370*~(x|~y) + 18446744069973614931*~x + 18446744069973614931*y + 18446744069973664305, 49374 + 3735936685*(x^y)
17797857809768511202*(x^y) + 17797857806032623891*(x&y) + 18446744073709502242*~(x^y) + 648886267676927725*(x|y), 49374 + 3735936685*(x^y)
2266472179187380267*(x&~y) + 2266472179187380267*~(x|~y) + 16180271898258058660*(x^y) + 18446744073709502242*~(x^y), 49374 + 3735936685*(x^y)
18446744069973664305*~(x|~y) + 3735887311*~(x&y) + 18446744069973614931*~(x^y) + 3735887311*y, 49374 + 3735936685*(x^y)
18446744066237727620*~x + 7471823996*~(x&y) + 18446744069973614931*(x|~y) + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
7804274453693309208*~(x|y) + 18446744069973614931*~(x^y) + 7804274453693309208*(x|y) + 7804274449957421897, 49374 + 3735936685*(x^y)
7172407466549309778*(x&~y) + 18446744069973614931*~(x^y) + 7172407466549309778*~(x&~y) + 7172407462813422467, 49374 + 3735936685*(x^y)
4469799150802291062*(x^y) + 4469799147066354377*~(x^y) + 4469799147066403751, 49374 + 3735936685*(x^y)
7500587971380224838*~(x|y) + 3735936685*(x^y) + 7500587971380224838*(x|y) + 7500587971380274212, 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 18446744069973664305*~y + 3735887311*~(x&y) + 18446744073709502242*(x|~y), 49374 + 3735936685*(x^y)
3994919232880460563*~(x^y) + 14451824837093154368*(x|~y) + 14451824837093154368*~(x&~y) + 14451824833357267057, 49374 + 3735936685*(x^y)
3735936685*~y + 49374*x + 18446744069973565557*(x|~y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
3321703933870213726*~(x|y) + 3321703930134326415*(x&y) + 15125040139839288516*~(x^y) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
6978812505969271183*(x^y) + 6978812502233334498*~(x^y) + 6978812502233383872, 49374 + 3735936685*(x^y)
18446744073709502242*~y + 7471873370*~(x|~y) + 3735936685*x + 18446744069973565557*y, 49374 + 3735936685*(x^y)
5951759157831604433*~(x|y) + 6247492459806917247*~(x&y) + 6247492456070980562*~(x^y) + 12199251617638521680*(x|y), 49374 + 3735936685*(x^y)
18446744069973614931*x + 18446744069973614931*~(x&~y) + 3735936685*(x|y) + 18446744069973664305, 49374 + 3735936685*(x^y)
7471922744*(x&~y) + 18446744069973565557*~y + 3735936685*~x + 18446744073709502242*(x|y), 49374 + 3735936685*(x^y)
7461401335151095430*~(x&y) + 7461401335151095430*(x&y) + 18446744069973614931*~(x^y) + 7461401331415208119, 49374 + 3735936685*(x^y)
7095955517784934977*~(x|y) + 18446744069973614931*(x&y) + 7095955521520871662*(x|y) + 7095955517784984351, 49374 + 3735936685*(x^y)
16896202231706895875*~(x|y) + 3735887311*~(x&y) + 16896202235442783186*(x&y) + 1550541838266719056*~(x^y), 49374 + 3735936685*(x^y)
4957152627076625897*(x&~y) + 4957152619604801901*~(x^y) + 13489591450368813030*(x|~y) + 3735887311*~(x&~y), 49374 + 3735936685*(x^y)
1964088333966987022*(x^y) + 18446744073709502242*~(x&y) + 1964088330231000963*(x&y) + 16482655743478501279*(x|y), 49374 + 3735936685*(x^y)
3735936685*(x&~y) + 3735887311*~(x&y) + 3735887311*(x&y) + 18446744069973614931*(x|~y), 49374 + 3735936685*(x^y)
5986561292270851979*(x^y) + 5986561288534915294*~(x^y) + 5986561288534964668, 49374 + 3735936685*(x^y)
3358472867764750555*~(x^y) + 15088271202208864376*(x|~y) + 15088271202208864376*~(x&~y) + 15088271198472977065, 49374 + 3735936685*(x^y)
