# 3735936685*~x
9925453257363832303*~(y|~z) + 7471873370*(y^(~x|(y|z))) + 18446744069973614931*~y + 4260645406304891314*(y^z) + 3735936685*(y^(x|(y^z))) + 9925453264835705673*(y^~(x|(y^z))) + 4260645406304891314*~(x^(y&z)) + 4260645402568954629*~(x^(y|z)), 3735936685*~x
12297829383718346639*(z^~(x&~y)) + 12297829387454283324*~(x|(~y&z)) + 6148914686255268292*((y&~z)|~(x|(~y&z))) + 12297829383718346639*(y^~(~x|(y^z))) + 6148914693727141662*(x^(~y|z)) + 12297829383718346639*((x&z)^(y|z)) + 6148914689991204977*(x^(y&z)), 3735936685*~x
15811494916052830888*(x^y) + 5270498311577504771*~(x&y) + 7905747458026415444*((x&y)|~(y|z)) + 7905747461762352129*(~z|~(x^y)) + 7905747458026415444*((y&~z)^(x|(y^z))) + 15811494919788767573*(~(x^y)|~(x^z)) + 5270498307841568086*(y&(x|z)) + 10540996615683136172*(y^~(~x|(y&z))), 3735936685*~x
3735936685*(y^(x|(y&z))) + 18446744069973614931*(x&(~y|z)) + 3735936685*((x&y)^(x^(~y|z))), 3735936685*~x
11282837161184018739*~(~x|(y|z)) + 7163906916261469562*(y^~(~x&(~y|z))) + 7163906923733342932*(z^(~x|(~y&z))) + 18446744066237678246*(x&y) + 7163906919997406247*((x|~y)&(x^(y^z))) + 11282837149976208684*((y&~z)^(x|(y^z))) + 11282837153712145369*((x&z)^~(x^(~y&z))) + 7471873370*(z|(x&y)), 3735936685*~x
7471873370*~(x|(y|z)) + 7471873370*(y^~(~x&(~y&z))) + 11207810055*(z^(~x|(~y&z))) + 18446744058765804876*(z^~(x&y)) + 7471873370*((y&~z)|~(~x|(~y&z))) + 18446744066237678246*~(x^(y|z)) + 3735936685*(z&~(x&~y)), 3735936685*~x
5502862817665690784*(x&(y^z)) + 18446744069973614931*(~x&(y&z)) + 5502862821401627469*(z^(x&(~y|z))) + 12943881256043860832*(z^~(~x|(~y&z))) + 18446744069973614931*((x|~y)&(x^(y^z))) + 3735936685*(~x|(y&z)), 3735936685*~x
7471873370*~(y|~z) + 2241562011*(x^z) + 1494374674*(y^~(~x&(y|z))) + 5977498696*(y&~(x^z)) + 4483124022*(y^~(x&(~y|z))) + 18446744072215176942*(x^(y^z)) + 18446744066984865583*(z&(x|~y)) + 18446744071467989605*~(~x&(y&z)), 3735936685*~x
18446744069973614931*(y^~(x&(y^z))) + 3735936685*(y^~(~x&(y&z))) + 3735936685*~(x&(~y&z)) + 18446744069973614931*((x&y)^(x^(y&z))), 3735936685*~x
18446744069973614931*((y&z)^~(~x&(y^z))) + 3735936685*((x&z)^~(x^(y&z))) + 18446744069973614931*((x|~y)&(x^(y^z))) + 18446744069973614931*(z^(~x&(y|z))) + 3735936685*((y&~z)^(x|(y^z))) + 3735936685*(y|~z), 3735936685*~x
18446744062501741561*((x|y)&(y^z)) + 7471873370*(y^~(x&~z)) + 18446744062501741561*(z&~(x^y)) + 7471873370*((y&~z)^(x|(y^z))) + 18446744066237678246*(z^(x&~y)) + 14943746740*((y&z)|(~x&(y|z))) + 3735936685*((x&y)|~(x^(y^z))) + 18446744066237678246*(z|~(x|y)), 3735936685*~x
7471873370*(~z&(x^y)) + 18446744069973614931*(z^(x|(~y&z))) + 11207810055*~(x^(y^z)) + 7471873370*(z&~(x^y)) + 18446744069973614931*(x|(y^z)) + 3735936685*(y&(x|z)) + 18446744066237678246*((x&y)|~(x^(y^z))), 3735936685*~x
3735936685*~(x|(~y|z)) + 18446744069973614931*(~z&(x^y)) + 3735936685*(y^~(~x|(y^z))) + 18446744069973614931*(y^(x&(~y|z))) + 3735936685*~(x&y), 3735936685*~x
26151556795*~(y|z) + 18679683425*(z^~(x&~y)) + 18446744062501741561*~(y&z) + 14943746740*(x^z) + 18446744066237678246*(y^~(~x&(y|z))) + 3735936685*(y&~(x^z)) + 18679683425*(y&z) + 18446744051293931506*((x&y)|~(y^z)), 3735936685*~x
3735936685*(~(x&y)&(x^(y^z))) + 744412603668210412*(z^(~x|(y&z))) + 17702331470041341204*(y^(x|(y&z))) + 17702331477513214574*~(x|(y^z)) + 18446744069973614931*(~(x&y)&~(y^z)) + 17702331470041341204*(y^~(x&(~y|z))) + 744412603668210412*(~(x|y)|~(y^z)), 3735936685*~x
7471873370*(y&~(x&z)) + 12115121134689762810*(x^(~y&z)) + 6331622942755725491*(z^~(x&(y|z))) + 12115121138425699495*((x&z)^~(x^(~y&z))) + 18446744066237678246*y + 6331622939019788806*(y|~z) + 6331622942755725491*(z&~(x&~y)) + 12115121130953826125*((x^y)|~(x^z)), 3735936685*~x
3735936685*~(x|(y^z)) + 18446744069973614931*(z&(x|y)) + 3735936685*(z|~(x|~y)), 3735936685*~x
6250715942779719496*~(x|y) + 6098014069200852745*~(x|(~y&z)) + 6250715939043782811*~(x^(y|z)) + 18294042200130684865*(y^(~x|(~y&z))) + 12348730008244635556*(y|z), 3735936685*~x
14943746740*~(~x|(y|z)) + 18446744066237678246*(z^(x|(~y|z))) + 18446744069973614931*(~(x&~y)&(y^z)) + 3735936685*(~(x&~y)&~(x^(y^z))) + 18446744066237678246*(x&(~y|z)) + 7471873370*(~(x^y)|~(x^z)), 3735936685*~x
6148914701199015032*~y + 18446744069973614931*(y^z) + 7471873370*(y&~(x&z)) + 18446744069973614931*~(x^(y^z)) + 6148914686255268292*(y^~(~x&(y&z))) + 12297829379982409954*(~z|~(x^y)) + 12297829379982409954*~(~x&(~y|z)) + 12297829387454283324*(~x|(y|z)), 3735936685*~x
3735936685*(~z&(x^y)) + 7471873370*(~(x&~y)&(y^z)) + 18446744069973614931*(~(x&y)&(y^z)) + 18446744069973614931*(y^~(~x&(y|z))) + 18446744066237678246*(x^(~y&z)) + 7471873370*~(y&~z), 3735936685*~x
10686621684627155728*(~x|(y^z)) + 10686621680891219043*(z&~(x^y)) + 2926499291808823155*((x&z)^~(x^(~y&z))) + 15520244785636665146*(~x|(y&z)) + 7760122389082395888*(y|~(x^z)), 3735936685*~x
18446744066237678246*(z^~(x&~y)) + 3735936685*((x&y)^(y|~z)) + 3735936685*(~(x&y)&~(x^(y^z))) + 18446744069973614931*(y^~(x&(~y|z))) + 18446744069973614931*(x&(~y|z)) + 11207810055*(~(x^y)|~(x^z)) + 18446744069973614931*(~x|(y|z)), 3735936685*~x
10718733385541557598*(x&(y^z)) + 3735936685*(y^z) + 3735936685*~(x&(y|z)) + 7728010684432057333*(z&~(x&y)) + 7728010688167994018*(x&y) + 18446744069973614931*((x&y)|(x^(y^z))) + 10718733389277494283*(z&~(x&~y)), 3735936685*~x
18446744069973614931*(~z&~(x^y)) + 3735936685*~(x&(~y|z)) + 18446744069973614931*(y^~(x|~z)) + 3735936685*(y^(~x&(~y|z))), 3735936685*~x
18446744069973614931*~(y|z) + 18446744069973614931*(y&~z) + 3735936685*((y&z)^~(x&(y^z))) + 3735936685*~(x|(~y&z)) + 18446744069973614931*(y^(x&~z)) + 3735936685*(y|(x&~z)), 3735936685*~x
5230311359*~(y|z) + 18446744070720802268*(z^(x|(y|z))) + 18446744070720802268*(~y&(x^z)) + 747187337*(x^(y|z)) + 4483124022*((x&z)^(y|z)) + 1494374674*(z^~(x|~y)) + 18446744072215176942*((x&y)|~(x^(y^z))), 3735936685*~x
14547174856870654545*(~z&(x^y)) + 14547174860606591230*~(x|y) + 14547174856870654545*((x|y)&(y^z)) + 3899569216838897071*(y^(x|z)) + 18446744069973614931*(y^(~x|(~y&z))) + 14547174856870654545*z + 3899569220574833756*(~x|(y|z)), 3735936685*~x
18446744032614248081*(~y&(x^z)) + 11207810055*(y^(~x|(~y|z))) + 29887493480*~(x|~z) + 14943746740*~(x^y) + 18446744055029868191*(y^(~x|(y^z))) + 29887493480*((x&~y)|(x^(y^z))) + 18446744069973614931*(y|~(x|z)) + 18446744051293931506*(y|z), 3735936685*~x
18446744069973614931*~(x|(y|z)) + 11207810055*(y^~(~x&(~y&z))) + 18446744069973614931*((y&z)^~(~x&(y^z))) + 7471873370*(y&~(x&z)) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 3735936685*(y^~(x|(y&z))) + 18446744069973614931*(x|y), 3735936685*~x
2089664863479493920*((y&z)^~(x&(y^z))) + 17401911641969804656*(z^(x|(y&z))) + 17401911641969804656*(z^~(x&(~y&z))) + 1044832431739746960*(y&(x^z)) + 16357079213965994381*~x + 1044832431739746960*(~x|(y^z)), 3735936685*~x
6148914689991204977*(~x&(~y&z)) + 6148914693727141662*(z^(~x|(y&z))) + 6148914693727141662*~(x|(y^z)) + 12297829383718346639*(x^(y&z)) + 6148914689991204977*((x&y)|~(y^z)) + 12297829387454283324*((y&z)|(~x&(y|z))) + 18446744069973614931*(y^(x&(y^z))), 3735936685*~x
18446744069973614931*(y^~(~x&(y^z))) + 18446744043822058136*(y^~(x&~z)) + 18679683425*(y^z) + 26151556795*(y^~(~x&(y&z))) + 22415620110*(y^~(x|(~y&z))) + 18446744062501741561*(y|(x^z)) + 18446744062501741561*((x&~y)|~(y^z)), 3735936685*~x
18446744066237678246*(~(x&y)&(x^(y^z))) + 18446744069973614931*(y^~(~x&(~y&z))) + 3735936685*(x^(y|z)) + 3735936685*(~(x|~y)|(y^z)) + 3735936685*~(x^(~y|z)) + 18446744066237678246*(y^(x&(y^z))) + 7471873370*(~x|(~y|z)) + 18446744069973614931*(x|z), 3735936685*~x
11011020145236566804*((y&z)^~(x&(y^z))) + 11011020148972503489*(~x&(y&z)) + 3717861964236492406*(~(x&y)&~(y^z)) + 7435723932208921497*(x^(y|z)) + 3717861967972429091*(y^(~x&(~y|z))) + 14728882105737122525*(y|(x^z)), 3735936685*~x
11481956190458361659*~x + 3482393943493563321*(y^(x&(y|z))) + 11481956186722424974*((x|y)&(x^(y^z))) + 6964787886987126642*(~(x|y)|(x^(y^z))) + 14964350130215988295*(x&(y|z)) + 3482393943493563321*y, 3735936685*~x
11207810055*~(x|(y|z)) + 18446744069973614931*(z^~(x&~y)) + 18446744062501741561*((x|~y)&~(y^z)) + 7471873370*(z^~(x&(y&z))) + 3735936685*(y^~(x&(~y|z))) + 18446744069973614931*~(x^y) + 3735936685*(z|(x&~y)), 3735936685*~x
6148914686255268292*(z^(x|(y&z))) + 7471873370*(y^~(x&(y^z))) + 6148914689991204977*(y^(x|(~y|z))) + 6148914693727141662*(y^~(~x|(~y&z))) + 6148914693727141662*~(x&(y&z)) + 12297829383718346639*(y^~(x|(~y&z))) + 12297829387454283324*(z&(x|y)) + 12297829376246473269*~(~x&(y^z)), 3735936685*~x
11207810055*((x|y)&(y^z)) + 18446744069973614931*(~(x|y)|(x^(y^z))) + 7471873370*(y^(x&~z)) + 18679683425*(~(x|y)|~(y^z)) + 18446744062501741561*~(x&(~y&z)) + 18446744062501741561*((x&y)^(x^(y&z))), 3735936685*~x
18446744069973614931*~(~x|(y&z)) + 3735936685*(y^(x|(~y|z))) + 18446744069973614931*~(x^z) + 3735936685*(y|~(x^z)), 3735936685*~x
3180569561630261731*(~(x|y)|(y^z)) + 18446744069973614931*(y^(x&z)) + 3735936685*(~x|(~y&z)) + 3180569561630261731*(x&(~y|z)) + 15266174508343353200*(y^~(x&(y&z))) + 3180569561630261731*(~(x|y)|~(y^z)) + 3180569557894325046, 3735936685*~x
16740572100687161654*~(y|z) + 853085986511194981*((y&z)^~(~x&(y^z))) + 853085990247131666*~(x&(y|z)) + 17593658090934293320*~(x^(y^z)) + 853085982775258296*((x&~y)|~(x^(y^z))) + 17593658087198356635*((x^y)|(x^z)), 3735936685*~x
3735936685*(y^(x&z)) + 18446744069973614931*(~(x&~y)&(x^(y^z))) + 7471873370*~(x^(y&z)) + 18446744069973614931*(z^~(x&(~y|z))), 3735936685*~x
18446744069973614931*((x^y)&~(x^z)) + 7471873370*(z^~(~x&(~y|z))) + 18446744069973614931*(~(x&y)&~(x^(y^z))) + 3735936685*(y^~(x|(~y&z))) + 18446744069973614931*~(x^y) + 18446744066237678246*(z^~(~x|(y&z))) + 7471873370*(z|~(x|y)), 3735936685*~x
11439093505305243675*(~x&(y^z)) + 3735936685*~x + 11439093505305243675*~(x^(y^z)) + 7007650568404307941*((y&~z)^(~x|(y^z))) + 11439093505305243675*(y^~(x&(y&z))) + 7007650568404307941*~(~x&(y&z)), 3735936685*~x
6000282472876966097*~(~x|(y|z)) + 6000282472876966097*~(x|z) + 12446461597096648834*(y^~(x&(~y&z))) + 7471873370*((x&z)^~(y&~z)) + 3735936685*(y^(~x&(y|z))) + 12446461604568522204*(z^~(x&(y|z))) + 6000282469141029412*(y^~(x&(y&z))) + 18446744069973614931*((x&z)^(x^(y&z))), 3735936685*~x
3735936685*(y^(x|(y&z))) + 3735936685*(y&(x^z)) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 18446744062501741561*(x&(y|z)) + 7471873370*~(x^(y|z)) + 3735936685*(z|(x&y)), 3735936685*~x
14943746740*(x&~y) + 18446744069973614931*(x^z) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 3735936685*((x&~y)|(x^(y^z))) + 18446744069973614931*(x|~y) + 18446744062501741561*(x|(y^z)) + 18446744062501741561*((x&z)^~(x^(~y&z))) + 22415620110*~(x&~y), 3735936685*~x
3735936685*(~x&(~y&z)) + 3735936685*~(x|(~y&z)), 3735936685*~x
18446744062501741561*(z^~(~x&(~y&z))) + 14943746740*~(y&z) + 14943746740*~(x|(y^z)) + 18446744069973614931*(z^(x|(~y&z))) + 18446744066237678246*~(x&y) + 7471873370*(y|(x^z)) + 18446744066237678246*((x&y)|~(x^(y^z))), 3735936685*~x
10540996604475326117*(z^(x|(y|z))) + 5270498315313441456*~z + 13176245765867983530*(y^(~x|(y|z))) + 13176245769603920215*(z^~(~x&(~y|z))) + 15811494919788767573*(y^(x&z)) + 10540996611947199487*(y^(~x&(~y|z))) + 7905747458026415444*((x&~y)|~(y^z)) + 3735936685*(z|~(x|~y)), 3735936685*~x
7471873370*(x&(~y&z)) + 18446744069973614931*~(~x&(y&z)) + 3735936685*(~(x|~y)|~(y^z)) + 18446744069973614931*(y&(x|z)) + 7471873370*(y|(x^z)) + 3735936685*(z^~(x|(y&z))) + 18446744066237678246*(y^~(~x|(y&z))), 3735936685*~x
6148914689991204977*(z^(x|(y|z))) + 6148914689991204977*(y^(x|z)) + 6148914693727141662*(y^z) + 6148914693727141662*~(x&(y|z)) + 6148914689991204977*x + 12297829383718346639*(~(x|~y)|~(y^z)), 3735936685*~x
12297829383718346639*(z^~(x&~y)) + 12297829383718346639*((x&z)^~(x^(y&z))) + 6148914693727141662*(y^(x|z)) + 6148914689991204977*~(x&y) + 6148914689991204977*(z^~(x&(y&z))) + 18446744069973614931*~(x^(~y|z)) + 3735936685*(~(x|~y)|~(y^z)) + 12297829383718346639*((y&z)|(~x&(y|z))), 3735936685*~x
18446744069973614931*((y&z)^~(x&(y^z))) + 7471873370*(z^~(~x&(y|z))) + 18446744069973614931*(y^~(~x&(y|z))) + 18446744069973614931*(z&~(x^y)) + 11207810055*(z^~(x|(~y&z))) + 18446744066237678246*(y^(~x|(~y&z))), 3735936685*~x
18446744069973614931*(x&~z) + 3735936685*((x&z)^(x^(~y&z))) + 7471873370*~(x|~z) + 3735936685*~(x^(~y&z)) + 18446744066237678246*((x^y)|(x^z)) + 18446744066237678246*(z^(~x&(~y|z))) + 7471873370*(x|~z), 3735936685*~x
10248191152475966085*(z^~(~x&(~y&z))) + 14347467614960727193*(~x&(~y|z)) + 2049638231242380554*((x&y)^(y|z)) + 6148914689991204977*(z^(~x&(~y|z))) + 4099276462484761108*(z^~(x|(~y&z))) + 6148914689991204977*(x|(~y&z)) + 2049638231242380554*(y|~z), 3735936685*~x
18446744069973614931*(x&(~y&z)) + 3735936685*(y^~(~x&(y|z))) + 18446744069973614931*((x&y)|~(y|z)) + 3735936685*~(x^y), 3735936685*~x
18446744069973614931*~(x|(~y|z)) + 18446744069973614931*(z&~(x^y)) + 3735936685*~(x&(y^z)) + 18446744069973614931*(x|(y&z)) + 3735936685*(y|z), 3735936685*~x
18446744062501741561*((y&z)^~(~x&(y^z))) + 22415620110*((x&z)^~(y&~z)) + 3735936685*(~(x^y)&~(x^z)) + 18446744058765804876*((x|~y)&(x^(y^z))) + 3735936685*(z^~(x&(y|z))) + 26151556795*(x&(y|z)) + 18446744058765804876*((x&y)|~(x^(y^z))) + 18446744069973614931*z, 3735936685*~x
3735936685*((y&~z)|~(x|(~y&z))) + 3735936685*~(x|~z) + 3735936685*~(x&(y|z)) + 18446744069973614931*~(x&(y&z)) + 3735936685*(~y|~(x^z)) + 18446744069973614931*~(x&(y^z)), 3735936685*~x
3735936685*(z^(x|(~y|z))) + 18446744069973614931*(z^~(~x&(y&z))) + 3735936685*((x&y)^(y|z)) + 18446744069973614931*(x&z) + 3735936685*((x&z)^~(x^(~y&z))), 3735936685*~x
18446744069973614931*~(~x|(~y|z)) + 3735936685*(y^(x&(~y|z))) + 3735936685*(y^(~x&(~y|z))) + 18446744069973614931*~(~x&(~y|z)), 3735936685*~x
18446744062501741561*(~y&(x^z)) + 7471873370*(y^~(x&~z)) + 7471873370*(z^(x&(y|z))) + 11207810055*(z^~(x&y)) + 18446744062501741561*(z^~(x&(~y|z))) + 3735936685*((x&~y)|(x^(y^z))) + 18446744069973614931*(~(x^y)|(x^z)), 3735936685*~x
18446744069973614931*((x&z)^~(y&~z)) + 3735936685*~(x&(y|z)) + 18446744069973614931*(y^~(x|(y^z))) + 18446744069973614931*(z^(~x&(y|z))) + 3735936685*((x&y)|~(y|~z)) + 18446744069973614931*(y&z) + 7471873370*((x&z)^~(x^(~y&z))), 3735936685*~x
11737421159012004092*(z^(x|(~y|z))) + 3735936685*~(x|y) + 11737421162747940777*~(x|~y) + 6709322914697547524*((x&~y)|~(x^(y^z))) + 5028098244314456568*(y^~(~x&(y&z))) + 13418645829395095048*~(x&y) + 6709322914697547524*(y^~(x&(y|z))) + 11737421159012004092*~(~x&(y&z)), 3735936685*~x
3735936685*~(x|(y|z)) + 18446744069973614931*~z + 3735936685*(~(x&y)&(x^(y^z))) + 3735936685*(z^~(~x&(y&z))) + 3735936685*(y^~(x|(y^z))) + 18446744069973614931*(z^~(x&(y&z))), 3735936685*~x
3735936685*~(x|(y|z)) + 18446744069973614931*(z^(x|(y|z))) + 18446744069973614931*(x^z) + 7471873370*(z^~(~x&(~y|z))), 3735936685*~x
3735936685*~(x|(y&z)) + 18446744069973614931*(~(x|y)|(y^z)) + 18446744069973614931*((x&z)^~(y&~z)) + 7471873370*(y^~(~x&(y&z))) + 3735936685*(y&(x|~z)) + 18446744069973614931*(x&(~y|z)), 3735936685*~x
11207810055*((x&y)^~(x^(y&z))) + 18446744069973614931*(~(x|y)|(y^z)) + 11207810055*(~x&(y&z)) + 18446744066237678246*(x^(~y|z)) + 18446744069973614931*((x|y)&(x^(y^z))) + 3735936685*(y^~(x&(y&z))), 3735936685*~x
1803657059357283901*(x&~y) + 18446744069973614931*(z&~(x^y)) + 1803657063093220586*(~x|(y&z)) + 18446744069973614931*((x^y)|~(x^z)) + 16643087018088204400*(~x|(~y|z)), 3735936685*~x
3735936685*(z^(x|(y&z))) + 18446744066237678246*(y^~(~x&(y|z))) + 18446744062501741561*((x|~y)&(x^(y^z))) + 3735936685*~(x&~y) + 14943746740*(~x|(~y|z)) + 18446744066237678246*(~x|(y|z)), 3735936685*~x
6148914693727141662*((x^y)&(x^z)) + 12297829383718346639*(y^~(~x|(y^z))) + 12297829383718346639*(y^(x&(y|z))) + 6148914686255268292*(x^(y&z)) + 3735936685*(~(x|y)|~(x^(y^z))) + 6148914689991204977*(~(x^y)&~(x^z)) + 12297829383718346639*(z^~(x&y)), 3735936685*~x
17281077723175581764*(z^(x|(~y|z))) + 5230311359*(z^(~x|(y|z))) + 1165666347545220504*((x&z)^(y|z)) + 1165666349039595178*(y^~(~x&(y&z))) + 17281077726911518449*(y^(x|(~y&z))) + 1165666346050845830*~(~x&(~y|z)) + 2241562011*(z^(x&~y)) + 17281077725417143775*(y|z), 3735936685*~x
18446744069973614931*~(~x|(y&z)) + 3735936685*~(x&(y&z)), 3735936685*~x
6148914689991204977*(z^(x|(~y|z))) + 6148914693727141662*(z^(x|y)) + 12297829383718346639*(z^(x&(~y|z))) + 12297829379982409954*(x&(y|z)) + 12297829383718346639*(y^~(~x|(y&z))) + 12297829387454283324*((x&y)|~(x^(y^z))) + 18446744069973614931*(x|(y&z)), 3735936685*~x
5212031067651280772*(y^~(x&(~y&z))) + 13234712998586397474*(y^(~x|(y&z))) + 13234713006058270844*~y + 5212031071387217457*(y^~(x&~z)) + 3735936685*(x^(~y|z)) + 3735936685*~(x&(~y|z)) + 18446744069973614931*((x|y)&~(x^(y^z))), 3735936685*~x
3735936685*~(y|z) + 3735936685*~(x|(y&z)) + 18446744069973614931*(z^~(~x&(~y&z))) + 3735936685*((x&z)^(y|z)), 3735936685*~x
3735936685*(~x&(y&z)) + 3735936685*(y&~(x&z)) + 3735936685*(z^~(x|(~y&z))) + 18446744069973614931*(y|(x&z)), 3735936685*~x
18446744069973614931*(z^(x|y)) + 3735936685*(z^~(x&~y)) + 7471873370*(~x&(y|z)) + 3735936685*((x&y)|~(y|z)) + 18446744069973614931*(y|~(x^z)), 3735936685*~x
3921554906529946050*(~x&(~y&z)) + 18446744069973614931*~(x|y) + 18446744069973614931*(y^(x|(y^z))) + 18446744066237678246*(x&(y&z)) + 3921554902794009365*(y|~z) + 3735936685*((x&y)^(x^(~y|z))) + 14525189170915542251*~(x&(~y&z)) + 3735936685*(~x|(~y|z)), 3735936685*~x
18446744062501741561*(~y&(x^z)) + 22415620110*(z^(x|(y&z))) + 18446744069973614931*(z^(x|y)) + 18446744069973614931*((y&z)^~(~x&(y^z))) + 7471873370*(y^~(~x&(y|z))) + 18446744058765804876*(z^(x&y)) + 18446744062501741561*((x|~y)&~(y^z)) + 11207810055*(z|~(x|y)), 3735936685*~x
8287413476928761620*~(x|(y|z)) + 8287413473192824935*(~z&(x^y)) + 5079665298390394998*(y^~(~x&(~y&z))) + 13367078771583219933*((x&z)^~(y&~z)) + 10159330604252663366*~(x&(y|z)) + 13367078775319156618*(z&~(x&y)), 3735936685*~x
18446744069973614931*(x&~z) + 3735936685*(~(x&~y)&(y^z)) + 3735936685*((x&z)^~(y&~z)) + 3735936685*(x&z) + 18446744069973614931*(z&(x|~y)), 3735936685*~x
13185366893922248085*(z^(~x|(~y|z))) + 10522754363310543747*((y&z)^~(~x&(y^z))) + 7923989706663071184*~(y|~z) + 7923989706663071184*(x^y) + 5261377183523240216*(y^~(~x&(y&z))) + 15784131550569720648*((x&y)^(y|z)) + 7923989710399007869*(~(x|y)|~(x^(y^z))), 3735936685*~x
7471873370*(y&~z) + 10957284452387336574*(~y&(x^z)) + 7489459636265961782*(y^(x|(~y|z))) + 18446744062501741561*((x&~y)|(y^z)) + 10957284444915463204*(y^(x&(y|z))) + 10957284437443589834*(z^~(x&y)) + 3735936685*(z^~(x&(~y|z))) + 7489459632530025097*(y^(x&~z)), 3735936685*~x
18446744069973614931*(z^(x|(y|z))) + 3735936685*(~(x&~y)&(y^z)) + 3735936685*~y + 7471873370*((x^y)&(x^z)) + 11207810055*(z^(~x|(~y&z))) + 18446744066237678246*(z^~(x&y)) + 18446744069973614931*(z|~(x|y)), 3735936685*~x
18446744066237678246*((x&~y)|(y^z)) + 3735936685*~(x|(~y&z)) + 7471873370*(y^(x|(~y&z))) + 3735936685*(~(x|y)|~(x^(y^z))) + 14943746740*(y^~(x|~z)) + 18446744069973614931*(z^~(x|(~y&z))) + 18446744062501741561*(y|~(x|~z)), 3735936685*~x
3735936685*((x&z)^(x^(~y&z))) + 18446744069973614931*(x^(~y|z)) + 18446744066237678246*(x&(~y|z)) + 3735936685*((x&y)^(x^(~y|z))) + 3735936685*((x^y)|~(x^z)), 3735936685*~x
3735936685*(y^~(~x|(~y&z))) + 18446744069973614931*(y^(x&(~y|z))) + 3735936685*(~x|(y^z)), 3735936685*~x
18446744069973614931*(~x&(~y&z)) + 18446744066237678246*(x&(~y&z)) + 3735936685*(~x|(y^z)) + 18446744069973614931*(y&(x|~z)) + 3735936685*(z^~(x|~y)), 3735936685*~x
3735936685*~(x^(~y&z)) + 3735936685*((x&y)|(x^(y^z))) + 18446744069973614931*~(x^(~y|z)) + 3735936685*(z|~(x|~y)) + 18446744069973614931*(y|z), 3735936685*~x
3735936685*(z^~(~x&(~y&z))) + 3735936685*(z^~(x&~y)) + 7471873370*(~x&(y&z)) + 7471873370*(x&(y&z)) + 18446744066237678246*(x&(y|z)) + 3735936685*(z&(x|~y)) + 18446744069973614931*~(x&(y^z)), 3735936685*~x
7471873370*~(y|z) + 3735936685*~(x^(~y&z)) + 18446744069973614931*(~(x|~y)|~(y^z)) + 3735936685*y + 3735936685*((y&z)|(~x&(y|z))) + 18446744069973614931*~(~x&(~y&z)), 3735936685*~x
18446744069973614931*~(x^(~y|z)) + 3735936685*((x^y)|~(x^z)) + 18446744069973614931*((x&y)|~(x^(y^z))) + 3735936685*(~x|(y|z)), 3735936685*~x
1711138135914846820*(y^~(x&(~y&z))) + 8367802972633289083*((x&z)^~(y&~z)) + 8367802965161415713*(y^~(~x&(y&z))) + 10078941108548135903*~(x&y) + 10078941108548135903*(~(x^y)|~(x^z)) + 16735605934058768111*~(~x&(y&z)) + 10078941104812199218*(x|(y&z)), 3735936685*~x
18446744069973614931*(~(x&~y)&(y^z)) + 18446744062501741561*(z^(x|(~y&z))) + 7471873370*~(x&z) + 3735936685*(z^(x&y)) + 3735936685*((x&y)|(x^(y^z))) + 18446744066237678246*(z^~(x|(~y&z))) + 3735936685*(z^~(x|(y&z))), 3735936685*~x
16812670388058812747*(x^z) + 1634073689386675554*~(x^(~y&z)) + 3268147371301477738*(x&(~y|z)) + 15178596702408073878*~(x^(~y|z)) + 1634073689386675554*((x&y)^(x^(~y|z))) + 15178596698672137193*(z^~(x|y)) + 1634073685650738869*(x|y), 3735936685*~x
3735936685*~(x|(~y|z)) + 3735936685*(~x&(~y|z)), 3735936685*~x
3735936685*~(x|(y&z)) + 18446744069973614931*((x|~y)&~(x^(y^z))) + 3735936685*((x|y)&~(x^(y^z))) + 3735936685*(y^~(x&(y|z))) + 18446744069973614931*(x&(~y|z)) + 18446744069973614931*~(x&~y) + 3735936685*(z^~(x|(y&z))), 3735936685*~x
18446744066237678246*(y&~z) + 747187337*(y^(~x|(y&z))) + 5977498696*((y&~z)|~(x|(~y&z))) + 18446744070720802268*((x|~y)&~(y^z)) + 2988749348*((x&y)|(x^(y^z))) + 2241562011*(~y|~(x^z)) + 18446744071467989605*(x|(~y|z)), 3735936685*~x
12297829383718346639*(y^(x|(y|z))) + 6148914693727141662*((x|~y)&(y^z)) + 6148914693727141662*~(x|(~y&z)) + 12297829379982409954*(y^~(~x&(~y|z))) + 6148914686255268292*(x&(y|z)) + 12297829383718346639*~(~x&(~y|z)) + 12297829383718346639*(y^~(x|z)) + 6148914693727141662*(z&(x|y)), 3735936685*~x
4446837172987380769*(~(x&~y)&(y^z)) + 13999906896986234162*(~(x&y)&(y^z)) + 4446837180459254139*((x&z)^(y|z)) + 13999906896986234162*(z^~(~x&(~y|z))) + 18446744069973614931*(y^~(~x&(~y|z))) + 3735936685*~(x&y) + 13999906896986234162*~(x^y) + 4446837176723317454*(y^~(x&(y&z))), 3735936685*~x
3329489165461922644*~(~x|(~y|z)) + 3735936685*(z^~(x&(~y&z))) + 18446744069973614931*(z&(x^y)) + 3735936685*(z^(~x|(~y&z))) + 3329489165461922644*(~(x|y)|(x^(y^z))) + 15117254904511692287*(~z|~(x^y)) + 18446744066237678246*(x&z) + 7471873370*z, 3735936685*~x
