# 49374 + 3735936685*x
5172858198*((((x&y)^(y|~z))&~t)|((~(x^y)&(x^z))&t)) + 6322365784*(((y|z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4310715165*((((y&z)^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 18446744070548344037*((~(x&~x)&~t)|((y^(~x|(~y|z)))&t)) + 18446744059915263088*(((x^(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 18446744063938613700*((((x|~y)&~(y^z))&~t)|(((x^y)&(x^z))&t)) + 5172858198*((((x&~y)|~(y^z))&~t)|((y&~(x&z))&t)) + 18446744071123122517*((((x&z)^~(y&~z))&~t)|((~x|(~y&z))&t)) + 14369067008*(((x^(~y|z))&~t)|(~(~x|(y^z))&t)) + 18446744073422187063*(((x|y)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744066812407352*(((z^~(~x&(y&z)))&~t)|(~(x^y)&t)) + 18446744063076421293*((((x&y)^(x^(y&z)))&~t)|((x^(~y&z))&t)) + 18446744068249279491*(((~z|~(x^y))&~t)|((y^(x&~z))&t)) + 18446744058478341575*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(x&(y^z)))&t)) + 6322365784*((((y&z)^~(~x&(y^z)))&~t)|((~x|(~y|z))&t)) + 21553575825*((((x&y)|~(y^z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
13447159232524323943*(((~x|(~y&z))&~t)|(~y&t)) + 18101945120562147911*((~(x^(~y|z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 9137172297633903680*((~(x|(~y|z))&~t)|(~(y&z)&t)) + 7757976477572366116*(((~y|~(x^z))&~t)|(~(x|(y^z))&t)) + 1551595294767295761*(((y^(x|(y&z)))&~t)|(~(x|~y)&t)) + 9654370721751178271*((~(x|z)&~t)|((~x&(~y|z))&t)) + 7930375959749997683*(((x^(~y|z))&~t)|((y^(x|(~y&z)))&t)) + 4482386413332065771*(((x&(y|z))&~t)|((x&(y&z))&t)) + 11550764973401814422*(((y^~(x|(~y&z)))&~t)|((y&~(x^z))&t)) + 6378780664982701922*((((x|~y)&(x^(y^z)))&~t)|((z^(~x&(~y|z)))&t)) + 15515952955144781606*((((x&y)^(x^(y&z)))&~t)|(~(x^(~y|z))&t)) + 7413177524424962411*((((x&z)^~(y&~z))&~t)|((x|~y)&t)) + 15515952962616654976*(((z^(~x|(~y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 17067548261119838048*((~(~x&(~y&z))&~t)|(((y&z)|(~x&(y|z)))&t)) + 1896394255386572836*((~(x^(y|z))&~t)|(~(~x&(~y&z))&t)) + 12412762361874253399*(((z|(x&y))&~t)|((z|~(x|~y))&t)), 49374 + 3735936685*x
1190112517871633443*(((y^~(x&(y&z)))&~t)|(~(x|(y&z))&t)) + 16661575287562284426*(((z^(~x|(~y&z)))&~t)|((y^(x|z))&t)) + 14876406520094601913*((((x|~y)&(y^z))&~t)|((y^z)&t)) + 7140675125909484083*(((x|(~y|z))&~t)|((z^(x|(~y&z)))&t)) + 4165393825626470761*((y|t)&~x) + 11207711307*(((~x&(y^z))&~t)|((y^(x&(y|z)))&t)) + 15471462765954714298*(x^(y&(z|t))) + 13091237719003686731*(((y^(~x|(y&z)))&~t)|(((x&y)^(y|z))&t)) + 15471462773426538294*(((~(x&y)&~(y^z))&~t)|(((x^y)|(x^z))&t)) + 1785168782411330505*(((z^~(~x|(~y&z)))&~t)|((x&y)&t)) + 595056272011521058*((((x&y)|~(y|z))&~t)|(((x&z)|~(y|z))&t)) + 13686293987279320478*(((y^(x|(y&z)))&~t)|((x&(y|z))&t)) + 2380225039479203571*(((y&~z)&~t)|(~(x^(y|z))&t)) + 17256631544630157492*(((~x&(y^z))&~t)|(~(x^(y|z))&t)) + 11306068947800067533*(((z^~(x|(y&z)))&~t)|((z^~(x&(~y|z)))&t)) + 8330787651252941522*(((z^(~x|(y&z)))&~t)|(((x&y)|~(y|~z))&t)), 49374 + 3735936685*x
8233739842423715464*(((~(x|y)|~(y^z))&~t)|((y^~(x&(y^z)))&t)) + 2770970139923805442*(((y&~(x^z))&~t)|((~(x&~y)&(y^z))&t)) + 11875586318228829266*((((x&z)|~(y|z))&~t)|((x&~y)&t)) + 13300656673128719794*(((z^(~x&(y|z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 6887840061135687861*(((y^~(~x&(y^z)))&~t)|((z^~(x&~y))&t)) + 1662582083207105803*((((x&z)^~(x^(y&z)))&~t)|((~x&(y&z))&t)) + 4829405098661802996*((((x&~y)|~(y^z))&~t)|((z^(x&(~y|z)))&t)) + 12429780340983298745*(((z^(~x|(y&z)))&~t)|(((x&z)^~(y&~z))&t)) + 18050891198178709239*((~(~x|(~y&z))&~t)|((x^z)&t)) + 9817151352019007716*((((y&z)|(x&(y|z)))&~t)|((y^(x&(~y|z)))&t)) + 5621110857195361120*((((x&z)^(x^(y&z)))&~t)|(~(x^y)&t)) + 4275211072171396832*((((y&z)|(x&(y|z)))&~t)|(((x&y)|(x^(y^z)))&t)) + 9421298476488165339*((((y&z)^~(x&(y^z)))&~t)|((y|(x&~z))&t)) + 8708763299038244762*(((z^(x&y))&~t)|(((y&z)|(~x&(y|z)))&t)) + 13854850699619076584*(((z^~(~x&(~y|z)))&~t)|((y^~(x|(y&z)))&t)) + 13458997820352297522*((((x&y)|(x^(y^z)))&~t)|(~(x&~z)&t)), 49374 + 3735936685*x
747187337*(((y|(x^z))&~t)|(~(x|(y|z))&t)) + 747187337*(((~(x|y)|~(y^z))&~t)|((x&(y^z))&t)) + 9223372039843500469*(((z^(~x|(~y&z)))&~t)|((z^~(x&~y))&t)) + 9223372020416728455*(((y|z)&~t)|((z^(x|~y))&t)) + 9223372033866051147*(((z^~(~x&(~y|z)))&~t)|((y&~(x&z))&t)) + 9223372036107563784*(((y^~(x&(~y&z)))&~t)|((~x&(y|z))&t)) + 6724636659*((x&~t)|(~(x&(~y|z))&t)) + 9223372045820999165*((~(~x&(~y&z))&~t)|(~(x&z)&t)) + 9713386007*(((z&~(x&~y))&~t)|((y^~(~x&(~y|z)))&t)) + 2241512637*((((x^y)|~(x^z))&~t)|((x^(y&z))&t)) + 9223372022658290466*((~(y^z)&~t)|(((x&y)^(y|z))&t)) + 2241512637*(((~(x&~y)&(y^z))&~t)|(~(x^(y&z))&t)) + 9223372031624489136*(((~x&(y&z))&~t)|((~z|~(x^y))&t)) + 9223372041337875143*(((z^(x&(y|z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 18446744063996214983*((((x&~y)|(x^(y^z)))&~t)|((y|z)&t)) + 11954898644*(((z|(x^y))&~t)|((y|z)&t)), 49374 + 3735936685*x
3689348816868526513*((((x&~y)|~(x^(y^z)))&~t)|((z^~(x&~y))&t)) + 14757395259714818755*((((x|~y)&(x^(y^z)))&~t)|((z^~(x&(~y&z)))&t)) + 14757395255978882070*(((~(x&~y)&~(y^z))&~t)|((y^(x|(y|z)))&t)) + 862143033*(((y^(x&(~y|z)))&~t)|(((x^y)&(x^z))&t)) + 14757395258565311169*(((z^(x&(~y|z)))&~t)|(~(x|(~y&z))&t)) + 11068046444283213755*(((~(x&~y)&(y^z))&~t)|((z^(x&(~y|z)))&t)) + 3689348815431605000*(((y^~(x|~z))&~t)|(((x&z)^(y|z))&t)) + 11068046441122006176*(((~x|(y^z))&~t)|((y^(x&(y|z)))&t)) + 3689348817730669546*(((y|(x&z))&~t)|((x^y)&t)) + 3689348813419954381*(((z^~(x|y))&~t)|((~x|(~y&z))&t)) + 3689348818018034099*((~(x|(y^z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 7378697629713702414*((~(~x&(y&z))&~t)|((y^~(x&(y&z)))&t)) + 14757395260576961788*((x&~t)|((y&(x|z))&t)) + 18446744072272630103*(((y^~(~x&(~y|z)))&~t)|(((x&y)|~(y^z))&t)) + 18446744071985265550*(((y&~z)&~t)|((~x|(y&z))&t)) + 11068046446007499821*(((y^(~x|(y^z)))&~t)|((z|~(x|y))&t)), 49374 + 3735936685*x
2589016708822453946*(((y&(x^z))&~t)|((~(x&~y)&(y^z))&t)) + 6472541786999832231*(((~x|(~y&z))&~t)|((z^~(~x&(~y&z)))&t)) + 2265389626757524058*(((x&(y|z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 1618135440212093546*(((y|~(x^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 12297829383718346639*((~(y&~z)&~t)|(((x&~y)|(y^z))&t)) + 647254179073557142*((((x|y)&(x^(y^z)))&~t)|(~(x|~y)&t)) + 9061558488350462181*(((y&(x|~z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 12297829376246473269*((((x&y)|~(x^(y^z)))&~t)|((y^~(~x&(~y|z)))&t)) + 6148914689991204977*((~(x&y)&~t)|((z^(~x|(~y&z)))&t)) + 17475862805099191216*((~(x&~z)&~t)|(~(x^y)&t)) + 16828608626025584700*(((y^~(x&(y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 9061558488350462181*((((x&z)^~(x^(~y&z)))&~t)|((~(x|~y)|~(y^z))&t)) + 13592337730657700242*((((x&y)^(y|z))&~t)|(~(x&(y^z))&t)) + 647254186545430512*(((y|(x&z))&~t)|(~(x&(y^z))&t)) + 970881272346297085*(((x|(~y|z))&~t)|(((x&y)^(x^(y&z)))&t)) + 9061558499558222862*(((y|~(x|z))&~t)|(((x&y)|~(x^(y^z)))&t)), 49374 + 3735936685*x
12297829368774649273*(((y|(x&~z))&~t)|((z^(x|(y|z)))&t)) + 8198552917497665304*(((y^~(~x&(y&z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 2049638257393805685*((~(x|(~y|z))&~t)|((z^~(x&~y))&t)) + 10248191145004125631*((((x&z)|~(y|z))&~t)|(~(y|~z)&t)) + 4782489200005682095*((((y&z)^~(x&(y^z)))&~t)|((y^(~x|(~y|z)))&t)) + 16397105842467154604*(((z&(x|~y))&~t)|((~x&(y&z))&t)) + 7515340157561206497*(((z^~(~x&(~y&z)))&~t)|((~x&(y|z))&t)) + 16397105857410851970*((~(x&(~y&z))&~t)|((x^z)&t)) + 6832127449927663784*(((y^~(x|(~y&z)))&~t)|((x^y)&t)) + 6832127464871361150*(((x|z)&~t)|((x&(y&z))&t)) + 2732850979971045764*((((x&y)^(y|~z))&~t)|((y^~(x&(y|z)))&t)) + 683212718841303394*(((z|(x&y))&~t)|((z^(~x&(~y|z)))&t)) + 8881765643810842068*(((~(x&~y)&~(y^z))&~t)|((y|(x&~z))&t)) + 13664254881175693517*((((x&y)|~(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 9564978400011364190*(((y^~(~x|(y^z)))&~t)|((y^(x&(y^z)))&t)) + 12981042136182932076*((((y&~z)^(~x|(y^z)))&~t)|((y^(x&(y^z)))&t)), 49374 + 3735936685*x
12714289743118697799*((z&~t)|(~(y|z)&t)) + 8157723474380045839*(((y^~(x|z))&~t)|((z^(x|(y|z)))&t)) + 1469860087014349099*(((y|(x&~z))&~t)|((y^(x|(y&z)))&t)) + 14110656821830847125*(((~x&(y|z))&~t)|((y^z)&t)) + 7790258454135208872*(((z^(x|(~y&z)))&~t)|((y&~(x&z))&t)) + 3968622228472659945*((((x&z)^~(x^(~y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 9995048578765438253*((~(x&y)&~t)|(~(x&z)&t)) + 17858800040915482345*(((~(x|y)|~(y^z))&~t)|(~(x^(y^z))&t)) + 15580516905396624092*(((z^(x&(y|z)))&~t)|((z&~(x&y))&t)) + 7496286434145919828*(((z^(x&~y))&~t)|((x&(y&z))&t)) + 11758880686631219429*(((~z|~(x^y))&~t)|((y^~(x&(y|z)))&t)) + 17491335016934659319*(((x|(y^z))&~t)|(~(x^z)&t)) + 11317922660670611788*(((x|y)&~t)|((y|~(x|~z))&t)) + 220479013411375337*(((~(x|~y)|(y^z))&~t)|((x|(y&z))&t)) + 3601157211963759663*(((y^~(~x&(~y&z)))&~t)|((x|z)&t)) + 3454171201106996795*(((~(x&y)&(x^(y^z)))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
6148914698169955466*(((z^(~x&(~y|z)))&~t)|((~z&~(x^y))&t)) + 12297829381395966696*(((z^~(~x&(y|z)))&~t)|(((x&y)^~(x^(y&z)))&t)) + 18446744069670695808*(((y^(~x&(~y|z)))&~t)|(((x&y)^~(x^(y&z)))&t)) + 6148914687466878952*(((y^~(x&(y&z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 12297829383314438017*((((x&z)|(y&~z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 12297829378063955091*(((~x&(y&z))&~t)|(~(x|~z)&t)) + 18446744073103663996*(((y^~(~x|(~y&z)))&~t)|(((x&y)^(y|z))&t)) + 6148914696756365808*(((z^~(~x&(~y|z)))&~t)|((y^(x|(~y&z)))&t)) + 6148914692919373792*(((~(x|y)|~(y^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 6148914693222292915*(((y^~(x&(y|z)))&~t)|((y^(~x&(y|z)))&t)) + 6148914692010616423*(((~(x&~y)&~(y^z))&~t)|(((x&z)|~(y|z))&t)) + 18446744072497924498*((~x&~t)|(~(x^(~y|z))&t)) + 1009713952*(((z|(x&y))&~t)|((z^~(x|~y))&t)) + 12297829381194004156*(((~x|(y|z))&~t)|((y^(x&~z))&t)) + 18446744073305675910*((y&~t)|((z&~(x&~y))&t)) + 6148914692414492129*(((~(x&~y)&(y^z))&~t)|((x|(~y|z))&t)), 49374 + 3735936685*x
10540996614615732744*(((y|~z)&~t)|(~(~x|(~y|z))&t)) + 5270498303571954374*(((~x|(y|z))&~t)|((z^(~x|(y&z)))&t)) + 5270498311043728996*((((x&z)^~(y&~z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 13176245762665871994*(((z^(~x&(y|z)))&~t)|(((x&y)^(y|z))&t)) + 7905747474037368116*(((y&(x|~z))&~t)|(~(~x|(y^z))&t)) + 2635249148050139250*(((~(x^y)|~(x^z))&~t)|(~(~x|(y^z))&t)) + 18446744058766051746*(((y&(x|~z))&~t)|((x&y)&t)) + 7905747474037368116*(((x&(y|z))&~t)|((y^~(x|(~y&z)))&t)) + 15811494906980123933*(((x&~z)&~t)|((y^~(x&(y|z)))&t)) + 5270498311043679622*(((y|~(x|~z))&~t)|((y^(~x&(~y|z)))&t)) + 10540996614615732744*(((~z&(x^y))&~t)|((x&(y|z))&t)) + 5270498311043679622*((((y&~z)|~(~x|(~y&z)))&~t)|(((x&y)|~(y^z))&t)) + 2635249144314301313*(((y&(x|z))&~t)|((y|~z)&t)) + 5270498303571954374*(((z^~(x|(y&z)))&~t)|((~(x|y)|~(y^z))&t)) + 7905747466565544120*(((z^~(x&(y&z)))&~t)|(~(x&(~y&z))&t)) + 2635249159257702435*((((x|y)&~(x^(y^z)))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
13176245752296662000*(((~(x^y)|(x^z))&~t)|((~x&(y^z))&t)) + 15811494913536833209*(((~(x&~y)&(y^z))&~t)|((y^(x|(y&z)))&t)) + 2635249134021260360*(((y^~(x|~z))&~t)|(~(x|(y^z))&t)) + 5270498347030621262*(((~(x^y)|~(x^z))&~t)|((x^z)&t)) + 2635249106268721858*(((y^~(x&(y^z)))&~t)|((y^~(~x&(y|z)))&t)) + 23482924790*(((y^(x|(~y|z)))&~t)|((y^~(~x&(y|z)))&t)) + 7905747448496003007*((((x&y)^~(x^(~y|z)))&~t)|((~y|(x^z))&t)) + 20280714506*((~(y|z)&~t)|((~x|(y^z))&t)) + 10540996638556116146*((((x|~y)&(y^z))&~t)|((x&(y&z))&t)) + 10540996611337254671*((~(x^(y|z))&~t)|(((x|y)&(x^(y^z)))&t)) + 13176245800329964382*((~(x&(~y&z))&~t)|((z^~(x&(y&z)))&t)) + 10540996560635468406*(((z^~(x|(~y&z)))&~t)|((y^(~x&(y|z)))&t)) + 10540996620410208496*((((x|y)&~(x^(y^z)))&~t)|((z^(~x&(~y|z)))&t)) + 18446744073175825215*((~x&~t)|((x|(y^z))&t)) + 18446744048625496997*(((y^(x&(y|z)))&~t)|((y|~z)&t)) + 19213311078*(((~(x&~y)&(x^(y^z)))&~t)|(~(x&~z)&t)), 49374 + 3735936685*x
17451416154988260075*(((y^~(~x|(~y&z)))&~t)|((z^~(~x&(~y&z)))&t)) + 8161688922306741082*(((y^~(x&~z))&~t)|(((x|y)&(y^z))&t)) + 12707019750511327859*(((y^(x&(y^z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 12441598970940291804*((((x|~y)&~(y^z))&~t)|(~(y|~z)&t)) + 66355192090781813*(((x&~z)&~t)|((z^~(~x&(y&z)))&t)) + 2687385378679504006*(((y^(~x&(y|z)))&~t)|(~(x^(y^z))&t)) + 17086462589149044330*(((z^~(~x|(~y&z)))&~t)|(((x^y)|(x^z))&t)) + 13271038903830699098*(((y^(x&(y|z)))&~t)|((z^(~x|(~y&z)))&t)) + 15162161947533229120*(((z^(x|(~y|z)))&~t)|((y^(~x&(y|z)))&t)) + 11479448650132384199*((((x&z)^(y|z))&~t)|((x^(~y&z))&t)) + 16821041809578057649*((x|~y)&t) + 3682713297400795547*((((x|~y)&~(x^(y^z)))&~t)|((~(x|~y)|~(y^z))&t)) + 11578981443872486633*((((x&y)|~(y|z))&~t)|(((x&z)^(x^(y&z)))&t)) + 431308761665934243*((~(x^(~y&z))&~t)|((z&~(x&~y))&t)) + 15925246680860931857*(((z&~(x&~y))&~t)|(~(x&(~y&z))&t)) + 3881778877409127045*(((~(x&~y)&~(x^(y^z)))&~t)|((~x|(~y|z))&t)), 49374 + 3735936685*x
7633135486634708387*(((z|(x^y))&~t)|(~(x|(~y|z))&t)) + 12085797835469947998*((((x&y)^(y|z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 5724851600966281065*(((~z|~(x^y))&~t)|((~x&(y|z))&t)) + 3180473115383848666*((((y&z)^~(~x&(y^z)))&~t)|(~(x&(~y|z))&t)) + 13357987083865052767*(((y^(x&~z))&~t)|((y^~(~x&(~y|z)))&t)) + 18446744073709535158*((~(x|(~y&z))&~t)|((x^y)&t)) + 5724851608438137977*(((z|(x^y))&~t)|((y^~(~x&(y|z)))&t)) + 15902365584391215448*(((z^~(x&y))&~t)|((~z|(x^y))&t)) + 1908283874460633725*(((z^~(~x&(~y&z)))&~t)|((z^~(~x|(~y&z)))&t)) + 8905324723822019559*((((y&~z)^(x|(y^z)))&~t)|((z^~(x&(y&z)))&t)) + 10177513972217107870*(((~(x|y)|(x^(y^z)))&~t)|((y^~(x&(y|z)))&t)) + 10177513968481187643*((((y&z)^~(x&(y^z)))&~t)|((y^~(x|~z))&t)) + 1908283870724680582*(((z|(x&y))&~t)|((z^~(x&(~y|z)))&t)) + 14630176335996094221*((((y&z)|(x&(y|z)))&~t)|((~y|~(x^z))&t)) + 1272189248395104769*((((x&~y)|(y^z))&~t)|((~(x^y)|(x^z))&t)) + 8269230105228347515*(((~z|~(x^y))&~t)|((x|z)&t)), 49374 + 3735936685*x
10813608596736787040*(((y^~(~x&(y^z)))&~t)|((z^(~x|(~y|z)))&t)) + 10177513970542381037*(((~(x|~y)|(y^z))&~t)|((z^(x|(~y|z)))&t)) + 3943786668208392448*(((x|z)&~t)|((z^(x|(y&z)))&t)) + 16411241276612355685*(((y|~(x^z))&~t)|(~(~x|(y&z))&t)) + 8650886873653394199*(((~y|~(x^z))&~t)|(((x^y)&(x^z))&t)) + 18192306225473341351*(((y^~(x&~z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 5597632683611554704*((((x&z)^(x^(~y&z)))&~t)|((z&(x^y))&t)) + 6488165154306135539*((((x&~y)|(y^z))&~t)|((z&~(x^y))&t)) + 13103549238334207177*(((~(x|y)|(y^z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 10177513970542381037*(((~y|(x^z))&~t)|((y^~(x|~z))&t)) + 2671597423291503186*(((x|~z)&~t)|((x&(y|z))&t)) + 5215975909389345025*(((y^(~x|(y^z)))&~t)|((y&(x|z))&t)) + 14630176335223095267*(((~(x|~y)|(y^z))&~t)|((z^(x&~y))&t)) + 9286981499847849576*(((z^~(x&(~y&z)))&~t)|((y^(~x&(y^z)))&t)) + 14502957412973032538*((~(y|~z)&~t)|(((x&y)^(x^(y&z)))&t)) + 16156803428376096046*(((y^~(~x&(~y&z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
10851025933842509143*((((x&y)|~(y|z))&~t)|((z^(~x|(~y|z)))&t)) + 1085102585538897436*(((z^~(x&(y&z)))&~t)|((~(x^y)&(x^z))&t)) + 7595718147338718347*(((x|(y&z))&~t)|((~y&~(x^z))&t)) + 6510615565535806970*(((x|(y|z))&~t)|((x&~y)&t)) + 9765923322152499278*(((z^(x|(y&z)))&~t)|((y^~(~x&(~y&z)))&t)) + 17361641480698830184*((((x&z)^(y|z))&~t)|(((x^y)&~(x^z))&t)) + 8680820736613552468*((((x&y)^(x^(y&z)))&~t)|((y^~(~x&(y^z)))&t)) + 7471774622*(((x&~z)&~t)|((y^~(x&~z))&t)) + 5425512961317423605*(((y^(x&~z))&~t)|((z^(x|(~y&z)))&t)) + 16276538887688256874*((~(~x|(y^z))&~t)|((y^(x&(y|z)))&t)) + 11936128523117244516*(((~y&(x^z))&~t)|((y^(x|(y^z)))&t)) + 17361641476963041621*(((x|z)&~t)|((y^(x|(~y&z)))&t)) + 10851025926370783895*(((z&(x|y))&~t)|((y&(x|~z))&t)) + 6510615554328095663*(((y^(~x&(~y|z)))&~t)|((x^(y^z))&t)) + 15191436298413472127*(x&(y|(~z|t))) + 4340410372042638858*(((z&(x|~y))&~t)|(y&t)), 49374 + 3735936685*x
16329658697003675617*(((y^~(~x&(~y|z)))&~t)|((x&~y)&t)) + 10587926809610938310*((~(x|y)&~t)|((z^(~x|(y&z)))&t)) + 10279414804730035833*(((y^(~x|(~y&z)))&~t)|((z^(~x|(y&z)))&t)) + 17235195340353036508*(((y^~(x&z))&~t)|((y^(x|(~y|z)))&t)) + 6351256126381691312*((((x&z)^~(x^(y&z)))&~t)|(((x^y)&(x^z))&t)) + 13003524509286955514*(((z^~(x|~y))&~t)|((z^(x&(y|z)))&t)) + 908036569430968580*(((z^(~x&(~y|z)))&~t)|((z^~(~x&(~y|z)))&t)) + 5142207326578607889*((~(~x&(y&z))&~t)|((y^~(~x&(~y|z)))&t)) + 17237695266434644197*((~(~x|(y^z))&~t)|(((x&y)|~(y|z))&t)) + 6654768294043125151*((((y&z)|(x&(y|z)))&~t)|(~(x^(y&z))&t)) + 6351256133853564682*(((x|z)&~t)|((x&z)&t)) + 13608048914792377566*~(~x&(y&(z|t))) + 15421622131308643722*(((~x|(y^z))&~t)|((y^(x&~z))&t)) + 16329658693267738932*(((y|(x&~z))&~t)|((y&(x|z))&t)) + 3930658593222142155*(((z^(~x&(y|z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 12700012345361408986*((((y&~z)^(~x|(y^z)))&~t)|((y|~(x^z))&t)), 49374 + 3735936685*x
8624451783600348549*(((z^(x|~y))&~t)|((~z&(x^y))&t)) + 5270498304105582027*(((~(x|y)|~(x^(y^z)))&~t)|(~(x&(~y|z))&t)) + 15092790605422693897*(((z^~(x&(~y|z)))&~t)|((y^(x&z))&t)) + 17488471659536101460*(((~(x&y)&(y^z))&~t)|(~(~x|(y^z))&t)) + 5749634514928293164*(((y^~(x&(y&z)))&~t)|((y&~(x^z))&t)) + 7187043143660341768*((~(x&~x)&~t)|((y^~(x|(y^z)))&t)) + 17967607866622875912*((~(~x&(y&z))&~t)|(~(x^z)&t)) + 12457541447765923795*((((x&y)|~(y^z))&~t)|(~(x^(~y|z))&t)) + 14853222501879331358*(((y^(x|z))&~t)|(~(~x&(y|z))&t)) + 3833089675373533423*(((z^~(~x&(~y|z)))&~t)|(~(y^z)&t)) + 17728039759343527314*((~(x&(y&z))&~t)|(y&t)) + 239568107279348598*(((y^~(x|z))&~t)|(((x&y)|~(x^(y^z)))&t)) + 3833089679109470108*((((x&y)|~(y|z))&~t)|((z|~(x|y))&t)) + 14374086287320732910*(((z^(~x|(y&z)))&~t)|((z|(x&~y))&t)) + 11259700933785146533*(((x&z)&~t)|((z|(x&y))&t)) + 2156112943098122280*((((x&z)^~(x^(y&z)))&~t)|(~(x&~x)&t)), 49374 + 3735936685*x
3808040999377487825*(((z|~(x^y))&~t)|(~(x|y)&t)) + 10929572226949605333*(((z^(x|(y&z)))&~t)|((~y&(x^z))&t)) + 16369630795887736772*((~z&~t)|((~(x&y)&(x^(y^z)))&t)) + 3313490224458692998*(((x&(~y|z))&~t)|(~(y|~z)&t)) + 15726714787372492867*((((x&y)|~(y^z))&~t)|((y^(x|(y|z)))&t)) + 17457642520135975903*((((y&~z)|~(x|(~y&z)))&~t)|((x^z)&t)) + 15083798775121312277*(((z&(x|~y))&~t)|((z&(x^y))&t)) + 5588423802534580517*(((~x&(y|z))&~t)|((z^(x&y))&t)) + 4352046859633639048*(((y&~(x^z))&~t)|(~(x&(y&z))&t)) + 15034343693519941940*(((~(x|y)|~(y^z))&~t)|(~(~x|(y^z))&t)) + 16171810491897678038*(((~y|~(x^z))&~t)|((y^~(x&z))&t)) + 13550691357555698030*((((x&y)^~(x^(y&z)))&~t)|((x&(y|z))&t)) + 16171810491897678038*(((x^z)&~t)|(((x&z)|(y&~z))&t)) + 14341972603403278324*((~(x|y)&~t)|(~(y^z)&t)) + 296730467192848782*((~(x^(~y|z))&~t)|((z^(x&~y))&t)) + 16666361266816522239*((((y&z)^~(~x&(y^z)))&~t)|((y^~(x|(y&z)))&t)), 49374 + 3735936685*x
17608255708081282979*((~(y^z)&~t)|((~y&~(x^z))&t)) + 13415813872467967676*(((x&(y&z))&~t)|((x&(y^z))&t)) + 7546395301862227788*(((y|(x^z))&~t)|((x&(y^z))&t)) + 8384883671226531858*(((y^~(x&~z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 13415813872468017050*(((~(x|y)|(y^z))&~t)|((y^(x|(~y|z)))&t)) + 7546395298126241729*((~(x^(y^z))&~t)|(((x^y)&(x^z))&t)) + 2515465096884855285*(((y^~(x&(~y|z)))&~t)|(((x^y)&(x^z))&t)) + 17608255711817269038*((~(~x|(y&z))&~t)|((x^z)&t)) + 18446744073709502242*((~(x|y)&~t)|(~(~x|(y^z))&t)) + 2515465096884756537*(((y^(x&(~y|z)))&~t)|(((x&y)|~(y|z))&t)) + 6707906939970043958*(((z|~(x^y))&~t)|(~(x^(y|z))&t)) + 4192441843085238047*(((y^~(~x|(y^z)))&~t)|(((x|y)&~(y^z))&t)) + 17608255708081233605*(((y^(~x|(y^z)))&~t)|(((x|y)&~(y^z))&t)) + 9223372033118814436*(((z^~(~x&(~y|z)))&~t)|((y^(~x&(y^z)))&t)) + 8384883671226482484*(((x^(~y&z))&~t)|(~(x&~y)&t)) + 6707906932498022466*((x&~z)^t), 49374 + 3735936685*x
