# 3735936685*~x
4554857727453019050*~(x|y) + 4554857727453019050*~(x|~y) + 13891886349992469251*~x, 3735936685*~x
2658142660636311987*~(x|~y) + 2658142653164438617*(x&y) + 3735936685*~(x^y) + 15788601416809176314*y, 3735936685*~x
3730952270893248247*(x^y) + 3730952267157311562*(x&y) + 3735936685*~(x&~y) + 14715791802816303369*(x|y), 3735936685*~x
7738702840119255302*~(x|y) + 10708041241062169684*~(x|~y) + 10708041237326232999*~(x^y) + 7738702836383318617*y, 3735936685*~x
4258381254333770408*(x&~y) + 3735936685*~(x&y) + 4258381258069707093*~(x^y) + 14188362815639844523*(x|~y), 3735936685*~x
10116552589570033905*~x + 10116552585834097220*x + 10116552585834097220, 3735936685*~x
17081310167331919415*~(x|y) + 17081310167331919415*~(x|~y) + 1365433910113568886*~x, 3735936685*~x
67288118578829286*~x + 67288114842892601*(x&y) + 18379455958866659015*~(x&~y), 3735936685*~x
18446744069973614931*~(x|y) + 3735936685*~y + 18446744069973614931*x + 3735936685*~(x&~y), 3735936685*~x
14298732037129444596*~(x|~y) + 2074006022025990195*~x + 16372738055419498106*(x|~y) + 2074006018290053510*(x|y), 3735936685*~x
5828335122136916327*~(x|y) + 18446744069973614931*(x&~y) + 5828335122136916327*(x^y) + 12618408955308571974*~(x&y), 3735936685*~x
14751805310295328383*(x&~y) + 14751805314031265068*~x + 3694938763414223233*~(x&y), 3735936685*~x
6576285149948975431*(x&y) + 11870458920024639500*x + 11870458923760576185*~(x&~y) + 11870458920024639500, 3735936685*~x
18446744069973614931*~y + 18446744066237678246*(x&y) + 3735936685*~(x^y) + 18446744069973614931, 3735936685*~x
5101253946906493261*~(x|~y) + 5101253943170556576*(x&y) + 13345490126803058355*y + 3735936685*~(x&~y), 3735936685*~x
14993083214859997050*~x + 14993083211124060365*x + 14993083211124060365, 3735936685*~x
1876925036647325633*(x&y) + 16569819033326289298*x + 16569819037062225983*~(x&~y) + 16569819033326289298, 3735936685*~x
4093168465021749372*~x + 14353575612423738929*~(x&y) + 14353575612423738929*(x&y) + 4093168461285812687*x, 3735936685*~x
3954035999431573071*(x&y) + 14492708070542041860*~(x^y) + 14492708070542041860*y + 3954036006903446441*~(x&~y), 3735936685*~x
17606378322863236943*~(x|y) + 17606378315391363573*(x&y) + 840365754582251358*~(x^y) + 3735936685*y, 3735936685*~x
2382550876758213085*~x + 16064193200687275216*~(x&y) + 16064193200687275216*~(x&~y) + 16064193200687275216, 3735936685*~x
1440518506391008122*~(x|~y) + 1440518498919134752*x + 3735936685*(x|~y) + 17006225571054480179*(x|y), 3735936685*~x
18446744062501741561*(x&~y) + 7471873370*(x^y) + 3735936685*(x|~y) + 18446744069973614931*y, 3735936685*~x
5177261354706475485*~(x|y) + 5177261354706475485*~(x|~y) + 13269482722739012816*~x, 3735936685*~x
2321533317647515948*(x&~y) + 2321533321383452633*~x + 16125210756062035668*~(x&y), 3735936685*~x
13581285781277467459*~(x|y) + 4865458296168020842*~x + 4865458292432084157*(x|~y) + 4865458292432084157, 3735936685*~x
18446744069973614931*(x&~y) + 3735936685*(x^y) + 18446744069973614931*(x&y) + 3735936685*~(x^y), 3735936685*~x
1614185958054127230*~(x|~y) + 18446744069973614931*x + 1614185958054127230*(x|~y) + 1614185954318190545, 3735936685*~x
594741050189170426*(x&~y) + 594741050189170426*(x&y) + 17852003019784444505*x + 18446744069973614931, 3735936685*~x
18446744066237678246*(x&y) + 7471873370*~(x^y) + 18446744069973614931*(x|~y) + 3735936685*(x|y), 3735936685*~x
2170285953367773234*(x&~y) + 18446744069973614931*(x&y) + 2170285957103709919*~(x&~y) + 2170285953367773234, 3735936685*~x
4432122683199515072*~(x|y) + 14014621397981909914*~(x|~y) + 14014621394245973229*(x|~y) + 4432122679463578387*(x|y), 3735936685*~x
17217805796262024833*~x + 17217805792526088148*x + 17217805792526088148, 3735936685*~x
15611357467194505324*~(x|y) + 15611357463458568639*(x&~y) + 15611357467194505324*~(x|~y) + 2835386610250982977*~(x&y), 3735936685*~x
16129827140445649328*~x + 16129827136709712643*x + 16129827136709712643, 3735936685*~x
3735936685*~(x|y) + 17861871671798541923*~(x|~y) + 17861871668062605238*~(x^y) + 584872405646946378*~(x&~y), 3735936685*~x
8825395443240412493*~x + 17650790879008951616*(x&y) + 9621348634205075808*~(x^y) + 9621348634205075808*y, 3735936685*~x
15701674839636756057*~(x&y) + 15701674835900819372*(x&y) + 3735936685*~(x&~y) + 15701674839636756057, 3735936685*~x
17615716055193622035*~x + 17615716051457685350*(x&y) + 831028022251866266*~(x&~y), 3735936685*~x
14472837830200289340*~y + 3973906247245198961*~x + 3973906243509262276*x + 14472837830200289340*y, 3735936685*~x
156969690830349953*~(x|y) + 3735936685*~(x|~y) + 156969687094413268*(x|y) + 156969687094413268, 3735936685*~x
10623518476561554839*~x + 10623518472825618154*x + 10623518472825618154, 3735936685*~x
18446744069973614931*(x&~y) + 8479380505805425199*~y + 8479380505805425199*~(x|~y) + 9967363571640063102*~(x&y), 3735936685*~x
10736315360915929845*~x + 10736315357179993160*x + 10736315357179993160, 3735936685*~x
3409723067962959917*~x + 3409723064227023232*~(x^y) + 3409723064227023232*y + 11627297945255505152*~(x&~y), 3735936685*~x
966429859000972268*~x + 966429855265035583*(x&y) + 17480314218444516033*~(x&~y), 3735936685*~x
10072632183766088277*~x + 10072632180030151592*(x&y) + 8374111893679400024*~(x&~y), 3735936685*~x
3735936685*~(x|y) + 16635860148452112119*~y + 16635860152188048804*~(x|~y) + 1810883925257439497*~(x&y), 3735936685*~x
3735936685*~y + 3735936685*~(x|~y) + 3735936685*(x&y) + 18446744069973614931*x, 3735936685*~x
18446744069973614931*(x&~y) + 3735936685*~(x|~y) + 18446744069973614931*(x&y) + 3735936685*(x|~y), 3735936685*~x
11252946368474612962*~x + 11252946364738676277*x + 11252946364738676277, 3735936685*~x
9787474078118213588*~y + 9787474078118213588*~(x|~y) + 3735936685*~x + 8659269995591338028*~(x&y), 3735936685*~x
7800555287307093390*~(x|y) + 10646188790138394911*~x + 10646188786402458226*(x&y) + 7800555287307093390*y, 3735936685*~x
1667778589960594417*~x + 1667778586224657732*(x&y) + 16778965487484893884*~(x&~y), 3735936685*~x
3995361902959208273*(x&~y) + 3735936685*~(x&y) + 3995361906695144958*(x&y) + 14451382167014406658*x, 3735936685*~x
12284674221883880950*~(x|y) + 6162069855561607351*~x + 6162069851825670666*(x&y) + 12284674221883880950*y, 3735936685*~x
7248106135262942632*~(x|y) + 7248106135262942632*(x&~y) + 11198637938446608984*~y + 3735936685*~x, 3735936685*~x
3735936685*~(x|y) + 3735936685*(x^y) + 3735936685*y + 18446744069973614931*(x|y), 3735936685*~x
4937867363863545439*~(x|~y) + 4937867360127608754*~(x^y) + 18446744069973614931*y + 13508876717317879547*~(x&~y), 3735936685*~x
5780547411844777001*~(x|y) + 5780547411844777001*(x&~y) + 12666196661864774615*~y + 3735936685*~x, 3735936685*~x
13251801126363647387*~x + 13251801122627710702*x + 13251801122627710702, 3735936685*~x
6251817759247142176*~(x|y) + 6251817759247142176*~(x|~y) + 12194926318198346125*~x, 3735936685*~x
7992938232692616787*~x + 7992938228956680102*(x&y) + 10453805844752871514*~(x&~y), 3735936685*~x
5042812700658755633*~(x|y) + 13403931380522669353*~(x|~y) + 13403931376786732668*~(x^y) + 5042812696922818948*y, 3735936685*~x
9427345288334056346*(x&~y) + 9427345292069993031*~x + 9019398785375495270*~(x&y), 3735936685*~x
3735936685*~(x|y) + 7408828803930157496*~(x|~y) + 7408828800194220811*(x|~y) + 7408828800194220811, 3735936685*~x
17829036997435823330*~(x|~y) + 308853541872800828*~x + 18137890535572687473*(x|~y) + 308853538136864143*(x|y), 3735936685*~x
8035149920489096656*~(x|y) + 8035149920489096656*~(x|~y) + 10411594156956391645*~x, 3735936685*~x
4962167655109113338*~x + 13484576422336374963*~(x&y) + 13484576422336374963*~(x&~y) + 13484576422336374963, 3735936685*~x
8819172985628056912*~(x|~y) + 8819172978156183542*(x&y) + 3735936685*~(x^y) + 9627571091817431389*y, 3735936685*~x
6986114283634081705*~(x|y) + 6986114283634081705*~(x|~y) + 11460629793811406596*~x, 3735936685*~x
11773069801400529423*(x^y) + 11773069797664592738*(x&y) + 3735936685*~(x&~y) + 6673674272309022193*(x|y), 3735936685*~x
16121357727532411779*~(x|y) + 16121357723796475094*(x&y) + 2325386346177139837*~(x^y) + 3735936685*~(x&~y), 3735936685*~x
3735936685*~(x|y) + 2871119399024972818*~(x|~y) + 2871119395289036133*x + 15575624678420515483*(x|y), 3735936685*~x
11493139513661801586*~(x|~y) + 11493139509925864901*(x&y) + 6953604560047750030*y + 3735936685*~(x&~y), 3735936685*~x
14978888370661607912*(x&~y) + 3735936685*~x + 14978888370661607912*~(x^y) + 3467855703047943704*(x|~y), 3735936685*~x
10111427266154773615*~y + 1776110458599995614*~(x|~y) + 8335316811290714686*~x + 8335316807554778001*(x^y), 3735936685*~x
13576873782037647305*(x&~y) + 13576873785773583990*~x + 4869870291671904311*~(x&y), 3735936685*~x
1857985509571467769*(x&y) + 16588758560402147162*x + 16588758564138083847*~(x&~y) + 16588758560402147162, 3735936685*~x
17161232930252926398*(x&~y) + 3735936685*~(x&y) + 17161232933988863083*(x&y) + 1285511139720688533*x, 3735936685*~x
15648123759359747727*~x + 15648123755623811042*x + 15648123755623811042, 3735936685*~x
14084860540417831738*~x + 9722976999654238490*(x&y) + 4361883537027656563*~(x^y) + 4361883537027656563*y, 3735936685*~x
15622496137144400317*~x + 15622496133408463632*(x&y) + 2824247940301087984*~(x&~y), 3735936685*~x
12294698968365797452*(x&~y) + 12294698972101734137*~x + 6152045105343754164*~(x&y), 3735936685*~x
5853517665671354884*~(x|y) + 5853517665671354884*~(x|~y) + 12593226411774133417*~x, 3735936685*~x
8908244877802075198*~x + 8908244874066138513*x + 8908244874066138513, 3735936685*~x
14619427788626322514*~x + 14619427784890385829*x + 14619427784890385829, 3735936685*~x
6144061221160668190*~x + 6144061217424731505*x + 6144061217424731505, 3735936685*~x
14041446985522471939*~x + 9636149889863518892*x + 4405297091923016362*(x|~y) + 4405297091923016362*(x|y), 3735936685*~x
944052467760590945*~x + 17502691609684897356*(x^y) + 17502691609684897356*~(x&~y) + 944052464024654260*(x|y), 3735936685*~x
16172226535555858035*(x&~y) + 16172226539291794720*~x + 2274517538153693581*~(x&y), 3735936685*~x
3419343652301382827*(x&~y) + 3419343656037319512*~(x|~y) + 15027400417672232104*(x^y) + 3735936685*~(x&y), 3735936685*~x
3735936685*~x + 17553998642555355189*~(x&y) + 17553998642555355189*(x&y) + 17553998642555355189, 3735936685*~x
508403859870910246*(x&~y) + 508403863606846931*~x + 17938340213838641370*~(x&y), 3735936685*~x
11815090117836881584*~(x|y) + 11815090117836881584*~(x|~y) + 6631653959608606717*~x, 3735936685*~x
586598830146101108*~x + 586598826410164423*x + 586598826410164423, 3735936685*~x
16770266097179435425*(x&y) + 1676477972794179506*x + 1676477976530116191*~(x&~y) + 1676477972794179506, 3735936685*~x
13019855959220178831*~(x|y) + 18446744069973614931*(x&y) + 13019855959220178831*y + 5426888118225309470*~(x&~y), 3735936685*~x
18446744066237678246*(x^y) + 7471873370*~(x&y) + 18446744069973614931*~(x^y) + 3735936685*y, 3735936685*~x
8102075354482676668*~(x|y) + 8102075354482676668*~(x|~y) + 10344668722962811633*~x, 3735936685*~x
5688232651738079661*~(x&y) + 5688232651738079661*(x&y) + 18446744069973614931*x + 5688232648002142976, 3735936685*~x
8586540911410517024*~x + 8586540907674580339*(x&y) + 9860203166034971277*~(x&~y), 3735936685*~x
17916664292873492606*~(x|~y) + 18446744069973614931*x + 17916664292873492606*(x|~y) + 17916664289137555921, 3735936685*~x
2288626681150506782*(x&~y) + 2288626684886443467*~x + 16158117392559044834*~(x&y), 3735936685*~x
3735936685*~(x|y) + 7128604822717805492*~(x|~y) + 7128604818981868807*(x|~y) + 7128604818981868807, 3735936685*~x
18446744069973614931*(x^y) + 3735936685*~(x&y) + 18446744069973614931*(x&y) + 3735936685*y, 3735936685*~x
10386914454443470719*~(x|y) + 10386914454443470719*~(x|~y) + 8059829623002017582*~x, 3735936685*~x
8340016028810936960*~x + 8340016025075000275*(x&y) + 10106728048634551341*~(x&~y), 3735936685*~x
12254337379421667185*~(x|y) + 3735936685*~x + 12254337379421667185*(x&y) + 6192406694287884431*~(x^y), 3735936685*~x
15759463241499436964*(x&~y) + 3735936685*~(x&y) + 15759463245235373649*~(x&~y) + 15759463245235373649, 3735936685*~x
7247873343548025008*~x + 7247873339812088323*(x&y) + 11198870733897463293*~(x&~y), 3735936685*~x
5946357650050422705*(x&~y) + 3735936685*~(x&y) + 5946357653786359390*(x&y) + 12500386419923192226*x, 3735936685*~x
1412272608112631791*~(x|y) + 17034471473068793195*~(x|~y) + 17034471469332856510*~(x^y) + 1412272604376695106*y, 3735936685*~x
8370759836047956478*~(x|y) + 8370759832312019793*(x&~y) + 8370759836047956478*~(x|~y) + 10075984241397531823*~(x&y), 3735936685*~x
10062487280217349722*~y + 18446744069973614931*x + 10062487280217349722*y + 10062487276481413037, 3735936685*~x
18423011627163630313*~(x|y) + 3735936685*~x + 18423011627163630313*x + 23732446545921303*(x|~y), 3735936685*~x
9824668192798408270*~(x|y) + 9824668192798408270*~(x|~y) + 8622075884647080031*~x, 3735936685*~x
16490451010877820604*~(x|y) + 16490451010877820604*~(x|~y) + 1956293066567667697*~x, 3735936685*~x
14068450682913496237*~x + 4378293394531992064*~(x&y) + 4378293394531992064*~(x^y) + 14068450679177559552*(x|~y), 3735936685*~x
10316843513549419670*~(x|y) + 3735936685*~(x|~y) + 10316843509813482985*y + 8129900563896068631*~(x&~y), 3735936685*~x
10009857197180137327*~(x|y) + 10009857197180137327*~(x|~y) + 8436886880265350974*~x, 3735936685*~x
5092870566410689576*~(x|y) + 15900308794240143513*~x + 15900308790504206828*(x|~y) + 2546435283205344788*(x|y), 3735936685*~x
7051608282212238942*~x + 7051608278476302257*x + 7051608278476302257, 3735936685*~x
1604179119365661357*(x&~y) + 1604179123101598042*~x + 16842564954343890259*~(x&y), 3735936685*~x
3735936685*~(x|y) + 9290613412058646737*~(x|~y) + 9290613408322710052*(x&y) + 9156130665386841564*y, 3735936685*~x
12502235584835573724*(x&~y) + 12502235588571510409*~x + 5944508488873977892*~(x&y), 3735936685*~x
16419949114147455439*(x&~y) + 3735936685*~(x&y) + 16419949117883392124*~(x^y) + 2026794955826159492*(x|~y), 3735936685*~x
11478231647857907260*~(x|y) + 6968512425851644356*~y + 6968512429587581041*~x + 11478231647857907260*~(x&y), 3735936685*~x
5732006570921891904*~(x|~y) + 15580740791984542349*~x + 2866003285460945952*~(x^y) + 15580740788248605664*y, 3735936685*~x
13823422558328207395*(x&~y) + 3735936685*~(x&y) + 13823422562064144080*~(x^y) + 4623321511645407536*(x|~y), 3735936685*~x
7568439475088534910*~x + 7568439471352598225*(x&y) + 10878304602356953391*~(x&~y), 3735936685*~x
14370824563813830462*~(x|y) + 14370824563813830462*~(x|~y) + 4075919513631657839*~x, 3735936685*~x
4095323464684336669*(x&~y) + 14351420609025214947*~(x&y) + 14351420605289278262*x + 14351420605289278262, 3735936685*~x
7635910890311970752*~(x|~y) + 5405416595434727117*~x + 13041327482010761184*(x|~y) + 5405416591698790432*(x|y), 3735936685*~x
16322658129068569746*~y + 18446744069973614931*x + 16322658129068569746*y + 16322658125332633061, 3735936685*~x
10227681736478502176*(x&y) + 8219062333495112755*x + 8219062337231049440*~(x&~y) + 8219062333495112755, 3735936685*~x
9250393464849324235*~y + 9250393464849324235*~(x|~y) + 3735936685*~x + 9196350608860227381*~(x&y), 3735936685*~x
1334143120291489306*(x&~y) + 3735936685*~(x&y) + 1334143124027425991*(x&y) + 17112600949682125625*x, 3735936685*~x
9006408089998887386*~x + 9006408086262950701*x + 9006408086262950701, 3735936685*~x
1552125921695443449*~x + 3104251835919013528*(x&y) + 16894618155750044852*~(x^y) + 16894618155750044852*y, 3735936685*~x
5677712229234954269*~(x|y) + 3735936685*~x + 5677712229234954269*(x|y) + 5677712229234954269, 3735936685*~x
6528575469299044928*(x&~y) + 18446744069973614931*(x&y) + 6528575473034981613*~(x&~y) + 6528575469299044928, 3735936685*~x
4166086054562075219*~(x|y) + 4166086047090201849*(x&y) + 14280658022883413082*~(x^y) + 3735936685*y, 3735936685*~x
9398503646360391111*~(x&y) + 9398503646360391111*(x&y) + 18446744069973614931*x + 9398503642624454426, 3735936685*~x
15930267246473719860*~x + 15930267242737783175*(x&y) + 2516476830971768441*~(x&~y), 3735936685*~x
2430705527975179950*~x + 2430705524239243265*x + 2430705524239243265, 3735936685*~x
2149634017491172838*~(x|~y) + 2149634013755236153*(x&y) + 16297110056218378778*y + 3735936685*~(x&~y), 3735936685*~x
13211805887111055370*~x + 13211805883375118685*(x&y) + 5234938190334432931*~(x&~y), 3735936685*~x
3735936685*~(x|y) + 16668443845940156994*(x&~y) + 16668443849676093679*~(x|~y) + 1778300227769394622*(x^y), 3735936685*~x
3724734827961432882*~(x|y) + 3735936685*~x + 3724734827961432882*(x|y) + 3724734827961432882, 3735936685*~x
11046612417481136528*~x + 3646480753780848070*(x&y) + 7400131659964351773*~(x^y) + 7400131659964351773*y, 3735936685*~x
3735936685*~x + 2000260138133665207*~(x&y) + 2000260138133665207*(x&y) + 2000260138133665207, 3735936685*~x
18232686242032326736*~x + 18232686238296390051*x + 18232686238296390051, 3735936685*~x
18446744069973614931*(x^y) + 18446744066237678246*(x&y) + 3735936685*y + 18446744069973614931, 3735936685*~x
12613751830239324106*~(x|~y) + 12139868162325826248*~x + 6306875915119662053*(x|~y) + 12139868158589889563*(x|y), 3735936685*~x
14138169004034286582*~(x|y) + 11377659571692408325*~y + 11377659575428345010*~x + 7069084502017143291*(x^y), 3735936685*~x
5721725764380326862*~(x|y) + 5721725760644390177*(x&y) + 12725018309329224754*~(x^y) + 3735936685*~(x&~y), 3735936685*~x
9405024140078169183*~(x|y) + 9405024140078169183*~(x|~y) + 9041719937367319118*~x, 3735936685*~x
4101973418535599307*(x&~y) + 14344770658909888994*~x + 14344770655173952309*x + 4101973418535599307*~(x&~y), 3735936685*~x
7471873370*~(x|~y) + 18446744069973614931*(x^y) + 18446744069973614931*(x&y) + 3735936685*(x|~y), 3735936685*~x
10527264647706826054*~x + 10527264643970889369*x + 10527264643970889369, 3735936685*~x
1034453296443099582*~(x|y) + 1034453296443099582*~(x|~y) + 17412290781002388719*~x, 3735936685*~x
6500426037603430971*~(x|y) + 11946318036106120645*~y + 11946318039842057330*~x + 6500426037603430971*~(x&y), 3735936685*~x
3735936685*~(x|y) + 16688740775202475503*~(x|~y) + 16688740771466538818*x + 1758003302243012798*(x|y), 3735936685*~x
9290176684359136240*~x + 9290176680623199555*(x&y) + 9156567393086352061*~(x&~y), 3735936685*~x
9875916326072357608*~(x|y) + 13508785910673372812*~y + 13508785914409309497*~x + 4937958163036178804*(x^y), 3735936685*~x
6325414093593111719*~(x|~y) + 6325414086121238349*(x&y) + 3735936685*~(x^y) + 12121329983852376582*y, 3735936685*~x
6378136825268934961*~x + 6378136821532998276*(x&y) + 12068607252176553340*~(x&~y), 3735936685*~x
13921320673211457075*(x&~y) + 3735936685*~y + 13921320680683330445*~(x|~y) + 4525423396762157856*(x^y), 3735936685*~x
3735936685*~(x|y) + 3735936685*~y + 18446744069973614931*(x|~y) + 3735936685*y, 3735936685*~x
14936891523508772512*(x^y) + 14936891519772835827*(x&y) + 3735936685*~(x&~y) + 3509852550200779104*(x|y), 3735936685*~x
12906296783511737584*~(x|~y) + 2770223648834843701*~x + 15676520428610644600*(x|~y) + 2770223645098907016*(x|y), 3735936685*~x
7921711037402666369*~x + 7921711033666729684*x + 7921711033666729684, 3735936685*~x
14788222216776585144*~(x|~y) + 3735936685*~x + 14788222216776585144*(x|~y) + 14788222216776585144, 3735936685*~x
4905004384925183130*~(x|y) + 18446744069973614931*(x&y) + 4905004384925183130*y + 13541739692520305171*~(x&~y), 3735936685*~x
11734842061803655626*~(x|y) + 6711902015641832675*~y + 6711902019377769360*~(x|~y) + 11734842058067718941*(x^y), 3735936685*~x
18446744069973614931*(x&~y) + 15696091558567069968*~y + 15696091558567069968*~(x|~y) + 2750652518878418333*~(x&y), 3735936685*~x
59504301496893690*(x&~y) + 59504305232830375*~x + 18387239772212657926*~(x&y), 3735936685*~x
5634654485190350458*~(x|y) + 5634654477718477088*(x&~y) + 12812089592255137843*~y + 3735936685*(x^y), 3735936685*~x
270704351269979430*~(x|~y) + 18176039726175508871*~x + 18176039722439572186*(x^y) + 270704351269979430*~(x&y), 3735936685*~x
14667372929440395711*~x + 3779371148005092590*~(x&y) + 3779371148005092590*(x&y) + 14667372925704459026*x, 3735936685*~x
9227570930612305061*~(x|y) + 9219173146833183240*~x + 9219173143097246555*x + 9227570930612305061*(x|y), 3735936685*~x
16812946622573452138*~(x|~y) + 18446744069973614931*(x&y) + 16812946622573452138*~(x^y) + 1633797454872036163*~(x&~y), 3735936685*~x
2736095300091194360*(x&~y) + 15710648773618357256*~(x&y) + 15710648769882420571*(x&y) + 2736095303827131045*~(x&~y), 3735936685*~x
3735936685*~(x|y) + 5996720924402381220*~(x|~y) + 5996720920666444535*(x&y) + 12450023153043107081*y, 3735936685*~x
4958231639934190473*~x + 13488512437511297828*(x^y) + 13488512437511297828*~(x&~y) + 4958231636198253788*(x|y), 3735936685*~x
2419389923035020928*~(x|y) + 3735936685*~x + 2419389923035020928*(x^y) + 16027354150674530688*~(x&y), 3735936685*~x
9132459918333020655*~x + 9132459914597083970*x + 9132459914597083970, 3735936685*~x
9686892419715138961*~(x|~y) + 8759851657730349340*~x + 8759851653994412655*(x|y) + 8759851653994412655, 3735936685*~x
10024915020165733997*~x + 10024915016429797312*~(x^y) + 10024915016429797312*y + 16843658114559508608*~(x&~y), 3735936685*~x
6666533784464849281*~(x|~y) + 11780210292980639020*~x + 11780210289244702335*x + 6666533784464849281*(x|~y), 3735936685*~x
8494380464768455294*(x&~y) + 8494380461032518609*(x&y) + 9952363608941096322*x + 3735936685*~(x&~y), 3735936685*~x
10361803801112780220*~(x|y) + 10361803801112780220*~(x|~y) + 8084940276332708081*~x, 3735936685*~x
15012906539742481402*~(x|y) + 18446744069973614931*(x&~y) + 15012906539742481402*(x^y) + 3433837537703006899*~(x&y), 3735936685*~x
11866084838541946258*~(x|~y) + 6580659238903542043*~x + 6580659235167605358*(x&y) + 11866084838541946258*~(x^y), 3735936685*~x
14434591398893745707*~(x|y) + 3735936685*~(x|~y) + 14434591395157809022*(x^y) + 4012152678551742594*~(x&y), 3735936685*~x
16524560957809074253*(x&~y) + 16524560957809074253*~(x|~y) + 3735936685*~x + 1922183115900477363*(x^y), 3735936685*~x
684296046429958607*~(x|y) + 684296046429958607*~(x|~y) + 17762448031015529694*~x, 3735936685*~x
15883626712297490235*~x + 15883626708561553550*(x&y) + 2563117365147998066*~(x&~y), 3735936685*~x
6197949956917450289*~(x|y) + 18446744069973614931*(x&y) + 6197949956917450289*y + 12248794120528038012*~(x&~y), 3735936685*~x
16519966899972484781*(x&~y) + 16519966903708421466*~x + 1926777173737066835*~(x&y), 3735936685*~x
16499465778867567641*~(x|y) + 16499465775131630956*(x&~y) + 16499465778867567641*~(x|~y) + 1947278298577920660*~(x&y), 3735936685*~x
16763466201430462370*(x&~y) + 16763466205166399055*~x + 1683277872279089246*~(x&y), 3735936685*~x
107534097597302053*~(x|y) + 18339209983584122933*~(x|~y) + 18339209979848186248*~(x^y) + 107534093861365368*y, 3735936685*~x
9569267235304554071*(x&~y) + 9569267239040490756*~x + 8877476838404997545*~(x&y), 3735936685*~x
14360454136212977971*~x + 14360454132477041286*(x&y) + 4086289941232510330*~(x&~y), 3735936685*~x
5436498215349445937*~(x|y) + 5436498215349445937*~(x|~y) + 13010245862096042364*~x, 3735936685*~x
3735936685*(x&~y) + 7471873370*~(x|~y) + 3735936685*~(x^y) + 18446744069973614931*(x|y), 3735936685*~x
11437401338081553438*~(x|y) + 11437401338081553438*~(x|~y) + 7009342739363934863*~x, 3735936685*~x
1009070213651272659*~(x|y) + 3735936685*~(x|~y) + 1009070209915335974*x + 17437673863794215642*(x|~y), 3735936685*~x
16109862772918451679*~(x|y) + 16109862765446578309*(x&~y) + 2336881304527036622*~y + 3735936685*(x^y), 3735936685*~x
13637426581597732688*(x&~y) + 13637426585333669373*~x + 4809317492111818928*~(x&y), 3735936685*~x
14746782369962230659*~x + 14746782366226293974*x + 14746782366226293974, 3735936685*~x
5945114409811765542*~(x|y) + 3735936685*~x + 5945114409811765542*y + 12501629663897786074*~(x&~y), 3735936685*~x
11090695856044922487*(x&~y) + 3735936685*~(x&y) + 11090695859780859172*(x&y) + 7356048213928692444*x, 3735936685*~x
7198080939745674696*~(x|y) + 7198080939745674696*~(x|~y) + 11248663137699813605*~x, 3735936685*~x
17544082892531924593*~(x|y) + 3735936685*~(x|~y) + 17544082888795987908*y + 902661184913563708*~(x&~y), 3735936685*~x
17021415909515636460*~y + 17021415913251573145*~x + 17021415909515636460*(x^y) + 2850656328387830312*~(x&y), 3735936685*~x
9227440752153469492*~(x|y) + 9227440752153469492*~(x|~y) + 9219303325292018809*~x, 3735936685*~x
14181545129761031801*~x + 14181545126025095116*x + 14181545126025095116, 3735936685*~x
7395340797695007373*~y + 7395340801430944058*~(x|~y) + 18446744069973614931*(x^y) + 11051403279750480928*~(x&y), 3735936685*~x
10734166252261012418*~(x|y) + 3735936685*~x + 10734166252261012418*x + 7712577821448539198*(x|~y), 3735936685*~x
8613247324777434618*~(x|y) + 3735936685*~(x|~y) + 8613247321041497933*(x^y) + 9833496752668053683*~(x&y), 3735936685*~x
591459257583995241*~(x&y) + 591459253848058556*(x&y) + 3735936685*~(x&~y) + 591459257583995241, 3735936685*~x
12157381824635863566*~x + 6289362252809624735*~(x&y) + 6289362252809624735*(x&y) + 12157381820899926881*x, 3735936685*~x
14714875405784445666*~x + 10983006730387466346*(x&y) + 3731868671661042635*~(x^y) + 3731868671661042635*y, 3735936685*~x
10739447076479806762*~x + 10739447072743870077*(x&y) + 7707297000965681539*~(x&~y), 3735936685*~x
13501092370861164705*(x&~y) + 13501092374597101390*~x + 4945651702848386911*~(x&y), 3735936685*~x
242643382015682947*~(x|y) + 18204100699165742039*~(x|~y) + 18204100695429805354*~(x^y) + 242643378279746262*y, 3735936685*~x
10863277707275905847*~x + 10863277703539969162*(x&y) + 7583466370169582454*~(x&~y), 3735936685*~x
12052768144652701967*~(x|y) + 6393975936528723019*~(x|~y) + 6393975932792786334*(x|~y) + 12052768140916765282*(x|y), 3735936685*~x
2567890578087630035*~(x|~y) + 3735936685*~x + 2567890578087630035*(x|~y) + 2567890578087630035, 3735936685*~x
12110747493059639256*(x&~y) + 6335996576913975675*~y + 6335996576913975675*(x^y) + 12110747500531512626*~(x&y), 3735936685*~x
8703685137881810544*(x&~y) + 8703685141617747229*~x + 9743058935827741072*~(x&y), 3735936685*~x
7845430634703640946*(x&~y) + 7845430638439577631*~x + 10601313439005910670*~(x&y), 3735936685*~x
7533844584031522940*~y + 7533844584031522940*~(x|~y) + 3735936685*~x + 10912899489678028676*~(x&y), 3735936685*~x
2385130500555018614*~(x|y) + 17254178827167978994*~x + 17254178823432042309*(x|~y) + 1192565250277509307*(x|y), 3735936685*~x
16691907417804594360*~(x|y) + 16691907417804594360*~(x|~y) + 1754836659640893941*~x, 3735936685*~x
4744333432836793122*~(x|~y) + 13702410644608695179*~x + 13702410640872758494*x + 4744333432836793122*(x|~y), 3735936685*~x
7886730762643234000*(x&y) + 10560013307330380931*~(x^y) + 10560013307330380931*y + 7886730770115107370*~(x&~y), 3735936685*~x
