# 3735936685*~x
16689911286994657724*((((x^y)&~(x^z))&~t)|((y^~(x&(y^z)))&t)) + 15811494930996577628*((((x&y)^(y|~z))&~t)|((~(x&~y)&(y^z))&t)) + 14933078530167257312*(((y^(~x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 13176245769603920215*(((z^(x|y))&~t)|(~(~x|(y&z))&t)) + 18446744062501741561*(((z^(x|(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 4392081940635677935*(((y^(~x|(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 14933078530167257312*((~(x|~z)&~t)|((y^(x|(~y|z)))&t)) + 4392081940635677935*((((x|y)&(y^z))&~t)|(~(y&z)&t)) + 10540996623155009542*(((x^(~y&z))&~t)|((~(x&y)&~(y^z))&t)) + 6148914697463078347*(((y^(x|(y|z)))&~t)|(~(x|~z)&t)) + 9662580211117879171*(((y^(x|(~y|z)))&~t)|(((x^y)|(x^z))&t)) + 7905747454290478759*((y&~z)|x) + 4392081918220057825*((((x&~y)|~(x^(y^z)))&~t)|(~(y^z)&t)) + 14054662140545747051*(((x|z)&~t)|(~(x&~y)&t)) + 6148914704934951717*(((y^~(~x&(y|z)))&~t)|((y|(x^z))&t)) + 4392081929427867880*(((x^(~y&z))&~t)|((z|~(x|y))&t)), 3735936685*~x
17475862812138472049*(((y^(x&(~y|z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 2912643801151360115*(((~z&(x^y))&~t)|((x&(~y&z))&t)) + 4854406307108210498*(((x&z)&~t)|((y^~(~x&(~y&z)))&t)) + 3883525064216814356*((~(x&~y)&~t)|((~(x&y)&~(y^z))&t)) + 7767050135158314745*((((x&y)|(x^(y^z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 2912643778735740005*(((y^~(~x&(y^z)))&~t)|((z^(~x|(~y&z)))&t)) + 970881265307016252*(((x&y)&~t)|((y^~(x|(y^z)))&t)) + 6796168886289419907*((((x&z)^~(x^(~y&z)))&~t)|((z^~(x&(y&z)))&t)) + 8737931395982206975*(((~x&(y^z))&~t)|((y^~(x&(y|z)))&t)) + 14563218990813053835*((((x&z)^(x^(y&z)))&~t)|((y^~(x|~z))&t)) + 14563219025930858674*(((x|(y^z))&~t)|((~y|~(x^z))&t)) + 8737931404201267682*((~(x|(y|z))&~t)|(((x^y)|~(x^z))&t)) + 12621456471406831386*(((~(x&~y)&~(x^(y^z)))&~t)|(((y&z)|(x&(y|z)))&t)) + 13592337750910407041*((((x&z)^(x^(~y&z)))&~t)|(((x&y)|~(x^(y^z)))&t)) + 6796168852665989742*(((~(x&~y)&(y^z))&~t)|((x|(y&z))&t)) + 1941762546304966581*((~(x^z)&~t)|(~(~x&(y^z))&t)), 3735936685*~x
11614616634989637541*(((y^~(x|~z))&~t)|(~(~x|(y|z))&t)) + 683212741256835728*(((z|(x&~y))&~t)|((y^(~x|(y&z)))&t)) + 683212744992772413*((((y&~z)|~(~x|(~y&z)))&~t)|(((x^y)&~(x^z))&t)) + 683212737520899043*((~(x&(y&z))&~t)|((z^~(x&~y))&t)) + 15030680363689436291*((((x&~y)|(x^(y^z)))&~t)|((y^(x|z))&t)) + 6148914704934951717*((~(x&y)&~t)|(~(x|~y)&t)) + 6148914682519331607*((~(y|~z)&~t)|((y^~(~x|(~y&z)))&t)) + 9564978407483193672*(((y^(~x|(~y&z)))&~t)|((y&(x^z))&t)) + 12297829383718346639*(((~x&(y|z))&~t)|((y^~(~x|(y^z)))&t)) + 683212744992772413*((((x|~y)&~(y^z))&~t)|(~(x&z)&t)) + 13664254862496081410*((~(x|y)&~t)|((y^(x|(~y&z)))&t)) + 17080318583724006790*(((z|~(x|~y))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 10248191145004092715*(((~x|(y&z))&~t)|((~(x^y)&~(x^z))&t)) + 12297829379982409954*(((z^(x&~y))&~t)|((z|~(x|y))&t)) + 683212730049025673*((((x&y)|~(y^z))&~t)|((x|z)&t)) + 13664254892383574890*(((y^~(x|(y&z)))&~t)|((x|(~y|z))&t)), 3735936685*~x
15541745008630980136*(((z&(x|~y))&~t)|((x&~z)&t)) + 9973830130161114781*((~(~x&(~y&z))&~t)|((~y&(x^z))&t)) + 9005497108468257621*(((y^~(x|~z))&~t)|((z^(x|(~y&z)))&t)) + 14089245476091694396*((~(y|~z)&~t)|((~x&(~y|z))&t)) + 726249773741516240*((~(x^(~y&z))&~t)|((~x&(~y|z))&t)) + 5422664923721562107*((((x&z)|(y&~z))&~t)|(~x&t)) + 17478411048280757771*(((y^(x&(y|z)))&~t)|((z^~(~x&(y|z)))&t)) + 15977494865404016510*((~(x|~z)&~t)|((~(x&y)&~(x^(y^z)))&t)) + 919916367619464954*(((y^(x|(~y|z)))&~t)|((x^(y&z))&t)) + 15832244914391649947*(((x|(~y&z))&~t)|((y^~(x&(~y|z)))&t)) + 15105995144386070392*(((y^~(x&~z))&~t)|((y^~(x&z))&t)) + 14234495427104060959*(((x&(y&z))&~t)|((y^(~x|(y^z)))&t)) + 4405915247955312741*((((x&z)|~(y|z))&~t)|((y&z)&t)) + 11813662872871918059*((~(x&y)&~t)|(((x&~y)|~(y^z))&t)) + 13024079153723926194*(((y^~(x&(~y&z)))&~t)|((x|y)&t)) + 17817327608114819788*((~(y&~z)&~t)|((x|z)&t)), 3735936685*~x
12567303731193683636*(((~(x|~y)|(x^(y^z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 8966146516732793642*((~(y&z)&~t)|((y^(x|(y|z)))&t)) + 10068541594964281457*(((y^~(x&(y^z)))&~t)|((~(x|y)|(y^z))&t)) + 7716765454221997580*(((y|~(x|z))&~t)|(~(x|~z)&t)) + 14037163816822650631*(((y^~(~x|(~y&z)))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 4262594253927909313*(((z&(x|y))&~t)|(((x|~y)&(x^(y^z)))&t)) + 8966146516732793642*(((x&(y&z))&~t)|((y^~(x&(y|z)))&t)) + 1616846099795768722*(((y^(x|(y&z)))&~t)|(~(x^(~y|z))&t)) + 6908342396852239849*((~(~x&(y^z))&~t)|(((x&y)|(y^z))&t)) + 2057804119880553793*(((x|(y^z))&~t)|((~(x&~y)&~(y^z))&t)) + 10215527597923273129*(((y^(x&(y^z)))&~t)|((~(x|y)|~(y^z))&t)) + 1690339097539327873*((((x&y)^(x^(y&z)))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 15874488921056906861*((~(y&z)&~t)|(((x^y)|~(x^z))&t)) + 2792734164563005633*(((~(x|y)|(y^z))&~t)|((x|y)&t)) + 3013213176473366511*(((y^(~x|(~y&z)))&~t)|((z|(x&~y))&t)) + 16388939950093061138*(((y|(x&z))&~t)|((z|(x^y))&t)), 3735936685*~x
18103015922223552823*((~(x&(y^z))&~t)|((~(x^y)&(x^z))&t)) + 114576050495332931*(((y^~(x|z))&~t)|((~y&~(x^z))&t)) + 18332168023214218685*(((z^(~x|(y|z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 11915909221627131344*(((y^(~x|(y|z)))&~t)|((y^z)&t)) + 2176944959411325689*((~z&~t)|((z^~(~x&(y&z)))&t)) + 14551158368076042017*((((x|y)&(x^(y^z)))&~t)|(~(x&(~y|z))&t)) + 3895585701897572914*(((z^(x&(y|z)))&~t)|((y^(x|~z))&t)) + 2635249150184847358*((~(x|(~y&z))&~t)|(((x^y)|(x^z))&t)) + 12603365513391318875*((((x&y)^(y|z))&~t)|((z^(~x&(y|z)))&t)) + 2749825196944243604*(((z^(x|(~y|z)))&~t)|((x|~z)&t)) + 8822355861989078892*((((x|y)&~(x^(y^z)))&~t)|((z&(x|~y))&t)) + 572880256212601340*(((y|~z)&~t)|((z&(x|~y))&t)) + 16957255421006160198*((((x&z)|~(y|z))&~t)|((x|(~y&z))&t)) + 8593203768470286400*((~(x|~z)&~t)|(((x^y)|~(x^z))&t)) + 4812194105860236362*(((z^(~x&(y|z)))&~t)|(((x&y)|~(x^(y^z)))&t)) + 229152097254729177*(((x|~y)&~t)|((z|~(x|~y))&t)), 3735936685*~x
10248191142762530704*(((z^~(x&y))&~t)|((z^(~x|(~y|z)))&t)) + 6148914692979954325*(((x|(y^z))&~t)|((~z&~(x^y))&t)) + 10248191147992842063*(((y^(x&(y^z)))&~t)|((x&~y)&t)) + 14347467617202289204*(((z^~(x&(~y|z)))&~t)|((y^~(~x|(~y&z)))&t)) + 12297829376993660606*((((x&y)|(y^z))&~t)|((z^(x&(y|z)))&t)) + 14347467617949476541*((((x&y)|~(y^z))&~t)|((z^~(~x&(~y|z)))&t)) + 4099276456507262412*(((z&(x|y))&~t)|((y^(x&(y|z)))&t)) + 14347467620191038552*(((~x&(y|z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 12297829383718346639*((((x&z)^(y|z))&~t)|(((x&y)^(y|z))&t)) + 2049638234231129902*((~(y^z)&~t)|(~(x&y)&t)) + 16397105848444669758*(((y^(~x|(y^z)))&~t)|((z^(~x&(y|z)))&t)) + 14347467611971977845*(((z&~(x^y))&~t)|((z^~(x&(y|z)))&t)) + 6148914695221516336*((~(x^(~y|z))&~t)|((x|~z)&t)) + 6148914695221516336*((((x^y)&~(x^z))&~t)|((~(x|y)|~(y^z))&t)) + 14347467605994479149*((~(~x|(~y|z))&~t)|(~(y&~z)&t)) + 16397105837984047040*(((y^~(~x&(y&z)))&~t)|((y|z)&t)), 3735936685*~x
12297829376246473269*(((~(x|~y)|~(y^z))&~t)|((~z&(x^y))&t)) + 13982463542033253694*(((y^(~x|(~y&z)))&~t)|((~y&(x^z))&t)) + 3790426872086271785*(((x|(y|z))&~t)|(~y&t)) + 17772890410383588794*(((z&~(x&~y))&~t)|((~(x&y)&(y^z))&t)) + 1095012203838673757*(((z^~(x|~y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 17099036739585752602*(((y&(x|z))&~t)|((z^(x|(~y&z)))&t)) + 12803219633080787098*(((y|~(x^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 17099036739585752602*(((y^~(x|~z))&~t)|((z&(x^y))&t)) + 16762109919130581246*(((z^~(~x&(~y&z)))&~t)|((y^(x&(~y|z)))&t)) + 9939341554605603392*(((y|~(x^z))&~t)|((y^(x|(y^z)))&t)) + 9686646431792351505*((((x^y)&~(x^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 1431939046709465223*(((z^(~x|(~y&z)))&~t)|((x^(~y&z))&t)) + 3958890271106047408*((((x&y)^~(x^(~y|z)))&~t)|((x|~y)&t)) + 3285036611516021271*(((~(x|y)|(x^(y^z)))&~t)|(((x&y)|(y^z))&t)) + 15245939171043259869*(((x|y)&~t)|(~(x&~z)&t)) + 3285036615251957956*(((z^~(x|(y&z)))&~t)|((z|(x^y))&t)), 3735936685*~x
8384883697853540084*(((y&~(x&~z))&~t)|((x&~y)&t)) + 6707906910761717434*(((y^~(x|(~y&z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 11738837131565966028*((((x&y)|(y^z))&~t)|((y^(x|(y|z)))&t)) + 16769767364325212014*((~(x|~z)&~t)|((z^~(~x&(~y|z)))&t)) + 3353953473313354805*(((z^~(x&~y))&~t)|(~(x&z)&t)) + 11738837122599717984*(((~x&(~y|z))&~t)|((z&~(x&y))&t)) + 10061860385569446913*(((y^(x&(y|z)))&~t)|((y^(x|(~y&z)))&t)) + 10061860416204127730*(((y^~(x&(y|z)))&~t)|((~y|(x^z))&t)) + 6707906936913274229*(((x&(y^z))&~t)|((z^~(x&y))&t)) + 15092790601890571485*(((y^~(x|z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 6707906925705464174*(((z^(x|(y&z)))&~t)|((x^(y^z))&t)) + 3353953488257101545*(((z&(x^y))&~t)|((y^~(x&(y|z)))&t)) + 1676976731799959712*(((x&~y)&~t)|((x&(y|z))&t)) + 8384883638078553124*((((y&z)|(~x&(y|z)))&~t)|((~(x^y)|(x^z))&t)) + 8384883700095102095*(((y^(~x&(~y|z)))&~t)|((z|~(x|~y))&t)) + 5030930198388628484*(((y&(x|~z))&~t)|((z|~(x^y))&t)), 3735936685*~x
10737656996456633022*(((y^~(x&z))&~t)|(~(~x|(y|z))&t)) + 14041551459203865758*((~(x|~z)&~t)|(~(y|z)&t)) + 5781815309807657288*(((z^(~x|(~y|z)))&~t)|(~(x|y)&t)) + 4129868074698104235*(((~y&~(x^z))&~t)|((y^~(x&(y^z)))&t)) + 4955841690384912419*((((x&y)|~(x^(y^z)))&~t)|((z^(~x|(y&z)))&t)) + 6057139842143365541*((~(x^(~y|z))&~t)|((~(x&y)&(y^z))&t)) + 7433762537445336971*(((z^~(~x&(y|z)))&~t)|((~(x|y)|(y^z))&t)) + 7709087077252918594*((~x&~t)|((y^(x|(y^z)))&t)) + 3028569926675587798*((((y&z)^~(~x&(y^z)))&~t)|(((x^y)|(x^z))&t)) + 11838955151951022829*(((y^(~x|(y|z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 17345445921951098494*((((x&y)^(y|z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 7158437993901818663*((((x|y)&~(x^(y^z)))&~t)|((z&(x|y))&t)) + 14316875999011447381*(((y^~(x|z))&~t)|((z^~(x|y))&t)) + 825973619422744869*((z&~t)|((z^~(x|(y&z)))&t)) + 3854543534890522612*(((y^~(x&(~y&z)))&~t)|(~(x&~x)&t)), 3735936685*~x
14710694639536766969*(((y^(x|(y|z)))&~t)|((x&~x)&t)) + 6071080333986516485*(((~(x&y)&(y^z))&~t)|((z^(x|(~y|z)))&t)) + 14477191543876770024*((((x&z)^~(x^(y&z)))&~t)|((x&(~y&z))&t)) + 6771589598550887210*(((z^~(~x&(y|z)))&~t)|((y^(~x|(y|z)))&t)) + 8172608134404314693*((((x&~y)|(y^z))&~t)|(~(x^(~y&z))&t)) + 15411203901859575683*(((~(x&~y)&(x^(y^z)))&~t)|((y^(x&(~y|z)))&t)) + 14944197733702389240*(((~(x&y)&(x^(y^z)))&~t)|((~z|(x^y))&t)) + 9106620496123057037*(((~x|(~y&z))&~t)|((y^(x|(~y&z)))&t)) + 13543179195607399746*(((y^~(x|(y&z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 3035540163630915226*((((x&y)|~(y|z))&~t)|((y^~(x|(~y&z)))&t)) + 5137067968531837456*(((x&(y^z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 17512731714979558620*((((x&z)^(y|z))&~t)|((y^~(x|~z))&t)) + 8406111219603688920*((((x&y)^(x^(y&z)))&~t)|((x|(~y&z))&t)) + 11208148292057731223*((~(~x|(y&z))&~t)|(~(y^z)&t)) + 6538086513351512983*((~(x^(~y|z))&~t)|((z&(x|y))&t)) + 8406111227075562290*(((y^(~x|(~y&z)))&~t)|((x|(y|z))&t)), 3735936685*~x
5425512968789296975*(((~x&(~y&z))&~t)|((z^(~x|(y|z)))&t)) + 15191436294677535442*((~(x^(y&z))&~t)|(~z&t)) + 9765923329624175152*((~(y|z)&~t)|(((y&z)^~(x&(y^z)))&t)) + 4340410372042688232*((((x&~y)|~(x^(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 15191436294677535442*(((~x|(~y|z))&~t)|((~x&(~y|z))&t)) + 1085102596746608743*((((x&y)|~(y|z))&~t)|((x^(y|z))&t)) + 7595718151074704406*((((x&y)^(y|z))&~t)|((z&(x^y))&t)) + 3255307775296079489*(((~(x&~y)&(y^z))&~t)|((y^(x&z))&t)) + 8680820740349439779*((~(x&~y)&~t)|(((x&y)^(y|z))&t)) + 17361641480698879558*(((x|~z)&~t)|((x|(~y&z))&t)) + 17361641476962942873*((((x&z)^(x^(y&z)))&~t)|((y&z)&t)) + 6510615561799969033*((((x&z)^~(x^(~y&z)))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 3255307779032016174*(((z^(x|~y))&~t)|(((y&z)|(x&(y|z)))&t)) + 5425512965053360290*((((x&~y)|~(y^z))&~t)|((z|~(x^y))&t)) + 5425512957581486920*(((z^~(x|y))&~t)|((x|(y|z))&t)), 3735936685*~x
82190607070*((~(x^(~y&z))&~t)|(~z&t)) + 48567176905*(((y^~(~x&(y|z)))&~t)|((~(x^y)&(x^z))&t)) + 12297829316471486309*(((z|(x&~y))&~t)|((~(x^y)&(x^z))&t)) + 6148914574177167742*(((y^~(~x&(~y&z)))&~t)|((z^(x|(y&z)))&t)) + 18446743976575197806*(((z^(x&~y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 12297829458437080339*(((~(x|~y)|(x^(y^z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 6148914667575584867*(((z^~(x|(y&z)))&~t)|(((x&~y)|(y^z))&t)) + 12297829346358979789*((((x&y)|(y^z))&~t)|(((x^y)&(x^z))&t)) + 6148914633952154702*((((y&~z)|~(x|(~y&z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 112078100550*(((z^~(~x|(~y&z)))&~t)|((z&~(x&y))&t)) + 85926543755*(((y^~(x&(y|z)))&~t)|(~(x^(y&z))&t)) + 18446744002726754601*(((x^(y|z))&~t)|(((x&z)|~(y|z))&t)) + 6148914719878698457*(((z^(~x|(~y|z)))&~t)|((z^(x&~y))&t)) + 12297829338887106419*(((z^(~x|(y|z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 6148914630216218017*(((y^(~x|(y&z)))&~t)|((y^(~x&(y^z)))&t)) + 12297829443493333599*(((y^~(x&(~y|z)))&~t)|((x|(~y|z))&t)), 3735936685*~x
4854406330271017945*(((y^(~x|(~y|z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 2912643805634484137*((y|~t)&~x) + 2912643801898547452*(((~y&~(x^z))&~t)|((z^(x|~y))&t)) + 12621456469912456712*(((~(x&y)&(y^z))&~t)|(((x&z)^~(y&~z))&t)) + 970881269790140274*(((x^(~y|z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 9708812679221719315*(((y^~(x&(~y&z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 3735936685*(((z^~(x&(~y|z)))&~t)|(~(~x|(y^z))&t)) + 17475862807655348027*(((y^(x|z))&~t)|((y^~(x|~z))&t)) + 11650575211330126493*(((y^(x&(y^z)))&~t)|(((x&z)|~(y|z))&t)) + 1941762539580280548*((~z&~t)|((y^(x&~z))&t)) + 16504981530393334383*(((~(x|y)|(x^(y^z)))&~t)|((y^(x&~z))&t)) + 16504981545337081123*(((z&(x|~y))&~t)|(y&t)) + 10679693930332176164*(((y|~(x^z))&~t)|((z^~(x|y))&t)) + 1941762532108407178*(((x&~x)&~t)|((y|~(x^z))&t)) + 4854406334006954630*(((y^~(~x&(~y&z)))&~t)|((z|(x^y))&t)) + 10679693934068112849*(((z&~(x&y))&~t)|((y|z)&t)), 3735936685*~x
18679683425*(((~(x&~y)&(x^(y^z)))&~t)|(~(~x|(~y|z))&t)) + 62763736308*(((~(x&y)&(y^z))&~t)|((x&~z)&t)) + 18446744061007366887*((((y&z)^~(~x&(y^z)))&~t)|((y&~z)&t)) + 20174058099*(((y&(x|z))&~t)|((z^(x|(y&z)))&t)) + 18446744071467989605*(((~y|~(x^z))&~t)|((z^(x|y))&t)) + 36612179513*(((y^(~x&(~y|z)))&~t)|((y^(~x|(y|z)))&t)) + 18446744000485192590*((~(x&~x)&~t)|((z^(x|(~y&z)))&t)) + 43336865546*(((z^~(x|(y&z)))&~t)|((y^(x&(y|z)))&t)) + 18446744053535493517*(((~y&~(x^z))&~t)|((x&(y&z))&t)) + 39600928861*((~(x|(y|z))&~t)|((y&(x|~z))&t)) + 29140306143*(((y&(x|z))&~t)|(~(x^y)&t)) + 18446744001232379927*((((y&z)|(~x&(y|z)))&~t)|(((x&y)|~(y|~z))&t)) + 54544675601*((((x&y)^(y|~z))&~t)|((x|(~y&z))&t)) + 18446744009451440634*((~(x|z)&~t)|(~(~x&(y&z))&t)) + 31381868154*(((~y&(x^z))&~t)|((y&z)&t)) + 2241562011*(((y^~(~x&(y&z)))&~t)|(~(y&~z)&t)), 3735936685*~x
13415813858882801718*((((y&z)^~(x&(y^z)))&~t)|(~z&t)) + 5030930207354876528*(((x^(~y&z))&~t)|((y^~(x&(y^z)))&t)) + 13415813877562485143*(((z^(~x|(y&z)))&~t)|(((x&y)^~(x^(y&z)))&t)) + 11738837151740024127*((((x&y)^~(x^(y&z)))&~t)|((x&(~y&z))&t)) + 1676976722086524331*(((~z|(x^y))&~t)|((y^z)&t)) + 8384883651527925190*((((x&y)^(x^(y&z)))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 8384883662735735245*(((z^(~x|(~y&z)))&~t)|((z^(x|(~y&z)))&t)) + 15092790648216186379*(((y^~(~x|(y&z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 10061860418445689741*(((z|~(x^y))&~t)|((z^(x&(~y|z)))&t)) + 13415813862618738403*(((x|~z)&~t)|((y^(x&(~y|z)))&t)) + 5030930196147066473*(((z|(x&~y))&~t)|((~y|(x^z))&t)) + 5030930229770496638*(((y^~(x&(~y&z)))&~t)|(((y&~z)^(x|(y^z)))&t)) + 8384883647791988505*((((y&~z)^(x|(y^z)))&~t)|((z^~(x|~y))&t)) + 10061860410973816371*(((x&~x)&~t)|(((x&y)|(y^z))&t)) + 16769767344151153915*((~(~x|(y&z))&~t)|((y|~z)&t)) + 15092790588441199419*((~(x&(~y|z))&~t)|((~(x|y)|~(y^z))&t)), 3735936685*~x
6148914684818369567*(((~(x&y)&(y^z))&~t)|(~(x|z)&t)) + 15805885975*(((z^(x&y))&~t)|((y^(~x|(y&z)))&t)) + 6148914698325217582*(((~(x^y)&~(x^z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 18446744071410513656*(((~(x&y)&~(y^z))&~t)|((y&~(x&z))&t)) + 6148914682231951862*(((y&z)&~t)|((~x&(y|z))&t)) + 12297829380557169444*((((x&~y)|(x^(y^z)))&~t)|(~x&t)) + 12297829384005726384*(((z^~(~x&(y|z)))&~t)|((y^~(~x&(~y|z)))&t)) + 6148914679070774667*(((y^(x&(~y|z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 6148914700911635287*(((y^~(~x&(y|z)))&~t)|((z^(x&y))&t)) + 6148914691428103702*((~(x^(~y|z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744055604627681*(((~(x&y)&~(y^z))&~t)|((x|~y)&t)) + 12297829373660055564*(((~(x|y)|(y^z))&~t)|(~(y^z)&t)) + 14656366995*((((x&y)^(y|~z))&~t)|((~(x|~y)|~(y^z))&t)) + 12297829382568827659*(((y|(x&z))&~t)|((~(x|~y)|~(y^z))&t)) + 12297829386017384599*(((z|(x&y))&~t)|(((x&y)^(x^(y&z)))&t)) + 12297829390902840264*(((~z&(x^y))&~t)|((z^~(x|(y&z)))&t)), 3735936685*~x
13305848185601228549*(((~y|~(x^z))&~t)|(~(x|z)&t)) + 7459339131691764123*(((x|(~y&z))&~t)|((x&~z)&t)) + 15019480142077441763*(((y^(x|(y^z)))&~t)|((y&~z)&t)) + 14717074509731637897*(((z&(x^y))&~t)|((z^(x|(y|z)))&t)) + 15624291432920606290*((~z&~t)|(((x|y)&(y^z))&t)) + 9777782375275205179*((((y&z)^~(x&(y^z)))&~t)|((z^~(x&(~y&z)))&t)) + 6753725980834369504*(((~x&(y|z))&~t)|((y&(x^z))&t)) + 7459339131691764123*((((x&y)^~(x^(~y|z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 13709055707848755987*((((x&z)^(x^(~y&z)))&~t)|((z^~(x&y))&t)) + 7761744775245378044*(((~(x|y)|~(y^z))&~t)|((x^(y^z))&t)) + 7056131609444236685*(((y&~(x&z))&~t)|((y^~(x|~z))&t)) + 11088206824447637695*(((x&(y&z))&~t)|((y^(~x&(~y|z)))&t)) + 11491414339223291763*(((y&(x|z))&~t)|(~(~x&(~y|z))&t)) + 11693018096611118797*(((y&~(x^z))&~t)|((y&(x|z))&t)) + 8870565455822173471*(((y^~(x|z))&~t)|((z^~(~x|(y&z)))&t)) + 2116839486195614022*(((x|y)&~t)|((y|~(x|~z))&t)), 3735936685*~x
14563219013228673945*((((y&z)|(~x&(y|z)))&~t)|(~(x|(~y|z))&t)) + 6796168866115361808*(((y^(~x&(y^z)))&~t)|(~(~x|(~y|z))&t)) + 12621456458704646657*((((x&y)|~(x^(y^z)))&~t)|((~(x&~y)&(y^z))&t)) + 9708812682957656000*(((y^(x|(y^z)))&~t)|((z^(~x|(y&z)))&t)) + 6796168858643488438*(((z^(x&~y))&~t)|((y^(x|(~y|z)))&t)) + 5825287603797094904*((~(~x|(y^z))&~t)|((~(x&y)&~(y^z))&t)) + 8737931420639389096*((~(x&~y)&~t)|((y^(x|(y^z)))&t)) + 5825287615004904959*((((y&z)|(x&(y|z)))&~t)|(((x&y)|~(y|z))&t)) + 7767050143377375452*(((x&~x)&~t)|((y^~(x|~z))&t)) + 18446744066237678246*(((x^(~y|z))&~t)|((x&z)&t)) + 970881269790140274*(((z|(x&~y))&~t)|((y^(~x|(~y&z)))&t)) + 11650575203858253123*(((z|(x&y))&~t)|((y|~(x|z))&t)) + 18446744058765804876*(((z|~(x|~y))&~t)|(((x&~y)|~(y^z))&t)) + 970881273526076959*((~(x|(y^z))&~t)|((z^~(x|(y&z)))&t)) + 14563219005756800575*(((y^~(x&~z))&~t)|((x|y)&t)) + 13592337732230723616*(((y^~(~x|(y^z)))&~t)|(~(~x&(~y&z))&t)), 3735936685*~x
7982801519229702094*(((x&z)&~t)|(~(x|(y|z))&t)) + 8953682789019842368*(((z^~(x&(y|z)))&~t)|((~z&~(x^y))&t)) + 17044360026063201263*(((y|(x&z))&~t)|((~z&~(x^y))&t)) + 3236270891828594210*(((z^~(x|~y))&~t)|((~y&(x^z))&t)) + 13484462036832686925*(((x&(y^z))&~t)|((y^(x|(y&z)))&t)) + 10248191159947839455*((((x&z)^(x^(~y&z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 2373265309964617257*(((y^(x|(y^z)))&~t)|(~(y|~z)&t)) + 1833886844182243857*(((y^~(~x&(y&z)))&~t)|(((x&y)^(y|~z))&t)) + 10463942539536102782*((((x&z)^~(x^(~y&z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 16073478748801187619*(((~(x|y)|(y^z))&~t)|((y^(x|~z))&t)) + 8630055706561668980*(((z|(x&y))&~t)|((y^(x&z))&t)) + 4530779259020654612*(((z^~(x|(y&z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 15102597486482920715*(((z&~(x&~y))&~t)|((z^~(x&(y&z)))&t)) + 7982801534173448834*(((~y|~(x^z))&~t)|((z^(~x&(y|z)))&t)) + 5501660510131111461*((((x&y)^(y|~z))&~t)|(((x&z)^(x^(y&z)))&t)) + 8306428616631622222*(((z|(x&y))&~t)|((y|(x^z))&t)), 3735936685*~x
