# 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(y&~z) + 18446744069973614931*~(x&(~y|z)) + 18446744069973664305, 49374 + 3735936685*x
6148914689991188519*(~(x&y)&(x^(y^z))) + 6148914689991188519*((x&z)^~(x^(y&z))) + 18446744069973614931*~(x|~y) + 18446744066237678246*(y^~(x|z)) + 6148914697463061889*(y|~(x|~z)) + 12297829391190187093*~(~x&(y^z)) + 18446744069973614931*(x|z), 49374 + 3735936685*x
3735936685*~(~x|(y&z)) + 12297829379982393496*(z^~(~x|(~y&z))) + 12297829383718330181*(x|(~y&z)) + 12297829383718379555*((x|y)&~(y^z)) + 18446744073709502242*(~(x|~y)|~(y^z)) + 12297829383718330181*(z|(x&y)), 49374 + 3735936685*x
18446744069973614931*(z^(x|(~y|z))) + 3735920227*~(~x|(y&z)) + 3735920227*(y^(x|(~y|z))) + 18446744066237678246*(y^~(~x|(~y&z))) + 18446744069973614931*((x&y)|(y^z)) + 7471856912*(y|(x&~z)) + 18446744073709535158*((x&y)^(x^(~y|z))) + 18446744073709535158*(~x|(y|z)), 49374 + 3735936685*x
18446744069973516183*(~z&(x^y)) + 18446744066237530124*(x&(y^z)) + 3735936685*(y^(x|(y|z))) + 7471972118*(y^(x|~z)) + 3735986059*(z^(~x|(~y&z))) + 11207908803*(x&y) + 18446744069973565557*(y^~(x&z)) + 18446744066237530124*(~(x&~y)&~(y^z)), 49374 + 3735936685*x
18446744055029868191*(z^(~x|(y|z))) + 29887394732*~z + 3735887311*(y^~(x&(~y&z))) + 18446744058765903624*(y^~(~x&(y^z))) + 7471774622*(y^~(~x&(~y|z))) + 18446744066237727620*(z^~(~x|(~y&z))) + 18446744058765854250*(x^(y^z)) + 18679584677*(z^~(x|~y)), 49374 + 3735936685*x
18446744055029966939*(y^~(x&(~y&z))) + 18446744069973664305*(~x&(y&z)) + 18446744069973614931*((x&y)^(y|~z)) + 18446744058765854250*((x&z)^(y|z)) + 26151408673*~(x&z) + 7471823996*((x|~y)&(x^(y^z))) + 18446744066237727620*(y|~z) + 3735887311*(z^~(x|y)), 49374 + 3735936685*x
18446744062501790935*((y&~z)|~(x|(~y&z))) + 14943697366*(~x&(y|z)) + 18446744062501741561*(~x|(y^z)) + 18446744069973614931*(y&(x|~z)) + 18446744066237678246*(~(x|~y)|~(y^z)) + 18679634051*(y|~(x^z)) + 18446744058765854250*z + 11207760681*(x|(~y|z)), 49374 + 3735936685*x
18446744073709502242*~x + 3735887311*x, 49374 + 3735936685*x
8285358892694430345*((x&y)^~(x^(~y|z))) + 8285358892694479719*((x|~y)&(y^z)) + 16570717781653022753*(z^(x|~y)) + 3752052580377170415*((x&~y)|~(x^(y^z))) + 10161385184751057956*~(~x|(~y&z)) + 12037411469335713449*(y^~(x|~z)) + 16570717785388910064*((x&z)|(y&~z)) + 16570717785388860690*(~(x^y)|(x^z)), 49374 + 3735936685*x
8198552924969549646*((x&y)^~(x^(y&z))) + 10248191156211924714*(x&~y) + 4099276455012876766*((x&z)^~(x^(y&z))) + 4099276458748813451*(z^~(~x&(~y|z))) + 2049638231242375068*(~(x|~y)|~(x^(y^z))) + 12297829383718313723*(~y|(x^z)) + 10248191152475938655*(z^~(x&(y&z))) + 8198552924969500272*(z^~(x|~y)), 49374 + 3735936685*x
12297829383718346639*(~z&~(x^y)) + 3735887311*~z + 6148914686255268292*~(x|(y&z)) + 6148914693727141662*(z^~(~x&(~y&z))) + 12297829379982409954*(z^(x|~y)) + 6148914689991204977*((x&z)^(y|z)) + 3735887311*z, 49374 + 3735936685*x
18446744069973664305*(~x&(y&z)) + 11207760681*((x|y)&~(x^(y^z))) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 7471873370*(y^~(x|(~y&z))) + 18446744073709502242*~(x&~y) + 7471823996*((x&~y)|~(y^z)) + 18446744062501790935*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
18446744069973614931*~(x|(y^z)) + 18446744073709502242*(z^(x&(~y|z))) + 18446744073709502242*(z^~(x&(~y|z))) + 3735936685*~(~x&(y^z)), 49374 + 3735936685*x
3572115729388186040*(y^(x|(~y|z))) + 14874628340585428891*(~(x&y)&~(y^z)) + 9721030426851231471*(x^(y&z)) + 14874628340585428891*(~(x|~y)|(y^z)) + 2576798960603035395*(x|~z) + 3735887311*(~y|~(x^z)) + 9721030423115294786*(y|~(x|z)) + 6148914689991221435*((x^y)|~(x^z)), 49374 + 3735936685*x
18446744066237727620*((x&z)^~(y&~z)) + 3735887311*~(x&(y|z)) + 3735936685*(x|~y) + 18446744069973614931*(~(x^y)|~(x^z)) + 3735887311*(x|(~y|z)), 49374 + 3735936685*x
14943746740*(z^(x|(~y|z))) + 18679634051*(y&~z) + 18446744055029868191*~z + 18446744066237678246*(z^(x&(y|z))) + 18446744069973614931*~(x^(y|z)) + 7471823996*~(y&~z), 49374 + 3735936685*x
2988749348*(y&~z) + 1494374674*((x|~y)&~(x^(y^z))) + 18446744072215127568*(z^(x&(y|z))) + 747187337*(x^z) + 747187337*(y^~(x&(~y|z))) + 5230311359*(x&(~y|z)) + 18446744070720752894*(z^~(x&(y|z))) + 747187337*~(y^z), 49374 + 3735936685*x
14943796114*~(~x|(~y|z)) + 18446744066237678246*(~(x&~y)&(y^z)) + 18446744073709502242*(y^(x&(y|z))) + 11207859429*(~y|~(x^z)) + 18446744066237579498*(x|~y) + 18446744073709502242*(y|~(x|~z)) + 18446744069973614931*(z^~(x|(y&z))) + 3735986059*(z|(x&y)), 49374 + 3735936685*x
2635249151785977187*(y^~(x&(~y&z))) + 7905747459093818872*(~x&(~y|z)) + 10540996614615683370*(x^(y|z)) + 7905747459093818872*(z^(~x|(~y&z))) + 10540996614615732744*((x|~y)&(x^(y^z))) + 13176245770137597242*~(~x&(y|z)) + 5270498307307841685*(y^(~x|(~y&z))), 49374 + 3735936685*x
12297829379982393496*(z^~(x&~y)) + 12297829379982393496*(y^z) + 3735936685*~(x^(y&z)) + 18446744062501790935*(y&~(x&~z)) + 3735887311*(y^(x&~z)) + 6148914689991172061*((x&y)^(x^(~y|z))) + 12297829391190203551*(y|(x&z)), 49374 + 3735936685*x
18446744069973614931*((y&z)^~(x&(y^z))) + 14943647992*(y^~(~x|(~y&z))) + 18446744066237727620*~(x&y) + 18446744047558093569*(z^(x&y)) + 18679584677*(~(x|y)|~(x^(y^z))) + 18446744058765854250*(z^(~x|(~y&z))) + 7471823996*(y^(~x|(y^z))) + 11207760681*((x&y)|(y^z)), 49374 + 3735936685*x
18446744069973614931*(~x&(y|z)) + 18446744069973664305*(y^~(~x&(~y|z))) + 3735887311*(x^(y&z)) + 3735936685*(z^(x&y)) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 3735887311*(~x|(~y|z)), 49374 + 3735936685*x
18446744069973664305*(y^~(x&(~y&z))) + 6148914682519380981*(~x&(y^z)) + 6148914686255367040*((x|~y)&~(x^(y^z))) + 12297829391190121261*~(y&z) + 6148914689991155603*(~(x&y)&~(x^(y^z))) + 6148914689991204977*(x^(y&z)) + 12297829383718297265*~(x^y) + 6148914693727141662*z, 49374 + 3735936685*x
3735936685*(~z&~(x^y)) + 3735936685*((x^y)&(x^z)) + 18446744069973614931*(~(x&y)&~(y^z)) + 3735936685*(x&(~y|z)) + 49374, 49374 + 3735936685*x
18446744073709502242*~(x|(~y|z)) + 18446744069973614931*(z^(x&(y|z))) + 3735887311*(y^(x&z)) + 3735887311*~(~x|(~y&z)) + 18446744069973664305*(~(x|~y)|~(y^z)) + 3735837937*(~(x|y)|~(y^z)) + 49374*(z^~(~x|(y&z))), 49374 + 3735936685*x
6052366837574987379*(~z&(x^y)) + 4034911225049958670*(y^(~x|(y&z))) + 16429288461184572281*(z^(x|(y&z))) + 4034911225049958670*~(x|~y) + 16429288461184572281*(z^~(~x&(y&z))) + 16429288461184522907*~(x&(y|z)) + 6052366841310874690*x + 12394377236134564237*~(~x&(~y|z)), 49374 + 3735936685*x
3689348814741920198*((x|y)&(y^z)) + 3689348814741920198*(y^(x&(~y|z))) + 3689348814741870824*(~x|(~y&z)) + 14757395258967631418*~(x&(y&z)) + 11068046444225711220*((y&~z)|~(~x|(~y&z))) + 3689348814741920198*(z^(~x&(~y|z))) + 7378697633219727707*x + 14757395258967631418*(y^~(x|z)), 49374 + 3735936685*x
12297829383718330181*(z^~(x&~y)) + 12297829383718330181*(y^~(~x&(~y|z))) + 3735936685*~(~x|(y^z)) + 12297829383718330181*(y^~(x&(y|z))) + 12297829379982393496*~(x&(y^z)) + 12297829383718330181*(y|z), 49374 + 3735936685*x
18446744062501790935*(~(x&y)&~(x^(y^z))) + 7471823996*(~(x|y)|~(x^(y^z))) + 18446744069973614931*~(x&(y&z)) + 18446744069973614931*(x^(y^z)) + 18446744069973614931*((x&z)^~(x^(~y&z))) + 11207760681*((x^y)|~(x^z)), 49374 + 3735936685*x
7471823996*(~x&(y^z)) + 7471823996*(y&(x^z)) + 18446744066237727620*(x^z) + 18446744069973614931*~(x&z) + 7471823996*(~y|(x^z)) + 7471823996*~(~x|(y^z)) + 18446744069973614931*~(x&~z), 49374 + 3735936685*x
6148914689991237893*((x|~y)&~(x^(y^z))) + 12297829383718313723*(~(x|y)|(y^z)) + 12297829379982426412*~(x|~y) + 12297829383718363097*((x&z)|(y&~z)) + 3735887311*~(~x&(~y&z)) + 6148914693727125204*(z|(x&y)) + 18446744069973614931*(~x|(y|z)), 49374 + 3735936685*x
12297829383718313723*(y&~z) + 6148914693727174578*(y^~(~x&(y^z))) + 12297829383718313723*(x^(y&z)) + 12297829379982426412*(~x|(y^z)) + 6148914693727125204*(y^(~x|(~y&z))) + 12297829383718363097*y + 6148914693727174578*(z|(x&~y)) + 12297829379982327664*(~x|(~y|z)), 49374 + 3735936685*x
6148914689991188519*(z^~(~x&(~y&z))) + 6148914693727125204*(y^(x|z)) + 12297829379982426412*((x|~y)&(y^z)) + 3735936685*(x&(y&z)) + 18446744066237678246*(y^(x&~z)) + 3735936685*(~(x^y)|(x^z)) + 6148914697463061889*(x|y) + 12297829379982377038*(z|~(x^y)), 49374 + 3735936685*x
3735936685*~(~x|(y|z)) + 49374*(~z&~(x^y)) + 18446744073709502242*(z^~(~x&(~y&z))) + 3735887311*(~(x&~y)&~(x^(y^z))) + 7471823996*(x&z) + 18446744069973614931*(z^~(x|y)), 49374 + 3735936685*x
18446744066237579498*~(~x|(y|z)) + 7471873370*(x^z) + 18446744062501692187*(z^~(~x&(~y|z))) + 7471922744*((x^y)|(x^z)) + 7471922744*((x|y)&(x^(y^z))) + 18446744073709502242*(z^~(x&(~y|z))) + 18446744069973565557*(z|~(x|~y)), 49374 + 3735936685*x
15610254745762903244*~(~x|(y&z)) + 2836489331682535683*~(y&z) + 5672978667101008051*(~x&(y&z)) + 15610254738291079248*(z&(x^y)) + 2836489335418472368*(x&z) + 15610254742026966559*(~x|(y&z)), 49374 + 3735936685*x
18446744069973614931*((x^y)&~(x^z)) + 3735936685*(z^~(x&~y)) + 8292539072152149409*(y^(x|z)) + 10154204994085479463*(z^(x|(~y&z))) + 8292539068416212724*~(x^(y^z)) + 10154205009029275577*(x^(y&z)) + 10154205001557352833*(z^~(x|(~y&z))) + 8292539075888086094*((x&z)^(x^(y&z))), 49374 + 3735936685*x
18446744069973565557*(y^(x&(~y|z))) + 18446744066237628872*~(x^y) + 7471873370*(x|~y) + 3735936685*y + 18446744069973565557*((x^y)|~(x^z)) + 3735986059*~(~x&(~y&z)), 49374 + 3735936685*x
18446744066237727620*(~x&(~y&z)) + 7471725248*(~y&(x^z)) + 18446744073709452868*~(x^(~y&z)) + 49374*(~(x|~y)|(y^z)) + 3735887311*(x&z) + 18446744069973713679*((x|y)&~(y^z)) + 3735788563*(y&(x|z)) + 49374*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
7471774622*(~z&(x^y)) + 18446744069973614931*((x&z)^(y|z)) + 18446744058765903624*(~(x&y)&~(x^(y^z))) + 49374*(y^(x&z)) + 7471774622*((x&y)^(y|z)) + 18446744066237727620*(y&(x|~z)) + 14943598618*((x&y)|~(x^(y^z))) + 18446744069973664305*(z|(x^y)), 49374 + 3735936685*x
18446744073709502242*((x^y)&(x^z)) + 18446744069973565557*((y&~z)|~(x|(~y&z))) + 18446744069973614931*~(x&z) + 7471922744*((x^y)|(x^z)) + 7471922744*(y^~(x|(~y&z))) + 18446744069973565557*((x&y)|~(y|~z)) + 18446744073709502242*~(~x&(y&z)), 49374 + 3735936685*x
7471972118*(x&~z) + 18446744069973565557*(z^(x|(~y&z))) + 49374*(y&(x|~z)) + 3735936685*(~(x|y)|(x^(y^z))) + 18446744069973516183*(~z|~(x^y)) + 49374*((x&y)^(x^(~y|z))) + 3735887311*((y&z)|(x&(y|z))), 49374 + 3735936685*x
12297829383718330181*(z^(~x|(~y|z))) + 12297829387454217492*~(~x|(~y|z)) + 12297829376246506185*((x&z)^~(y&~z)) + 12297829383718379555*((x&~y)|~(x^(y^z))) + 12297829383718280807*(~(x|~y)|~(x^(y^z))) + 18446744069973664305*(y|~(x|z)) + 6148914697462996057*(~(x|y)|~(y^z)) + 12297829383718330181*(y^~(~x|(y&z))), 49374 + 3735936685*x
7471922744*(~z&(x^y)) + 18446744069973565557*(~(x&y)&(y^z)) + 18446744069973565557*(z^(x|(~y&z))) + 3735936685*(x^(y^z)) + 18446744069973565557*~(~x&(y|z)) + 18446744066237628872*((x&z)^~(x^(~y&z))) + 11207859429*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
18446744073709452868*(y&~z) + 18446744069973664305*(z^(~x|(~y&z))) + 3735936685*((y&~z)|~(~x|(~y&z))) + 3735887311*(z^(~x&(~y|z))) + 18446744073709452868*(~(x|y)|~(y^z)) + 49374*(~(x^y)|(x^z)), 49374 + 3735936685*x
3735986059*((x&y)^~(x^(~y|z))) + 18446744069973614931*((y&~z)|~(x|(~y&z))) + 18446744069973614931*(z&(x^y)) + 3735936685*~(x^(y^z)) + 18446744073709502242*(z^~(x&(y|z))) + 49374*((x&~y)|(x^(y^z))) + 3735986059*(y&z) + 18446744073709452868*(x|(y|z)), 49374 + 3735936685*x
18446744069973614931*((x|y)&(y^z)) + 18446744066237727620*(y^(x|(~y|z))) + 3735887311*(y^~(~x&(y&z))) + 18446744069973614931*(y^~(x&(y|z))) + 18446744069973664305*(x|~y) + 14943647992*~(~x&(y&z)) + 18446744069973614931*(~x|(y&z)), 49374 + 3735936685*x
49374*((x|y)&~(x^(y^z))) + 18446744069973614931*((x&y)^(y|z)) + 7471725248*(z^(x&y)) + 18446744069973664305*(~(x|y)|~(x^(y^z))) + 3735887311*(y^~(x|(y^z))) + 18446744073709502242*(~(x|~y)|~(y^z)) + 18446744069973664305*(y|~(x|~z)) + 3735936685*(z|(x^y)), 49374 + 3735936685*x
6148914693727108746*((x&y)^~(x^(~y|z))) + 12297829387454266866*(y^(x|(~y|z))) + 18446744066237678246*(~(x|y)|(y^z)) + 6148914689991221435*((x&y)^(y|~z)) + 6148914693727158120*(z^~(x&(y&z))) + 6148914686255235376*(~(x|~y)|~(y^z)) + 6148914693727108746*(y^~(x|(y&z))) + 3735936685*(y|~(x^z)), 49374 + 3735936685*x
7471823996*(y&~z) + 49374*(y^~(~x&(~y&z))) + 18446744066237727620*(z^(x&(y|z))) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 11207711307*(y^~(~x&(y&z))) + 18446744069973614931*(z^~(x&y)) + 11207760681*(x&y) + 18446744069973614931*(~(x^y)|~(x^z)), 49374 + 3735936685*x
3735887311*(z^(~x|(~y|z))) + 121638752984086206*~(~x|(~y|z)) + 18446744069973664305*((x&z)^~(y&~z)) + 18446744069973614931*~x + 9162552664098620016*(z^(x&(y|z))) + 9162552660362732705*~(~x&(y|z)) + 9284191417082706222*~(y&~z), 49374 + 3735936685*x
6148914689991172061*(y^(~x|(y|z))) + 18446744073709502242*(y^~(~x|(~y&z))) + 12297829379982393496*(~(x&~y)&~(x^(y^z))) + 12297829383718330181*(z^(x&(y|z))) + 18446744069973664305*(y^(x|~z)) + 12297829387454266866*((x|y)&~(x^(y^z))) + 18446744069973614931*(x&z) + 7471823996*((x&z)|~(y|z)), 49374 + 3735936685*x
6148914693727125204*~(~x|(y&z)) + 6148914689991188519*~(x&y) + 12297829383718363097*(x|(~y&z)) + 12297829383718313723*((x&y)|(y^z)) + 6148914693727125204*~(y^z) + 6148914689991188519*(~(x^y)|(x^z)), 49374 + 3735936685*x
18446744058765903624*~(~x|(y|z)) + 18446744055029966939*(~x&(y^z)) + 7471823996*(y^(~x|(~y|z))) + 18446744062501790935*~(x|(~y&z)) + 14943647992*(z^~(~x&(~y|z))) + 7471823996*(~(x^y)&~(x^z)) + 14943647992*(~x|(~y|z)) + 18446744055029966939*(x|(~y|z)), 49374 + 3735936685*x
12297829376246456811*(~z&(x^y)) + 3735936685*(y^~(~x&(~y&z))) + 6148914693727158120*(z&(x^y)) + 12297829383718379555*((x&~y)|~(x^(y^z))) + 12297829383718330181*(y^(x|(y^z))) + 6148914689991172061*(~x|(y^z)) + 7471873370*((y&~z)|~(~x|(~y&z))) + 18446744069973565557*~(~x&(y^z)), 49374 + 3735936685*x
12297829394926173152*(y^~(x&(~y&z))) + 12297829383718363097*((x|y)&(y^z)) + 6148914682519315149*(~(x&y)&(y^z)) + 6148914697463061889*(y^~(~x|(y^z))) + 6148914675047441779*(z^~(~x&(y|z))) + 6148914701198998574*(z^(x&y)) + 6148914693727125204*~(x^y) + 12297829383718313723*(z^~(x&(y|z))), 49374 + 3735936685*x
18446744066237727620*((x|y)&(y^z)) + 18446744051294030254*(~x&(~y|z)) + 18446744062501840309*(z^(x&(y|z))) + 14943647992*(z^~(~x&(y|z))) + 11207711307*(~(x|~y)|(y^z)) + 18446744062501790935*((y&~z)|~(~x|(~y&z))) + 7471823996*(y^~(x|~z)) + 7471823996*(~(x&~y)&~(y^z)), 49374 + 3735936685*x
18446744069973614931*(y^(x|(y|z))) + 7471873370*(y^z) + 7471873370*((x^y)&(x^z)) + 3735936685*(~(x&y)&~(x^(y^z))) + 3735936685*(y^(x|(y^z))) + 11207810055*((x&y)|~(y|z)) + 7471873370*(z^~(x|~y)) + 14943796114, 49374 + 3735936685*x
7471823996*(~y&~(x^z)) + 18446744066237678246*((x&~y)|~(x^(y^z))) + 3735887311*(y^(x&(~y|z))) + 49374*(z^~(~x|(~y&z))) + 18446744069973713679*(y&~(x&~z)) + 7471823996*((x&z)^(x^(y&z))) + 18446744073709452868*((y&z)|(~x&(y|z))), 49374 + 3735936685*x
18446744073709502242*~(x|(y|z)) + 18446744069973614931*(~x&(y|z)) + 3735887311*(x|(y|z)), 49374 + 3735936685*x
11207760681*(~(x&y)&(x^(y^z))) + 18446744066237727620*((x^y)&(x^z)) + 18446744066237678246*(y&(x^z)) + 18446744069973614931*(z^(x|~y)) + 3735887311*(~(x&y)&~(x^(y^z))) + 18446744062501741561*(x^(y^z)) + 14943697366*((x&z)^(x^(y&z))), 49374 + 3735936685*x
14943647992*~(x|(~y|z)) + 18446744069973664305*(~(x&y)&(x^(y^z))) + 18446744066237678246*(~(x&~y)&(y^z)) + 18446744066237727620*(y^(x&(y|z))) + 3735887311*~(x&(y&z)) + 18446744069973614931*~(y^z) + 18446744073709502242*(z|(x&~y)) + 7471873370*(x|z), 49374 + 3735936685*x
3735854395*((x^y)&~(x^z)) + 3735903769*(y^(x|(y|z))) + 18446744069973598473*((x|~y)&~(y^z)) + 3735920227*~(x^y) + 3735969601*~(x^(~y|z)) + 7471823996*(~(x&~y)&~(y^z)) + 18446744073709518700*(y|(x^z)) + 18446744066237711162*~(x&~z), 49374 + 3735936685*x
3735837937*(x&(~y&z)) + 18446744073709502242*(y^~(~x|(~y&z))) + 18446744069973664305*(z&(x^y)) + 18446744073709502242*(y^~(x|(y&z))) + 3735936685*(x|(y&z)), 49374 + 3735936685*x
18446744066237727620*(y^(~x|(y&z))) + 18446744062501790935*(z^(x&(~y|z))) + 14943647992*(x^z) + 3735887311*~(x^(~y&z)) + 18446744066237727620*(y^(x&z)) + 18446744069973614931*(y^(~x&(~y|z))) + 7471823996*(~(x^y)|~(x^z)), 49374 + 3735936685*x
18446744069973614931*(~x&(y&z)) + 49374*~(x|~y) + 18446744073709502242*(z^~(x&y)) + 98748*((x&y)|~(y|z)) + 18446744073709502242*~(x&~y) + 3735936685*(z&(x|y)) + 18446744069973664305*(z^~(x|y)) + 3735837937*~(~x&(y^z)), 49374 + 3735936685*x
3736035433*(z^(x|(~y|z))) + 3735887311*(z^(x|(y|z))) + 18446744069973516183*(y^~(x&(y^z))) + 18446744069973664305*((x&y)^(y|~z)) + 49374*((x&~y)|(x^(y^z))) + 18446744073709452868*(y&~(x&~z)) + 98748*(z&~(x&~y)) + 3735837937*~(y&~z), 49374 + 3735936685*x
3735887311*(z^(~x|(y&z))) + 18446744066237727620*(y^~(~x&(y^z))) + 18446744073709502242*((x^y)&(x^z)) + 18446744069973614931*(y&(x^z)) + 3735936685*(x^y) + 3735936685*(x^(y&z)) + 18446744069973614931*((x&y)^(y|z)) + 3735887311*~(~x&(y&z)), 49374 + 3735936685*x
18446744062501790935*(z^(~x|(y&z))) + 7471823996*(z^~(x&(~y&z))) + 18446744069973614931*((x&z)^~(y&~z)) + 18446744069973614931*(y|~(x|~z)) + 7471823996*~(x&~z), 49374 + 3735936685*x
3735936685*~z + 18446744062501741561*(~(x&y)&(y^z)) + 18446744066237678246*(~(x&~y)&~(x^(y^z))) + 7471922744*((x&z)^(y|z)) + 18446744062501741561*~(x&z) + 11207760681*~(x&(y&z)) + 3735936685*(y^(~x|(y^z))) + 18446744073709502242*(y|~(x|~z)), 49374 + 3735936685*x
18446744073709502242*(z^(~x|(~y|z))) + 3735936685*~(~x|(y&z)) + 49374*(y^~(~x|(y^z))) + 18446744073709502242*(x^z) + 18446744073709502242*(y^(x&z)) + 18446744069973664305*((x&y)^(y|z)) + 3735887311*(z|~(x|~y)), 49374 + 3735936685*x
4340410370504355553*(y^~(x&(~y&z))) + 14106333699469259378*~(x|~z) + 3255307778812226149*~(x&(y&z)) + 13021231111513066659*(y^~(x|~z)) + 2170205183384209434*~(x^z) + 2170205187120146119*((x&y)|~(y|~z)) + 8680820741008711106*(~(x&~y)&~(y^z)) + 10851025928128857225*((x&y)^(x^(y&z))), 49374 + 3735936685*x
7471873370*(z^(x|(~y|z))) + 7471823996*(~(x^y)&(x^z)) + 18446744073709502242*(y^(x&(y|z))) + 18446744062501692187*(z^~(~x|(~y&z))) + 3735986059*((x^y)|(x^z)) + 18446744069973565557*(z^~(x&y)) + 18446744069973614931*((x&y)|~(y^z)) + 11207810055*((x&y)^(x^(y&z))), 49374 + 3735936685*x
7471823996*~(y|z) + 18446744062501741561*(~(x&y)&(y^z)) + 11207760681*(x^z) + 7471873370*(z^~(x|~y)) + 7471823996*(y^(~x|(~y&z))) + 3735887311*(y&~(x&~z)) + 18446744058765854250*(~(x^y)|(x^z)), 49374 + 3735936685*x
12297829387454332698*~(y|z) + 18446744073709502242*~z + 12297829368774550525*((x^y)&(x^z)) + 6148914689991204977*(x^(~y|z)) + 6148914693727141662*(z&(x^y)) + 12297829387454283324*(z^~(~x|(~y&z))) + 18446744069973565557*(y^(~x|(y^z))) + 7471873370*((x|y)&~(y^z)), 49374 + 3735936685*x
18446744066237628872*~(x|(~y|z)) + 3735887311*((x&y)^~(x^(~y|z))) + 49374*(y^(x&z)) + 18446744073709502242*((y&~z)^(~x|(y^z))) + 3735887311*(y&~(x^z)) + 49374*((x&~y)|(x^(y^z))) + 18446744073709502242*(x|z), 49374 + 3735936685*x
16477024231940035635*(y^~(x&(y^z))) + 18446744073709502242*((x&y)^~(x^(y&z))) + 1969719841769515981*((x^y)&(x^z)) + 16477024235675922946*(x&y) + 3939439683539081336*~(~x&(y|z)) + 14507304390170470280*(~(x&~y)&~(y^z)) + 5909159521572710006*((x&y)^(x^(~y|z))) + 14507304393906357591*~(y&~z), 49374 + 3735936685*x
3735936685*(z^(x|(y&z))) + 7471823996*(y^(~x|(y|z))) + 18446744069973614931*((x^y)|(x^z)) + 11207760681*(y|(x&~z)) + 18446744066237678246*~(x&(~y&z)), 49374 + 3735936685*x
18446744058765952998*~(x|(y|z)) + 18446744073709502242*~(x|z) + 49374*(z^(x|(~y|z))) + 3735887311*~y + 18446744069973614931*(x^z) + 18446744066237776994*((x&~y)|(x^(y^z))) + 7471774622*~(~x&(y&z)) + 3735887311*~(y^z), 49374 + 3735936685*x
18446744069973713679*((x&y)^~(x^(~y|z))) + 3735837937*((x&~y)|(y^z)) + 3735887311*(y^(x&z)) + 3735887311*~(~x|(y^z)) + 3735887311*~(x^(y|z)) + 49374*((x&y)|~(y|~z)) + 18446744069973614931*(~x|(y|z)), 49374 + 3735936685*x
49374*(z^(~x|(~y|z))) + 18446744073709502242*~(x|(y&z)) + 3735887311*(y^(x|(~y|z))) + 18446744066237727620*((x&y)^(y|~z)) + 18446744069973664305*(z^~(x|~y)) + 18446744069973664305*((x&z)^(x^(y&z))) + 7471774622*(y|(x&~z)) + 3735887311*((x&~y)|~(y^z)), 49374 + 3735936685*x
3735936685*(y^~(x&(~y&z))) + 3735887311*((x^y)&~(x^z)) + 3735936685*(z&(x^y)) + 18446744069973614931*(~x|(~y&z)) + 3735936685*(x&y) + 18446744073709502242*(~(x^y)|(x^z)), 49374 + 3735936685*x
26151359299*(~z&~(x^y)) + 11207711307*(y&~z) + 18446744058765903624*(y^~(x&~z)) + 18446744058765903624*~(x|(~y&z)) + 18446744055030016313*(z^(x|~y)) + 18679535303*(y^(x|~z)) + 18446744062501840309*(z^~(x&y)) + 14943598618*~(x&(y^z)), 49374 + 3735936685*x
14757395258220444081*(y^(x|(y|z))) + 14757395258220444081*(y^~(~x&(y&z))) + 14757395261956380766*(y^~(x&(y|z))) + 7378697627242278385*(y|(x&~z)) + 7378697627242229011*~(x&~y) + 3689348819224994846*(x|y) + 3689348815489107535*(z|(x&y)), 49374 + 3735936685*x
49374*(z^(~x|(y|z))) + 6148914689991188519*(y^(x|(y&z))) + 6148914697463111263*((x&~y)|(y^z)) + 18446744069973565557*~(y&z) + 12297829379982377038*((x&z)^(y|z)) + 12297829383718313723*(y^~(x|(y^z))) + 6148914693727125204*~(~x&(y^z)), 49374 + 3735936685*x
6148914686255268292*((x&y)^~(x^(y&z))) + 18446744069973664305*(z^(~x|(y&z))) + 6148914697463028973*~(y&z) + 6148914693727141662*(y^~(x|(~y&z))) + 12297829383718346639*(z&(x|~y)) + 6148914693727092288*(z^~(x|(y&z))) + 12297829379982409954*~(y&~z), 49374 + 3735936685*x
18446744062501692187*((x^y)&~(x^z)) + 11207810055*(z^~(x&(~y&z))) + 18446744069973614931*~(y|~z) + 18446744069973614931*(x^y) + 18446744062501692187*(y^~(x|(y&z))) + 18679732799*(y|~(x|~z)) + 18446744058765755502*(y|(x^z)) + 11207810055*(z|(x&~y)), 49374 + 3735936685*x
3735837937*(y^(x|(y|z))) + 18446744066237727620*~(x|(y^z)) + 18446744062501939057*(z^(x&(~y|z))) + 18446744058766051746*(x&z) + 3735837937*((x&y)^(x^(~y|z))) + 11207661933*((x&y)^(x^(y&z))) + 3735936685*(z|~(x^y)) + 18446744073709502242*(y|z), 49374 + 3735936685*x
3735936685*(x&(y^z)) + 7471823996*~y + 12297829383718363097*(z^~(~x&(y&z))) + 6148914693727125204*(z^(x&(y|z))) + 12297829379982426412*~(x^(y^z)) + 12297829387454250408*(y^(x&(~y|z))) + 12297829372510553042*~(x&(y&z)) + 3735887311*(y|~(x|z)), 49374 + 3735936685*x
