# 49374 + 3735936685*(x^y)
9223372092893653274*((x&~z)|~t) + 12297829264168701879*(((~(x&~y)&~(y^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 3735936685*(((z^(x|(y&z)))&~t)|((~(x^y)&(x^z))&t)) + 15372286734317845926*((~(x&~y)&~t)|((z^(~x|(y&z)))&t)) + 3074457272145042856*((~(~x&(~y|z))&~t)|((x^(~y|z))&t)) + 12297829488324261117*(((~z&~(x^y))&~t)|((y^~(~x&(y&z)))&t)) + 78454423515*((~(x^(y|z))&~t)|((y^~(x|(y^z)))&t)) + 9223371992023659023*((((x&y)^~(x^(y&z)))&~t)|((x^(y^z))&t)) + 134493325668*(((y|(x&~z))&~t)|(((x&y)|~(y|~z))&t)) + 6148914551761959082*(((y^(x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 18446744066237727620*((~(x|~y)&~t)|(((x|y)&~(y^z))&t)) + 15372286644655612356*((~(x&~x)&~t)|((~x|(y&z))&t)) + 3074457511244299460*(((y^(x|(~y&z)))&~t)|(~(x&(y^z))&t)) + 9223371943456630240*(((~(x^y)&(x^z))&~t)|(((x&y)^(x^(y&z)))&t)) + 18446744013934712778*(((x^(y|z))&~t)|(~(~x&(y^z))&t)) + 12297829432285358964*((((x&z)^(y|z))&~t)|(z&t)), 49374 + 3735936685*(x^y)
8461809201097222741*(((z|(x&y))&~t)|((z^(x|(y|z)))&t)) + 10492643408613360962*((((x&z)^(x^(~y&z)))&~t)|((z^(x|y))&t)) + 17939035519028490486*((~(~x&(y&z))&~t)|(((x^y)&~(x^z))&t)) + 11338824341799064067*(((y^(~x|(~y|z)))&~t)|((y^~(~x|(y^z)))&t)) + 8800281553449912929*((~(~x|(y&z))&~t)|((y^(x|~z))&t)) + 16246673678809036063*(((~(x|y)|(y^z))&~t)|((y^~(~x&(y|z)))&t)) + 8969517785666221717*(((z&~(x&y))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12523477634809528226*((((x&y)|(x^(y^z)))&~t)|(~(x&y)&t)) + 846180940657724597*(((x|~y)&~t)|(~(x^(~y|z))&t)) + 11338824334327091949*(((x^(~y|z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 8800281568393906539*(((~(x|y)|~(y^z))&~t)|((y^(~x|(~y&z)))&t)) + 9138753946898597888*(((~x&(y|z))&~t)|(((x&z)^(x^(y&z)))&t)) + 13031186155866566703*(((y^~(x&(~y|z)))&~t)|((y|(x&z))&t)) + 9138753943162611829*((((x&y)|~(x^(y^z)))&~t)|(z&t)) + 17939035519028441112*(((y^(x&~z))&~t)|((z|(x^y))&t)) + 3553959886503216473*((((x&y)|~(y|z))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
12877915655490043334*(((~x&(~y|z))&~t)|((~z&~(x^y))&t)) + 18098692295702885607*((((x|y)&(y^z))&~t)|((y^(x|(y&z)))&t)) + 696103522390148723*(((z&~(x&~y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 16010381657550086789*(((~z|(x^y))&~t)|((y^z)&t)) + 5916880166338878307*(~x&(y&(~z|t))) + 12529863918578384616*(((y^~(~x&(~y&z)))&~t)|((x^(y|z))&t)) + 11137656799079896584*((((x|y)&(x^(y^z)))&~t)|((y^~(~x&(~y|z)))&t)) + 8005190849322571727*(((z^(x&(~y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12529863903634785998*(((z^~(~x&(y|z)))&~t)|((y&~(x^z))&t)) + 17054536969154612828*((~(x^(y&z))&~t)|((y&(x|~z))&t)) + 10789605036016878567*(((z^~(x|(y&z)))&~t)|((y^~(x|(y^z)))&t)) + 15662329894487068772*(((y&z)&~t)|((y^~(x&z))&t)) + 7309087263421894351*((~(~x|(y&z))&~t)|(~(y^z)&t)) + 9049346127303963845*(((y^~(~x&(y^z)))&~t)|((y|(x^z))&t)) + 4176621321136442864*((((x&y)^~(x^(y&z)))&~t)|(z&t)) + 15662329853392061481*(((z^(x|~y))&~t)|(z&t)), 49374 + 3735936685*(x^y)
6148914689244050556*(((y^(~x|(~y|z)))&~t)|(~(y|z)&t)) + 11419412998366483006*(((y^(~x|(~y|z)))&~t)|((z^(~x|(~y|z)))&t)) + 7027331074595881273*((((x&z)^(x^(y&z)))&~t)|(~(~x|(~y|z))&t)) + 15811494921389848028*(((z^~(~x&(~y&z)))&~t)|((y^(~x|(y|z)))&t)) + 5270498306880870439*((((y&~z)^(~x|(y^z)))&~t)|((y^~(~x|(~y&z)))&t)) + 11419412998366483006*(((y^~(~x|(y^z)))&~t)|(((x&y)^(y|~z))&t)) + 16689911306741728119*(((~y|~(x^z))&~t)|((y^~(~x|(y^z)))&t)) + 7905747464430836012*(((x^(y&z))&~t)|((y^(x|~z))&t)) + 12297829382971175760*(((z^~(x|(y&z)))&~t)|(~(x^(y^z))&t)) + 5270498304639357802*(((z^~(~x|(~y&z)))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 13176245767575819140*(((y^~(x|~z))&~t)|((y^~(x|(~y&z)))&t)) + 9662580228409910161*((~(~x&(y^z))&~t)|((y^~(x|(y^z)))&t)) + 14933078538279579322*(((y^~(~x&(~y|z)))&~t)|(~(~x&(~y|z))&t)) + 2635249152319654214*(((x&(~y&z))&~t)|((x|~y)&t)) + 4392081921529039722*(((z^~(x&(y&z)))&~t)|((z^~(x|(y&z)))&t)) + 10540996613014602915*(((~(x^y)&~(x^z))&~t)|(~(~x&(y^z))&t)), 49374 + 3735936685*(x^y)
18446743961631697936*((~(x|z)&~t)|(~(~x|(y|z))&t)) + 545445472286*((~(x|y)&~t)|((y^~(x&(~y&z)))&t)) + 347441321721*(((x&(y|z))&~t)|(((x|y)&(y^z))&t)) + 18446743703852659159*(((z&(x|~y))&~t)|((z^~(x&~y))&t)) + 246571278096*((((x&z)|~(y|z))&~t)|((x^(y|z))&t)) + 18446743673965215053*(((y^(~x|(y&z)))&~t)|((z^(x&(y|z)))&t)) + 119549677676*((~(~x&(y^z))&~t)|((z^(x&(y|z)))&t)) + 18446743595510742164*((~(x^(~y|z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 18446743972839458617*((~(~x|(y|z))&~t)|((y&~(x^z))&t)) + 18446743397506542225*((((x&y)|~(x^(y^z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 257779038777*(((z|~(x|~y))&~t)|((z^(~x&(y|z)))&t)) + 3735936685*((((y&~z)^(~x|(y^z)))&~t)|((y^(~x|(~y&z)))&t)) + 272722785517*(((x^(~y|z))&~t)|(~(x&~y)&t)) + 216683833990*(((x&(~y|z))&~t)|((z&(x|y))&t)) + 336233511666*(((y|(x&z))&~t)|((y|~(x^z))&t)) + 18446743763627497997*((~(x|~z)&~t)|((~x|(y|z))&t)), 49374 + 3735936685*(x^y)
9741539001229634925*(((~(x&y)&(x^(y^z)))&~t)|((~y&(x^z))&t)) + 2694468237164709772*(((y^~(~x&(~y|z)))&~t)|(~(y&z)&t)) + 2694468240900646457*(((y^(~x|(y^z)))&~t)|((y^~(~x&(~y|z)))&t)) + 10777872941187064466*(((z^(~x|(~y&z)))&~t)|((x&(y&z))&t)) + 4559869323857860460*(((y&(x^z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 15130475486766864524*(((z^~(~x|(~y&z)))&~t)|((y^(~x&(y|z)))&t)) + 3316268605622321143*(((y|~(x|~z))&~t)|(~(x^(~y|z))&t)) + 1450867515193283144*((((x|y)&~(y^z))&~t)|((z^~(x&(y|z)))&t)) + 15337742250101227560*((((y&z)|(~x&(y|z)))&~t)|((x&(y|z))&t)) + 7461604335564743323*(((x|~y)&~t)|((y^~(x&(y&z)))&t)) + 12021473663158540468*((((y&z)^~(~x&(y^z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 16581342979544576932*((((y&z)|(x&(y|z)))&~t)|((y|~(x|~z))&t)) + 1658134300943167542*(((y|(x^z))&~t)|(~(x&(~y&z))&t)) + 9327005440937528062*((~(x^z)&~t)|((z|(x&y))&t)) + 5181669684843598461*(((y|~z)&~t)|((~x|(y|z))&t)) + 7876137914536484237*((~(x^(y^z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*(x^y)
8198552926981149203*(((z^~(x&(y&z)))&~t)|((y^(x|(y&z)))&t)) + 4099276456737180978*((((x&~y)|(x^(y^z)))&~t)|((y^(x|(y|z)))&t)) + 6148914690565965733*((~(x&~z)&~t)|((y^z)&t)) + 10248191153338109962*((((x&z)^(x^(y&z)))&~t)|(~(x|(y^z))&t)) + 14347467616972370638*(((~(x|y)|~(x^(y^z)))&~t)|((z^~(~x&(y|z)))&t)) + 16397105840742883308*(((~x|(y|z))&~t)|((z^~(~x&(y|z)))&t)) + 12297829377683366930*(((x^(~y&z))&~t)|((y^(~x&(~y|z)))&t)) + 10248191155924508677*(((y^~(~x|(y&z)))&~t)|(~(x^z)&t)) + 2049638221471486104*(((~(x&~y)&~(y^z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 14347467616684998489*(((z&(x|~y))&~t)|((z^(x&~y))&t)) + 8198552928418059322*(((y^(~x&(y|z)))&~t)|((y^~(x|(y&z)))&t)) + 287372149*(((y^(x|(y^z)))&~t)|((z^~(x|y))&t)) + 8198552924394750488*(((y^(~x|(y|z)))&~t)|((x|(y&z))&t)) + 4099276450702217727*((((x|~y)&(y^z))&~t)|((x|(y&z))&t)) + 10248191153912854260*(((x^y)&~t)|(z&t)) + 4099276465358542944*(((z&~(x&y))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
6148914760227637555*((~(x&(y|z))&~t)|(~(x|y)&t)) + 12297829356819273347*(((y^~(x|z))&~t)|((~y&~(x^z))&t)) + 6148914699704722648*(((x|(y^z))&~t)|((y^~(~x&(y^z)))&t)) + 12297829379235239075*(((z^~(x|(~y&z)))&~t)|((x&(y^z))&t)) + 6148914722867826339*(((y^(~x|(~y&z)))&~t)|(~(y|~z)&t)) + 18446744071467940231*((((x|y)&~(x^(y^z)))&~t)|(((x&z)^~(x^(y&z)))&t)) + 18446744058018370669*(((~y|~(x^z))&~t)|(((x&z)^(x^(~y&z)))&t)) + 6148914663092098769*(((y^(x|(y|z)))&~t)|(~(x|(y^z))&t)) + 6148914723614964302*((((x&y)^(x^(~y|z)))&~t)|((y^~(~x&(~y|z)))&t)) + 6148914685508015123*(((~z&~(x^y))&~t)|((y^(x&z))&t)) + 6148914679530467053*(((x|z)&~t)|((x&(y&z))&t)) + 6148914694474312541*(((~z&(x^y))&~t)|((y&~(x^z))&t)) + 24657428991*(((y^(x&(y|z)))&~t)|((x&y)&t)) + 61270102244*((~(~x|(y^z))&~t)|(((x&z)|~(y|z))&t)) + 6148914608546830680*((~(x&(y^z))&~t)|((y^~(x&(y&z)))&t)) + 5230360733*(((x&y)&~t)|((z&(x|y))&t)), 49374 + 3735936685*(x^y)
7825891413096685467*((~(~x&(y&z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 1197840523975743334*(((y^~(~x|(y^z)))&~t)|((y^z)&t)) + 718704306166454417*((~(y|z)&~t)|((y^~(~x|(y^z)))&t)) + 6787762981648935344*(((z^(x|(~y&z)))&~t)|(((x&z)^~(y&~z))&t)) + 1597120716068563978*(((z^(x|(~y|z)))&~t)|((z^(x&y))&t)) + 9822292310050358782*((((x&y)|~(y|~z))&~t)|((z^~(~x|(~y&z)))&t)) + 2555393103120359899*(((z^~(x&~y))&~t)|((~y|(x^z))&t)) + 319424136489056387*((((x&y)|~(y^z))&~t)|((z^~(x&(y&z)))&t)) + 15252502701346966254*((((x|~y)&(y^z))&~t)|((~z|~(x^y))&t)) + 5909346575482713094*(((x&z)&~t)|(~(x^(y|z))&t)) + 13016533712300240128*(((y|(x&z))&~t)|((y^~(x|z))&t)) + 10141716397972633256*(((z^(x&(y|z)))&~t)|((z^~(~x|(y&z)))&t)) + 2715105188176430366*((~(x|(y^z))&~t)|((~(x^y)|(x^z))&t)) + 7027331099893347454*((~x&~t)|((x|(y&z))&t)) + 14134518184408155890*(((~(x&y)&~(x^(y^z)))&~t)|((y|~(x^z))&t)) + 5270498298768614261*(((y^z)&~t)|(~(x&~z)&t)), 49374 + 3735936685*(x^y)
3074457335655736089*(((y^(~x|(~y|z)))&~t)|((x&~z)&t)) + 9223372036854811467*(((~(x|y)|(x^(y^z)))&~t)|((~y&(x^z))&t)) + 14943730282*(((~z&(x^y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 15372286749261631068*(((~x|(~y&z))&~t)|(~(x|~y)&t)) + 15372286734317900786*(((y^~(x|z))&~t)|(~(x^(y^z))&t)) + 12297829379982366066*(((y^~(x|~z))&~t)|((y^(x&z))&t)) + 9223372033118797978*(((y|~z)&~t)|((~z|(x^y))&t)) + 15372286719374132102*((~(x|(~y|z))&~t)|((~(x|~y)|(y^z))&t)) + 12297829376246473269*((z&~t)|((~x|(y^z))&t)) + 18446744062501703159*((~(~x&(~y&z))&~t)|(~(x^(y&z))&t)) + 9223372044326657407*(((y|~(x|~z))&~t)|((y^(~x&(y|z)))&t)) + 9223372029382905181*(((z|~(x|~y))&~t)|((z^(~x&(y|z)))&t)) + 6148914704934995605*(x|(y&(~z&t))) + 3074457339391694718*((~x&~t)|((y^(x&(y^z)))&t)) + 3735881825*(((z|~(x|y))&~t)|((x|z)&t)) + 9223372036854767579*((~(x^(~y|z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*(x^y)
14668495289958678270*(((y^(x|(~y&z)))&~t)|((~z&(x^y))&t)) + 7778747501231914930*(((x&y)&~t)|((~x&(y^z))&t)) + 3111499001239953309*(((x&y)&~t)|((y^~(~x&(~y&z)))&t)) + 12001496141235364071*(((y^z)&~t)|((z^(~x|(y&z)))&t)) + 12445996004959813236*(((y&(x^z))&~t)|((y^~(x&~z))&t)) + 4222748643739385826*((((y&z)^~(x&(y^z)))&~t)|((y&(x^z))&t)) + 1555749502487944997*((((x^y)&~(x^z))&~t)|(((x&y)^(y|z))&t)) + 16890994571221606619*((~(~x&(y|z))&~t)|((y&~(x^z))&t)) + 3111499001239953309*((~z&~t)|(~(~x|(~y&z))&t)) + 7778747497495978245*(((z&(x|y))&~t)|((y^(~x&(y|z)))&t)) + 10445746646219292444*(((~z&(x^y))&~t)|((z^(~x&(y|z)))&t)) + 4444998573733666753*(((z&(x^y))&~t)|((z^~(x|~y))&t)) + 13112745791206669958*(((~x|(~y|z))&~t)|((y|~z)&t)) + 6667497858732482413*(((z^~(x|y))&~t)|((z^(x&~y))&t)) + 15112995146211254065*((~y&~t)|((y^(x&(y^z)))&t)) + 14668495282486804900*((~(x&(y|z))&~t)|(~(x&~x)&t)), 49374 + 3735936685*(x^y)
7472317736*(((z^~(x|(y&z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 6148914682518722661*((((x^y)&~(x^z))&~t)|((y^(~x|(y&z)))&t)) + 6148914697463259385*((~(x&(~y&z))&~t)|((~y&~(x^z))&t)) + 6148914678782489732*((~(x&~y)&~t)|((y^(x|(y&z)))&t)) + 12297829379982278290*((((x&z)^(x^(~y&z)))&~t)|((z^~(x&~y))&t)) + 12297829387454694774*(((y^(x|(~y&z)))&~t)|((z^~(x&~y))&t)) + 12297829376246242857*((((x&y)|~(x^(y^z)))&~t)|((y^~(x&~z))&t)) + 12297829383718264349*(((~y&~(x^z))&~t)|((x^(~y|z))&t)) + 6148914701199591062*(((y^(~x|(~y&z)))&~t)|((x^(y&z))&t)) + 6148914693727223952*(((x&(y|z))&~t)|((y&~(x^z))&t)) + 12297829383718708715*(((y^(~x&(~y|z)))&~t)|((y^~(x&(~y|z)))&t)) + 3735986059*(((x^y)&~t)|((z^~(x|(~y&z)))&t)) + 18446744066237283254*(((y^~(x&(y&z)))&~t)|((y&z)&t)) + 6148914689991040397*((((y&~z)^(x|(y^z)))&~t)|(((x|y)&~(y^z))&t)) + 12297829383718363097*(((~(x&~y)&(y^z))&~t)|((y^(~x&(y^z)))&t)), 49374 + 3735936685*(x^y)
13490902411427864399*(((~z|(x^y))&~t)|((z^(x|(y|z)))&t)) + 6883113448685484041*(((~y|(x^z))&~t)|(((y&z)^~(x&(y^z)))&t)) + 11838955133382791368*((((x&~y)|(x^(y^z)))&~t)|((z^~(~x&(~y&z)))&t)) + 9085709795751216996*((((x&z)^~(y&~z))&~t)|(~(x&(y|z))&t)) + 5506490764925876054*(((~(x&y)&~(x^(y^z)))&~t)|(~(x&(~y|z))&t)) + 18171419539199221654*(((y^~(x|z))&~t)|(~(x&z)&t)) + 3854543546655938105*(((z^(x&(y|z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 7158437971987954574*(((z^(x|~y))&~t)|((y^(x&(~y|z)))&t)) + 13490902374068398801*(((y^~(x|(y&z)))&~t)|((~(x|y)|(x^(y^z)))&t)) + 11838955167006320281*((((x&z)|~(y|z))&~t)|((~(x^y)|~(x^z))&t)) + 13490902370332462116*(((~x|(~y|z))&~t)|((y&~(x&~z))&t)) + 13766226930994447621*(((y|z)&~t)|((y^(x&~z))&t)) + 1376622694967418042*((~(x|(y&z))&~t)|(((x&y)|~(y^z))&t)) + 5781815291964332646*(((~(x|~y)|~(x^(y^z)))&~t)|((~(x|y)|~(y^z))&t)) + 4405192611940710718*((~(x|z)&~t)|((y|~(x^z))&t)) + 9636358853564066865*((((x&z)|(y&~z))&~t)|((z|(x&~y))&t)), 49374 + 3735936685*(x^y)
5614226459027674033*(((x|z)&~t)|((~(x&y)&(x^(y^z)))&t)) + 6416258801737107825*(((~x|(~y|z))&~t)|((~(x^y)&(x^z))&t)) + 1604064701224491497*(((z^(~x|(~y&z)))&~t)|((~(x&~y)&(y^z))&t)) + 16842679370760663911*((~(x&(y|z))&~t)|((x&(~y&z))&t)) + 5614226455004346209*(((~(x&~y)&(y^z))&~t)|((y^~(x&~z))&t)) + 16842679372772352510*(((z&~(x^y))&~t)|(((x^y)&(x^z))&t)) + 11228452918630080970*((~(~x&(~y&z))&~t)|((x^(~y|z))&t)) + 7218291160252214904*((~(~x|(y^z))&~t)|((x^z)&t)) + 11228452912307821530*(((~x&(~y|z))&~t)|(~(x&z)&t)) + 1604064705535309208*((~(y&z)&~t)|((~x|(~y&z))&t)) + 11228452918342739205*(((~x|(~y&z))&~t)|((y^~(x&(y|z)))&t)) + 6416258801736959703*((((x|~y)&~(x^(y^z)))&~t)|(~(y^z)&t)) + 12832517618417863642*(((y|~(x|z))&~t)|(((x&z)^(x^(y&z)))&t)) + 8020323509571348649*((((y&~z)|~(~x|(~y&z)))&~t)|((~(x^y)|(x^z))&t)) + 4010161753205023060*(((y|(x^z))&~t)|((y|~(x|~z))&t)) + 12832517619854671215*((~(x&y)&~t)|((x|y)&t)), 49374 + 3735936685*(x^y)
12297829365038827794*((~(x&z)&~t)|(~(~x|(~y|z))&t)) + 3735986059*(((z&(x^y))&~t)|((~x&(~y&z))&t)) + 6148914701198899826*(((y|(x&~z))&~t)|((z^(x|(y&z)))&t)) + 6148914731086245184*((~(x|z)&~t)|(((x&y)^~(x^(~y|z)))&t)) + 6148914667575716531*(((z&(x^y))&~t)|(((x&z)^(x^(~y&z)))&t)) + 6148914686255301208*((~(~x|(y&z))&~t)|(((x^y)&(x^z))&t)) + 12297829365038778420*(((z^~(~x|(y&z)))&~t)|((z^(x|(~y&z)))&t)) + 12297829387454250408*(((~y|(x^z))&~t)|((x^(y&z))&t)) + 12297829409869722396*(((x|(y&z))&~t)|(((x|~y)&~(y^z))&t)) + 6148914671311653216*(((y^(~x|(y^z)))&~t)|((y&~(x^z))&t)) + 6148914712406611133*((~(x&(y&z))&~t)|(~(x^(y&z))&t)) + 12297829350095179802*(((z^(x|(y|z)))&~t)|((~(x|y)|(x^(y^z)))&t)) + 12297829402397898400*((((x&y)^(y|z))&~t)|(((x&z)|(y&~z))&t)) + 18446744036350431636*((~(x^(~y&z))&~t)|((z^~(x&(~y|z)))&t)) + 12297829391190137719*(((y^(~x|(y&z)))&~t)|((y^~(x|(y&z)))&t)) + 12297829394926074404*(((y^~(~x&(~y|z)))&~t)|(~(x&~y)&t)), 49374 + 3735936685*(x^y)
18446744072847403519*(((y^(x|z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 18446744071985288338*((~z&~t)|((z^(~x|(y&z)))&t)) + 18446744072847403519*(((y^(x|(~y|z)))&~t)|(((x|y)&(y^z))&t)) + 3161132885*((y&~t)|((y^(~x|(y|z)))&t)) + 2011640491*((~(~x&(y^z))&~t)|((~(x&y)&~(y^z))&t)) + 18446744069973647847*((((x&y)^(y|z))&~t)|((~x&(~y|z))&t)) + 3161165801*(((~(x|y)|~(y^z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 4598068324*((((x&y)^~(x^(~y|z)))&~t)|((x&(y&z))&t)) + 18446744068536728866*(((x&(~y&z))&~t)|((z^(~x|(~y&z)))&t)) + 18446744071985271880*((~(~x&(y|z))&~t)|((x^(~y&z))&t)) + 18446744072847403519*((((x&z)^~(y&~z))&~t)|((y&z)&t)) + 18446744064226054213*((~(x^y)&~t)|((y&z)&t)) + 9483480945*(((y^(~x|(y|z)))&~t)|((y&~(x&~z))&t)) + 2873788588*(((y^~(x|~z))&~t)|((~x|(y&z))&t)) + 287360755*(((~(x&~y)&(y^z))&~t)|((~(x^y)|(x^z))&t)), 49374 + 3735936685*(x^y)
12856821625206306717*((x&~t)|((~z&~(x^y))&t)) + 17328759586997612485*(((y|z)&~t)|((y^~(~x&(y^z)))&t)) + 14533798364614081813*(((x^(~y&z))&~t)|((y^(x|(~y|z)))&t)) + 8943875923582660910*(((z|(x^y))&~t)|(((x&z)^~(y&~z))&t)) + 10620852636838731089*((~(~x|(~y|z))&~t)|((y^(x|(y^z)))&t)) + 8943875908638914170*((~(x&(~y|z))&~t)|((z^(x&y))&t)) + 7266899176703111192*(((y^~(~x|(y&z)))&~t)|((y^~(x|(y^z)))&t)) + 7266899169231188448*((((x&y)^(x^(~y|z)))&~t)|((z^~(x&(y&z)))&t)) + 9502868153862827391*(((y^(x&(y|z)))&~t)|((y^(~x|(y^z)))&t)) + 3912945720303378606*((~(x|(~y&z))&~t)|((y^(~x|(~y&z)))&t)) + 558992245223863847*(((z^(x|~y))&~t)|(((x&y)|(y^z))&t)) + 12297829379982393496*((((x&y)^(y|~z))&~t)|((z^~(x|(y&z)))&t)) + 16210775107757694846*(((~(x&~y)&~(x^(y^z)))&~t)|((x|y)&t)) + 17887751832221575080*(((z^~(x|~y))&~t)|((~x|(y|z))&t)) + 11179844893270503739*(((z^(x|(y&z)))&~t)|(~(x&~x)&t)) + 6148914689991172061*(((~(x|y)|(x^(y^z)))&~t)|(~(x&~x)&t)), 49374 + 3735936685*(x^y)
11208155673*(((y^~(x&(y|z)))&~t)|(~(y|z)&t)) + 18446744066237283254*(((y&~(x&z))&~t)|((z^(~x|(~y|z)))&t)) + 18446744062501494691*(((x^(~y|z))&~t)|((y^~(x&(y^z)))&t)) + 7472218988*((((x|y)&(x^(y^z)))&~t)|((z^~(x&~y))&t)) + 7472268362*(((y^(x&~z))&~t)|((~x&(y&z))&t)) + 3736183555*(((z^(~x|(~y&z)))&~t)|(~(x|(y^z))&t)) + 18446744073709502242*(((y^(~x|(~y|z)))&~t)|((z^~(~x&(y|z)))&t)) + 18446744043820675664*(((y^~(x|(y^z)))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 22416410094*((~(x|~y)&~t)|((x^(y&z))&t)) + 18446744062501445317*(((~(x&y)&(x^(y^z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 18680522783*((((x&y)^~(x^(y&z)))&~t)|(((x&y)^(x^(~y|z)))&t)) + 18446744058764965518*(((y^(x|(~y&z)))&~t)|((z^(x&~y))&t)) + 11208451917*(((y^(x&(~y|z)))&~t)|((~(x|y)|~(y^z))&t)) + 18446744062501149073*(((y^~(~x|(~y&z)))&~t)|((y^~(x|(y&z)))&t)) + 3735936685*((~(x&(y&z))&~t)|(~(x&(~y&z))&t)) + 3736134181*(((~x|(y^z))&~t)|((z|~(x|y))&t)), 49374 + 3735936685*(x^y)
9891732319905182999*(((~(x|y)|~(x^(y^z)))&~t)|((~z&(x^y))&t)) + 4544849988254373905*(((~x|(y^z))&~t)|((x&~z)&t)) + 11228452904685878302*((~(~x|(y^z))&~t)|(~(y|~z)&t)) + 16040647024840266380*((((x&y)|~(x^(y^z)))&~t)|(~y&t)) + 15773302904148161010*((((x&y)^~(x^(y&z)))&~t)|(~(x|~y)&t)) + 9891732331113091802*((~(~x&(~y|z))&~t)|((z^~(~x&(~y|z)))&t)) + 6683602927639413200*(((~(x&y)&(x^(y^z)))&~t)|((y^(x|~z))&t)) + 2406097045133299177*(((x&~x)&~t)|(((x|y)&~(x^(y^z)))&t)) + 802032354604393366*(((z&~(x&y))&~t)|((y^(x&z))&t)) + 4812194112682415960*((((x&~y)|~(y^z))&~t)|((y^(x|(~y&z)))&t)) + 4277505871298205220*((~y&~t)|((y^~(x&z))&t)) + 3735936685*((((x&z)^(y|z))&~t)|(((x&z)|(y&~z))&t)) + 4277505875034191279*((((x&~y)|(y^z))&~t)|(~(~x&(~y|z))&t)) + 13367205847806953030*(((y^~(x|~z))&~t)|((~y|~(x^z))&t)) + 802032347132421248*(((y^(x&(y|z)))&~t)|((y|~(x|z))&t)) + 14169238202411346396*(((~y&(x^z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*(x^y)
15386857635851211140*((~(y&z)&~t)|((y&~z)&t)) + 6556899533179481522*(((y^z)&~t)|((~(x|y)|(y^z))&t)) + 5420370297000608440*~((y^z)|x) + 17047938822878890719*((((x&~y)|~(x^(y^z)))&~t)|((z^~(~x&(y&z)))&t)) + 11190441905774848559*((((y&~z)^(~x|(y^z)))&~t)|((z^(x&(~y|z)))&t)) + 3322162448774142232*((~(x|(~y|z))&~t)|(~(x&(y|z))&t)) + 874253266358424235*(((~x&(y^z))&~t)|((x^z)&t)) + 14600029670350666202*((~(x^(~y&z))&~t)|(~(x&y)&t)) + 14512604358284976850*(((x&y)&~t)|((~x|(y^z))&t)) + 9704211342878547684*(((y^(x&(y^z)))&~t)|((z^~(x&y))&t)) + 1573655886169800282*(((y|(x&~z))&~t)|(x&t)) + 3584438418594640453*(((y^~(x&z))&~t)|((z^~(x&(~y|z)))&t)) + 15212006970624528901*((~(x|~y)&~t)|((x|(~y&z))&t)) + 7518578141491088589*(((z^(~x|(~y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 262275984764244961*((((x&z)^(x^(~y&z)))&~t)|(((x&y)^(x^(y&z)))&t)) + 17485065476605754604*((~(x&y)&~t)|(((x&y)|~(x^(y^z)))&t)), 49374 + 3735936685*(x^y)
